,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2823.TT.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.337728902222654,0.0860652502680911,0.133187209984747,0,0.11343406911746,0,0.237451464288385,0,0,0,0,0,0,0,0.0220566291848991,0,0,-0.0241186212840141,0,0,0,0,0,0,0,0,0,0,0,0.0493152461231682,0,0,0,0,0.188578094230974,0,0,0,0,0,0,0,-0.0960705436566322,0,0,0,0,0,0,0.104568553262738,0.0170433383279854
X002142.CH.EQUITY,0,0,0,0,0,0.251164694519256,0,0.501172420730517,0,0.00229841143737522,0.135173171423239,0,-0.220315045787912,0,0,0,0,-0.214909541328886,0.245607273140802,0,0,0,0,0,0,0.0544293851392715,0,0,0,0,0,0,0,0.131428051873699,0,0,-0.112417522349959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0.163691482663796,0,0.105137648889551,0.213440241496156,0,0,0,0,-0.0134501083234038,0,0,0,0,0,0,0.322097811993291,0,0,-0.0113509126280181,-0.0578565996881561,0,0,0,0,0,0.109579171144929,0,0.178113972968061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256571844413248,0
X600015.CH.EQUITY,0.208501831009624,0,0,0,0,0,0,0,0,0,0.212125216833589,0.0568553276415874,0,0.107430684345477,0,0,0.0174913712706216,0.17769105287609,-0.0693414268644602,0,0,0.0855469814947964,0,0,0,0,-0.0567369869860459,0,0,0,0,0,0,0,0,0,-0.0641227354321645,0,0,0,0,0,-0.0139615465548672,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.187623703843437,0.0975464235624853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137577138013293,0,0,0,0.0694486675250448,1.01170134642641,0,0.00967821621771412,0,0,0,0,0,0,-0.200949843976508,0,0,0,0,0.141189328518982,0,0,0,0,0,-0.105921523868589,0,-0.170914250290576,0,0,0,0,0
X600036.CH.EQUITY,0,0.165457161540553,0.0541160463764697,0,0,0,0,0,0,0.197835036150479,0,0,0,0,0,0,0.246071711599107,0,0,0,0,0,0,0,0,0.0685043972309922,0,0,0,0,0,0,0,0,0.0600518856853795,0,0,0,0,0,0,0.0626664061927815,0,0,0.17461783385104,0,0,0,0,0,0.00105083773683004,0
X600919.CH.EQUITY,0,0,0,0,0,0.0135369731495193,0,0.242543805908761,0.0556310316552115,0,0.0605795611976972,0.133476786540536,0,0,0,0,0,0,0.0797416276306717,0,0.133914626570978,0,0,0,0,0,-0.110284046733108,0,0,0,0,0,0,0,0,-0.0140358476017873,0,0,0,0,0,0,0,0.0574616008751096,0,0,0,0,0,0,-0.0165545617570317,0
X600926.CH.EQUITY,0.181155060534093,0.275742920278577,0,0,0,0,0.0795190704453811,0,0,0,-0.0969454043465142,0,0,0,0,0.366746969816313,0,0,0,0,0,0,0,0.0285543626519277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249610257751073,0,0,-0.112165885194229,0,0,-0.0703550436265252,-0.0199964126693727
X601009.CH.EQUITY,0,0.0970186324912511,0,-0.0326947120878975,-0.0814204965676429,0,0,0,0,0,0,0.295704897898459,0,0.0694736698488127,0,0,0,-0.0778086071906075,0,0,0.348025319568909,0,0.106283291853001,0,0,0,0,0,0,0,0,0,0,0.0229651914393496,0,0,0.0825657130975312,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.130247138431217,0,0,0,0,0,-0.0859580411375264
X601166.CH.EQUITY,0.237276569468165,0,0,0,0,0.632962930485872,0,0,0,0,-3.46944695195361e-18,0.195370996330575,0,0,0,0,0,0,0,0,0,0,0.0158340074207426,0,0,0,0,-0.0940367451318612,0,0,0,0,0,0,0,0,-0.136379592931584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499123061140576
