,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.152187943566566,0.0320661772406438,0,0,0.119251315335421,0,0,0.0646798584158673,0,0,0,0,0,0.242627811523539,0,0,0.104654947267469,0,0,0,0,0,0,0,0,0,0,0,0,0.133915378748103,0,0,0,0,0,0,0,0,0,0.102214429656966,0,0.114848147988268,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.379068888139632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.300992583003801,0,0,0,0,0,0,0,-0.114302416757467,-0.0421738648967268,0,0,-0.161200757290304,0,0.00212797214012867,0.236989586622979,0,0.681505197495619,0,0,-0.029693847346246,0,-0.0116676793759363,0,-0.0123871772471745,0
X600000.CH.EQUITY,0.0228492073774996,0,0,0.358023157458137,0,0,0,0,0,0.2283753376955,0.0296508779822816,0,0.15857588704529,0,0,0,0,0.0412274672524636,0,0,0,0,0,0.0908550398961401,0,0,0.0589632487970891,0,0.0619269957697549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.372847357507797,0,0,0,6.93889390390723e-18,0.0738411741596691,0,0.184708199139662,0,0,0,0,0,0,0,0.161868747689617,0,0.0457767885543656,0,0.0166031101379821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512511284213379,0,0,0,0,0,0,0,0.0287144776775834,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0937062124768621,0,0,0.18789908307473,0,0,0,0,-1.0842021724855e-19,0.371975323945152,0,0,0.0795341405510415,0,0,0,0.109691028147295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400174397388995,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.222513004134922,0.0532328026472919,0,0,0,0,0,0,0.279906907059226,0,0,0,0,0,0,0,0,0,0.00124951912481118,0,0,0,0,0,0.0906842240494089,-0.0767677285844377,0,0,0,0,0,0.110958375290074,0,0,0,0.0487601632998428,0,0,0,0,0,0,0,0,0,0,0.217341179095156,6.93889390390723e-18,0,0,0.0321967261735599,0
X600919.CH.EQUITY,0,0,0.0438398933484325,0,0,0,0,0,0.0879713860578852,-1.38777878078145e-17,0,0,0.509269596804558,0,0,0.130721407465536,0,0,0,0,0,0,0,0,0,0,0,0.152243116732216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.147023035943545,0,0,0,0,0.0424816657705572,0.263988460015802,0.0662824556668575,0.0815852126046243,0,0,0.18873957008117,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0296712625280691,0,0,0,0.0742678101012109,0,0,0,0,0,0,0,0,0,0,0.098573096026664,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.328041293207206,0,0.389693224217584,0,0,0.0575962699417135,0,0,0,0.155706341677916,0,0,0,0,0,0,0,0,0,0,0,0,0.0782265405833239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.0358984304697994,0,0.278474633262135,0,0,0,0,0,0,0,0.0831586094896975,0,0.181278086125272,0.159369015984751,0,0,0,0,0,0,0,0,0.010066576289809,0,0,0,0,0,0,0.0939607913157454,0.0490689643619447,0,0,0.108349678890143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
