,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.223585825597362,0,0.178374847055942,0,0,0,0,0,0,0.126485257486935,0,0,0,0,0,0,0,0,0.169249899237995,0,-0.123525545413976,0,0,6.93889390390723e-18,0.194358864161658,0.107996700833639,0,0,0,0,0,0,0.14015076728319,0.21613789480519,0,0,-0.240801211979673,0.048888990051822,0,0,0,0,0,-0.0318304992572491,0,-0.164047552328996,0,0,-0.038896732562086,-0.171236429863765
X002142.CH.EQUITY,0.225021869639461,0,0,0,0,0.138705358148067,0,0,0.0214229652257561,0,0,0,0,0,0,0,0,0,-0.126138905970265,0,0,0,0,0,0,0,-0.106676911147253,0,0,0,0,0.185902419402819,0,0,0,0,0,0,0,0,0.15671490272827,0,0.0717701129982402,0,0,0,0,0,0,-0.0925306048179718,-0.134631590161486
X600000.CH.EQUITY,0,0,0,0,0.0485436303210261,0.118479869002137,0,0,0,0,0,0,0.425851190566427,0,0.181101726071557,0,0,0.00143558407219772,0,0.102613911776257,0,0,0.0236485587852611,0,0,0.256365759509284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221435061822363,0,-0.0633668792283662,0.0119499376432091,0,0,0,0.0583757710747254
X600015.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.262169678040583,0.00929036128657501,0,0,0,0.382938427554669,0,0,0.0140427039013527,0.0104546909385121,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0694035263993672,0,0.103733027528003,0,0,0,0,0,0,0,0.0528609756331676,0,0,0,0.0704401501296918,0,0,0,0
X600016.CH.EQUITY,0,0.0174599900204607,0,0,0,0,0,0,0,0,0.178228339985554,0,0.338745957429557,0,0,0,0,0,0,0,0,0,0,0,0,0.0677598790395582,0,0,0.128204391408331,0,0,0,0,6.93889390390723e-18,0.313831337036018,0,0,0,0.0828921400880588,-0.0304032445536506,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.101471747100611,0.197646514458765,0.157360528296148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106287663488223,0,0,0,0,0,0.111108278426365,0,0.035815588238266,0.248142204626826,0,0,0,0.0393343044610356,0,0.0457510991352987,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.30554001939396,0.0183661177253256,0,0,0,0,0.187611088351428,0,0.0555884877995972,0,0,0,0,0,0,0,0,0,0,0.0112701743769328,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.10416587541102,0,0,0.130544030973101,0,0,0,0,0,0
X601009.CH.EQUITY,0.119873095933403,0,0,0.443575918975496,0,0,0.119117741374614,0,0,0,0.0585363072744334,0.052979606871953,0,0.0729800484228027,0,0,0,0,0,0,0.12270445571408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156818185306142,0,0,0,-0.166088452960013
X601166.CH.EQUITY,0.0427552214387528,0.20060973784979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293150981524646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245377234044404,0,0,0,0,0,0,0,0.0581041319749411,0,0,0,0.187559186503259,0.472720889570502,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0232008337540672,0.0708443282152377,0.207069401148218,0.452781982052373,0,0,0,0,0,0,0,0,0.263191649087777,-0.0287443231357027,0.0623442261342961,0,0,0,0,0,0,0,0,0,0,0,-0.0878682096170374,0,0,0,0,0,0,0,0,0,0,0.00607749309566174,0,0,0.0918869467177039,0,0,0,0,0,0,0,0.0759747868661521,0,0
