,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.0313454947270095,-0.0464310782791501,0,0,0,0.715911247234014,0,0,0,0,0,0,0,0,0.0682625409830481,0,0,0,0,0,0,0.076775650690701,0,0,0,0,0,0,0,0,-0.0141631550405577,0.0406978433682975,0,0,0,0,0,0,0.102211134111919,0,0,0,0,-3.46944695195361e-18,-0.0244266716097304,0
X002142.CH.EQUITY,0,0,0,0.0404540669056482,0.0755382045230294,0,0.291239111012556,0,0,0,0,0,0,0.125213042189546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130952834794366,0,0,0,-0.0675348451850424,0,0,0,0,0,0.0314073381087117,0,0,0,0,0,0,0,-0.0556454262163927,-0.0505850128760691
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.427562910327419,0,0,0,0,0.0129264759046137,0,0,0.17274333785849,0,0,0,0,6.93889390390723e-18,0,0,0.107230027907387,0.227118987950268,-0.0322034776744386,0,0,0,0,0,0,0,0,0,0,0.0202285106639877,0,0,0,0,0,0,0,0,0.0386416545473485,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.379383762237802,-0.00199885978312333,-0.0908186303565778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638261948105338,0,0,0,0,0.00210577796863096,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717474488963366,0,0,0.184480405156307,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00711112661676642,0,0,0,0,0,0,0,0,0,0.129856570576047,0.0876509299143834,0,0.0223371721066374,0,0.1003010892914,0.026107440478094,0,0,0.140609333179506,0.0611112999978422,0,0,0,0.119787131129465,0.131265093327384,0,0,0.104998059757155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.140753141052137,0,0.177761752268696,0,0,0,0,0,0,0,0,0.043106996069905,0.244184098525577,0,0,0,0.119784007827473,0,0,0,0,0.233830347597274,0,0,0,0,0,0,0,0,0.115636842815535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0583053159787245,0.0880870704541996,0,0.472652632362649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879478942796659,0,0,0.1816194932149,0,0,0,0,0.0649431938944171,0,0.326741068341492,0,0.134167564828775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.419780254446265,0,0,0,0,0,0,0,0,0.270806125772078,0,0.310458599136311,-0.110782784603141,0,0.294291157130608,0,0,0,0,0,0.0208980328783754,0.152765917127344,0,-0.124204938216402,0,0,0.0479756410818275,0,0,0,0.167676133501975,0,0.0142167513572848,0,0,-0.0644408903068018,0,-0.291370714507685,0,0,0,0
X600926.CH.EQUITY,0,0,0,-0.0863940427547578,0,0,0,0.0473308775449578,0,0,0,0,0,0.14303352352049,0,0,0,0,0,0.425418233462041,0,0,0,0,0,0,0.0025220047620775,0,0,0,0,0,0.0640652644945539,0.0753317552663497,0,0,0,0,0,0,0,0,0.0790879523485294,0,0.176966999700131,0,0,0,-0.273179107305757,0,0,0
X600928.CH.EQUITY,0.0476221537764431,0,0.451134868925622,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252446550902056,0,0,0,0,0,0,0.0232815556511343,-0.0929880097189627,0,0.380909308665826,0,0,0,0,0,0,0,0.0574472328328897,0,0,0.201162564705639,0,0,0,0,-0.0532846283036559,0,0,0.0184144289580285,0,0,0,0,-0.106321801130037,-0.0811076698454495,0
