,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.110022111292851,0.0709788560820443,0,0,0,0.0513238086710061,0.345250747166393,0,0,0,0,0,0,0,0,0,0,0,0,0.0249965107322557,0,0,0,0,0,0.0027933418511336,0,0,0,0,0,0.034358337703953,0,0,0,0.0310624094910382,0,0,0,0,0.156545764913107,0.077678519730442,0,0,0,0,-0.00958873805236674
X002142.CH.EQUITY,0,0,0,0,0,0,0.153403064759899,0,0.0398521225743456,0,0,0.358893297069317,0,0,0,0,0,0,0,0.197010767529771,0,0.0197532230332577,0,0.0147792798222779,0,0,0,0,0,0,-0.108029151821808,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0.247383789367149,0,0.0593940565354208,0,0,0.0133033655086722,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0787004150952193,0,0,0,0,0,0,0,0.444611073922285,0,0,0,0,0,0.0310031579158298,0,0.0068175143485981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.178462770466502,0.0142172221144883,0,0,0,0,0,0,0.0553705418585973,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.119785201521509,0,0,0,0,0,0,0.483507881174607,0,0.0520743734008626,0.228828082762705,0,0,0,0.0207999102485629,0.0699897906643097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127196374860954
X600015.CH.EQUITY,0,0,0,0.167679575931826,0,0,0,0,0,0,0,0,0.247694560174711,2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0956809843515987,0,0,0,0.419874361996227,0,0.0460519999493578,0,-0.0872270824375322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273379267756631,0.0530241441281082,0,0.129857842977318,0,-0.0880353251333102,0,0
X600016.CH.EQUITY,0.14897554209884,0,0,0,0.216479852588482,0,0,0,0,0.0809344833518505,0,0,0,0,0,0,0.0353866738439092,0.283602297996446,0,0,0,0,0,0,0,0.17695719225004,0,0,0,0,0,0,0,0,0,0,0,0.0616607945391219,0,0,0,0,0,0.0297472287589793,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.399600109840504,0.108476228528768,0,0,0,0.110112955940712,0,0,0,0.0347937263850841,0,0.147816998543345,0,0,0,0,0,0,0.023573835683841,0,0,0,0,0,0,0,0,0,0.0947488848626595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227780954598781,0
X600919.CH.EQUITY,0,0.0662054097131556,-0.0114723924447953,0,0.241098859446376,0,0,0,0.52956887664222,0,0,0,0,0,0,0.0694443767824995,0.0742705966202863,0,0,0,0.032510068623247,0,0,0,0,0,0,0,0,-0.105559023988609,0,0,0,0,0,0,0,0,0,0,0,0,-0.00472663790568813,0,-0.111495963627484,0,0,0,0,0,-0.0607851157152382,0
X600926.CH.EQUITY,0,0,0,0,0,-0.00489804994863602,0,0.3139466658253,0,0,0,0,0,0,0,0.296204635393316,0,0,0,0.233641413984582,0,0,0,0,0,0,0,0,0,0,0,0.119480163182915,0,0,0,0,0,-0.215930076906748,0,0,0,0.0460644268650438,0,0,0,0,0,0,0.216865009485489,0,0,0.0557532648407373
X600928.CH.EQUITY,0,-0.0601405803954945,0.139937960933269,0,0,0,0,0,0,0,-0.00942805539311028,0,0.0414418381781827,0,0,0,0.1154750536946,0.186599888497922,0.132955391116354,0,0,-0.0703511204226414,0.402482502563519,0,0,0,0,0,0,-0.0258235043683857,0.0303251652886501,0,0,0,0,0,0,0,0,0,0.0492633050246332,0,0,0,0,0,0,0,0,0,0,0
