,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0
X002142.CH.EQUITY,0,0,0,0.196450295810307,0,0,0,0.228177785530864,0,0,0.218818654461952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185468925173544,0.16123508943015,0,0,0,0,0,0,0,0,0,0,0,0.0677506345855675,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.035333274000729,0,0,0,0.139132435233678,0.218783187047017,0,0,0,0,0,0,0.157018051355585,0,0,0,-8.67361737988404e-19,0,0,0,0.0216094540819728,0,0,0,0,0.00726867344360085,0,0,0,0,0,0,0,0,0,0,0,0,0.0222428539312265,0,0.0768259930811096,0,0,0.115785505425006,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.6076222615051,0.0660655536871985,0,0,0.100459811134336,0,0,0,0.0507640461440927,0.0516324621630236,0,0,0,0,0,0,0,0,0.0527763534286546,0,0,0,0.00183620545260022,0,0,0,0,0,0,0.0212881260667816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0495563390268439,0.313557270416803,0,0,0,0,0.32890150929495,0,0,0,0.0473574715658012,0,0,0,0.106708863608913,0,0,0,0,0,0,0.0864065262008419,0,0,0,0,0,-0.0250473788884589,0,0,0,0,0,0,0,0,0,0,0.0392908192460232,0,0,0,0,0,0,0,-0.00180296694154403,0
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264108739719449,0,0,0,0,0,0,0,0,0,0,0,0,0.274040638518204,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0875368574112011,0,0.202271606360145,0,0,0.0340598570509397,0,0,0.0515838196477419,0,0,0.0143259561445831,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0
X601166.CH.EQUITY,0,0.00507588068942619,0,0,0.0920091343885888,0.209618305604582,0,0.0943572945674936,0,0,0,0,0.0802698650705807,0,0,0.0862120661098739,0.0692759435483567,0,0,0,0,-0.0391231555995445,0,0,0,0,-0.00639281292322951,0,0,0,0,0,0,0,0,0,0,0,0.10713523217671,0,0,0,0.116871428586031,0,0,0,0.0497575857667948,0,0.0331214895667752,0
X601169.CH.EQUITY,0,0,0,0.0357068757045566,0,0.0544117793101576,0,0,0,0,0,0,0.0124830328009502,0,0,0,0.2002601351677,0.153438215116099,0,0,0,0,0,0,0,0.0996037539060569,0,0,0.0512241677621978,0,0.0976413069701363,0,0,0,0,0,0,0.0746047977555746,0,0,0.0672272754958265,0,0,0.0674979325557377,0,0,0,0,0,0
