,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.200656960910618,0,0,0,0,0,0,0,0,0.223756897795016,0,0,0,0,0,0,0,0.0609229777584538,0,-0.121016043223513,0,0,0,0.272580870353927,0,0,0,0,0,0,0,0.110228353489997,0.303352962692635,0,0,-0.257744337543639,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319316767458895
X002142.CH.EQUITY,0.151436432854793,0,0,0,0,0,0,0.104900785014446,0.0842650597258828,0,0,0,0,0,0,0,0.145810143595514,0,0.0523373667078708,0,-0.0179634270984737,0,-0.025137277073988,0,0.0628786599826873,0,0.00471009372038324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104074237703704,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.193312649447046,0.00402734678067755,0,0,0.0885526950203609,0.170641591577289,0,0,0,0,0,0.00769344775576159,0.255069686929754,0,0.221946437788317,0,0.0370325522841678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313915311838722,0.0942600459018578,0,0,0,0,0,0.0682883357916875,0,0,0,0
X600015.CH.EQUITY,0.0173647818104759,0,0,0,0,0,0,0,0,0.263581226542775,0.00195249246804713,0,0,0,0.404030734218685,1.73472347597681e-18,0,0,0,0,-3.46944695195361e-18,0.0106024144306772,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0442424776629605,0.129440719041092,0,0,0,0.0485059801771088,0,0,0,0.0618961109154786,4.33680868994202e-19,0,0,0.0822179003488471,0,0,0,0
X600016.CH.EQUITY,0,0,0.181193468102033,0.248513852955377,0,0,0,0,0,0,0.0320726490638599,0,0.199871996655276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597063292203434,0,0,0,0,0.00764453239887881,0,0,0,0,0.126157594507743,0,-8.67361737988404e-19,0,0.0828412146323016,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.19439184042761,0.0279696315946865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062796178175999,0,0.160420005690304,0,-0.0715237540454985,0,0.083974095937811,0,0,0,0,0,0,0,0,0,-0.056288561281148,0,0,0,0.105310051643185,0.362137525410487,0,0.0488509762138713,0,0,0,0,0.12177663300967,0,0.132992040921237,0
X600919.CH.EQUITY,0,0.00958860402275118,0,0,0,0,0,0.0300896219381665,0,0.223629153486827,0,0,0.193661278641713,0.139232117576232,0,0,0.0663702886105174,0,-0.0374724555103802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417708976206873,0,0,0,0,0,0,-0.0331853951226331,0,0,0
X601009.CH.EQUITY,0.0550336487907714,0,0,0,0,0,0.345373191746863,0,0,0,0,0,0,0.210705529028644,0.148979594698701,0.0832436947615028,0,0,-0.0522888610655608,0,0.134036577671272,0,0,-0.0714885834837652,0.0345641604845445,0,0,0,0,0,0,0,0,-0.0565856582189612,0,0,-0.0666023372841447,0,0,0,0,0,0,0,0,0.0470980754718448,0,0,0,-0.17429808644504
X601166.CH.EQUITY,0,0.376806117118358,0,0,0,0,0,0.0102888109585115,0,0,0,0,0,0,0,1.38777878078145e-17,0.151156150967976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11684973410579,0.377251855381246,1.38777878078145e-17,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0380480340656875,0.0837728122085915,0.542481621417504,0,0,0,0,0,0,0,0,0.254013898638802,-0.0834920070768369,0.0229371343114789,0,0,0,0,0,0,0,0,0.1251463734088,0,0,-0.00674874095462357,0,0,0,0,0,0.0688272419746676,0,-0.0357712487507948,0,0,0,0,0.118711716950047,0,0,0,0,0.0154011307027748,0,0,0.145079775323471,0,0.0365229862145316
X601229.CH.EQUITY,0.252644574529471,0,0,0,0,0,0,0,0,0,0,0,0,0.242341494627545,0,0.158847691211315,0,0,-0.196265329619595,0,0,0,0,0,-0.0678891517849816,0,0.00549051570738841,0,0,0,0,0,0,0,0.223094362824658,0.187647523523864,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.215554771148444,0,0,0,0.0694998181515289,0,0.0656995947641511,0.0514608526665481,0,0,0.359604352495592,0,0.170687406366355,0.0280695525225551,0,-0.0252529960448055,0,0,0.0504764998655856,0,0,0,0,0,0,0.00313598119563073,0,0,0,0.131496729114864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.111058371627736,0.0672579301119592,0.188375190126875,0,0,0,0,0.212410576003118,0,0,0,0,0,0,0.0739130523195043,0.231430826404337,0,0,0,0.0585198684265633,0,0,0,0,0,0,0,0.0289968707208724,0,0,0,0,0,0,0,0,0,0.0508330159621239,0,0.0419633057676151,0,0,0,0,0,-0.168915659937096,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0.107132563823721,0.144856075485479,0,0,0.0401424857716798,0.300545000842225,0,0,0.163434241735828,0.075832034506783,0.0725600906145326,0,0,0,0,0,0,0,-0.0386729627198897,0,-0.0588612871687644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18814637511726,0
X601818.CH.EQUITY,0.0321065866655309,-0.0979038943329559,0,0.235186720381218,0,0,0.237955177533521,0.0556522775816594,0,0,0,0,0,0,0,-0.0474100206592468,0,0.410936871858533,0.102615827244648,0,0,0,0,-0.0156411346952437,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.146376362979135,0,0,0,0,-0.128405264004626,0,0,-0.151389675143467,0,0.116530713292515,0.0869035769236032
X601939.CH.EQUITY,0.152656626772743,0,0,0.0213001113416682,0,0,0,0.013644075836971,0,0,0.31487758415437,0.0413399947448834,0,0.480145995701379,0,0,0,0,0,0,0.00873640169053684,0.107470277675341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577073678491942,0,-0.12574310460751,0,0.141948236852945,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.139975801793351,0,0.112464290404107,0,0,0.397518137957966,0.263695499456819,0,0,0.114470328988381,0,0,0,0,0,0,0,0,-0.0394711364759385,-0.0795032522041159,0,0,0,0,0,0,0.0284991867377273,0,0,0,0,0,0,0,0,0,0,0.154015992067975,0,0,0,0.167945817682736,0.0685473024387922,0
X601998.CH.EQUITY,0,0,0,0.0604213122538901,0,0,0,0,0,0,0.0582738272562025,0,0.127183474185858,0,0,0.165417486467608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11031280396046,0,0,0,0,0,0,0,0.0924360221469915,0,0,0,0,0.0869364981647944,0,-0.0687422753818874,0
X601077.CH.Equity,0.271792106043791,0,0,0,0,0,-0.169932865883151,0,-0.151285999632207,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689090588608424,0,-0.0185803071222244,0,0,0,0,0.158614569510005,0,0,0,0.0481434327273804,0,0,0,0,0,0,0,0,0,-0.33455430126686,0,4.33680868994202e-19,0.0476069726846309,0.201908254011889,0.131896146962571,0.0615609368044249
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.112666826054614,0,0,0.270053919048191,0,0,0,0,0,0,0.470384400540414,0.148846691447458,0,-0.000961479900873083,-0.0886659753501262,0,-0.00344224964319276,0,0,0,0,0,0,0,0,0,0.0696615070122159,0,0,0,0,0,0,0,0.210797892917187,0,0,0,-0.123719681907935,-0.105268134081542
X2388.HK.EQUITY,-0.0646378347164704,0,-0.127450714110721,0,0,0,0.0881983021665784,0,0,0.393594485584243,0,0,0,0,0,0,0.034269939991436,0,0,0.652538254854607,0,0,0,0.138481821138598,0,0,0,0,0,0.0508658434876865,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534005612609968,0.128815270555191,0,0,-0.0600736794746743,0.0297100165698291,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.019603546942458,0,0,0,0,0,0.243759535440386,-0.11474425157986,0.251967831646822,0.359730952935281,0,0,0,0,0,0.0799281311189151,0,0,0,-0.130049825761365,0,0,0.154236875205449,0,0,0,0,0,-0.129933582107705,-0.140659755635647,0,0,0,-0.298893582138839,0.0356115629346321,0.10997958694168,0,0.26680027286031,0
X2884.TT.EQUITY,0,0,0.0280487037213877,0,0,0,0,0,0,0,0,0.185073212389096,0,0,0,0,0,0,0,-0.253789929346784,0,0,0,0.0288076827604177,0.136818641044774,0,0.136460913069865,0,0.0567316024738546,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0982604863543959,0.0485359853421393,0,0,0.187570409243515,0,-0.0221787573933811,0.0292803565419841
