,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.180070773041444,0,0,0,0.355889484636752,0,0,0,0,0,0,0.0828142598266539,0,0,0,0,0,0,0,0,0,0.00310000620727824,0,0,0,0,0,0,0,0,0,0.122118775407034,0,0,0,0,0,0,0,0,-0.236380464550235,0,0,0,0,-0.125618028628615,0
X002142.CH.EQUITY,0.305615739542877,0,0,0,0,0,0,0.373807309702141,0.0508119846328389,0.0602059468677383,0,0,0,0,0,0,0,0,0,0,0,0.102514660724287,0,-0.0539616579508228,0,0,0,-0.0853568631269487,0,0,0,0,0,0,0.161325873390089,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0283507620188579,-0.0502297951179085,-0.0907281178043873,0,0
X600000.CH.EQUITY,0.111410992382587,0,0,0,0.145648656422801,0,0.0488020018399703,0,0,0,0.0486031890781565,0,0,0.0270941077245714,0,0.0455476607987503,0,0,0,0,0.0839293515850448,0,0.0447712161324413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158355971823906,0,0,0,0,0,0,0,-0.0349293141102941,0,0,0,0,-0.159382369482941,0
X600015.CH.EQUITY,0.0379685756096649,0,0.109003057892719,0,0,0,0.430213669432794,0,0.0602834892447379,0,0,0,0,0,0,0.0485336024357102,0,0,0,0,0,0.205279139936468,0,0,0.0663837225158672,0,-0.00770947159300705,0,0,0,0,0,0,0,0,0,0.0184256683849396,0,0,0,0,0,0,0,0,0,0,-0.114621180157995,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0274772105631904,0,0,0,0.111157509748434,0.414402246018065,0,0,0.154892778740702,0,0.0544494489350846,0,0,0.087310679714346,0,0,0,0,0.0754531053376553,0,0,0.0569585384014019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105935735583347,0,0,0,0
X600036.CH.EQUITY,0.230013916174833,0,0,0,0.44573921678488,0,0,-1.73472347597681e-18,0,0.0582562183127329,0,0,0,0,0,0,0.0820926888455798,0,0,0,0,0.0505581853458378,0,0,0,0,0,0,0,0,0,0.0315153042842368,0,0,0,0,0,0,0,0,0,0,0,0,0.10563450486711,0,0,-0.11254137099961,0,0,-0.0186363469170012,0.00617332195176198
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0.0519087315269635,0,0,0,0.283290123947996,0,0,0,0,0,0,0,0.396926875109599,0,0.41043481428686,0,0,0,0.0619830664557422,0.00814114004694442,0,0,0.0241809828574001,0,0.200960138166832,0,0,0,0,0,0,0,0,-0.0561464060933932,0,0,0,0,0,-0.115906767758535,0,0,0,-0.0743594104553149
X600926.CH.EQUITY,0,0,0,-0.0267876619210883,0,0.0490626052194279,0,0,0,0.65742603844137,0,0,0,-0.121746476467312,0,0,0,0.0681299727054432,0,0,0,0,0,0,0,-0.0232733020661653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538402513539681,0,0,0,0,0,0.0090136344793322,0
X601009.CH.EQUITY,0.128563146083349,0,0,0.269369322014478,0,0,0.0652869113258842,0,0,0,0,0,0,0,0,0,0.123753822942845,0,0.154522221351838,0,0,0.00325582493554368,0,0,0.0765603338410929,0,0,0,0,0,0,0,0,0,0,0,0,0.0953247998121019,0.0181890172197713,0,0,0,0,0,0,0,-0.0507802845051496,0,0,0,0.0300038426405762,0.0382343221022078
X601166.CH.EQUITY,0.222161598979011,0,0,0,0,0.143822201723577,0,0.212920706284758,0,0,0,0,0,0,0,0.124262943070765,0,0.170623009176052,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0420952329151455,0,-0.00858816128971988,0,0,0,0,0,0,-0.0265167632185462,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.758146356508058,0.129727840958562,0,0,-0.0552468098034137,0,0,0,0,0,0,0,0.0169816326548166,0,0.124474724484291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054758326562305,0,0,0.0368073739381713,0,0,0,0,0,-0.174565436492993,0,0,0.0817162519659453,-0.124295311584499,0,0
X601229.CH.EQUITY,0,0.0283713842973258,0,0.385614000057165,0,0.152848352266226,0,0,0.153644630534302,0,0,0,0,0,0,0.253602889171979,0,0.0169933868154178,0,0,0,0,0,0,0,0,0.124501901848248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0340426029231406,0.092390739841946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356821265527809,0,0.237618685429064,0.479736758234887,0.0412263145309092,0,0,0,0,0,0,0,0,0.0211386577834825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357956984973515,0
X601328.CH.EQUITY,0,0,0.080886099624759,0.13464224296311,0.145681325134918,0,0,0,0,0,0,0.0533980341768998,0,0,0.156499632642081,0,0,0,0.071599189591065,0.185926552405955,0,-8.67361737988404e-19,0,0,0.138264361944935,0,0,0,0,0.0771690595107778,0,0,0,0,0,0,0,0.0555906506745383,0,0,0,0,0,0.0196393882586269,0,0,0,0,0,0.0258088570574171,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0126709716648202,0,0,0.143873164483115,0,0,0,0,0,0.352992711937783,0.232564720112705,0,0.137704267509358,0,0,0,0,-0.00431227044386908,0,0,0,0,0,0,0,0,0,0.0298848252942264,0,0,6.93889390390723e-18,0,0.0380114766553798,0,0,0.0311214320175583,0,0,0,0,0.0754219290206621,0,0
X601577.CH.EQUITY,0,0,0,0.0757597054127073,0,0,0,0,0.126910494527223,0,0,0.255766618828439,0,0,0,0,0.0222372806426445,0.275785955439641,0,0,0,0,0,0.0659584981904073,0,0,0,0,0,0,0,0,0.0293347000824448,0,0,0,0,0.0284437142679511,0,0,0,0,0,0,-0.033295913613478,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.188395447769996,0,0,0,0,0,0,0,0,0.0297092805037944,0,0,0.00163859923521663,0,0,0,0,0,0,0,0.248747017341314,0.166945262809781,0.0319429419080693,0,0,0.164971083812527,-0.130455788457551,0,0,0.0984423021559943,0,0,0,0.0323462317028588,0,-0.0281227031779785,0,0,0,0.0573746092276577,0,0,0,0.133999015912369,0,0,0,0,0,0.0361558888250744,0,0
X601838.CH.EQUITY,0.0999162222912311,0,-0.0521963831008746,0,0,0,0,0.406879432771123,-0.0752898031160721,0,0,0,0,0,0,0.22183198677285,0,0,-0.111103319967417,0,0.0909297977914272,0,0,-0.0796269721106726,0.249016696313812,-0.0610942061571036,0,0.171998573154356,0,0,0,0,0,0,0,0,-0.0374715085381439,0,0,0,0,0.0840296642185874,0,0,-0.164204985289019,0,0,0.0267238554509533,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0.0391077296997549,0,0,0,0.116521619937331,0,0,0,0.575347024163832,0,0,0.0187360159431791,0,0,0,0,0,0,0,0,0,0,0,-0.0147048224222947,0,0,0,0,0,0.0471880613964968,0,0,0,0,0,0,0,0,0,0,0,0,0.138226647305994,0,0.0222418798866972,0
X601988.CH.EQUITY,-0.0155816850264492,0,0,0,0,0,0,0,0,-0.0652717398635641,0,0,0.471230877386818,0.106147949167204,0,0,0,0,0,0,0,0.0522263411512374,0,0.166276108198339,0,0,-0.013127600333661,0,0,0,0,0,0,0,0,0,0.155142841399678,0,0,0,0,0,-0.0371201276392732,0.145859142384069,0,0,0.243080177210835,0,0,0,0,0
X601997.CH.EQUITY,0,0,0.0150385702174171,0.109685843426608,0,0.0517058587333964,0.0598378668358428,0,0,0.095429314069983,0,0.231448400394697,0.0193703106889426,0,0,0.25103972416245,0,0,0,0,0,0.09576509707092,0,0,0.269596538315376,0,0,0,0,0,0,0.00950888859912926,0,0,0,0,0,0,0,0,0,0,-0.0535971552267634,0,-0.0230662342171822,0,0,0,0,0,0,0
