,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2890.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.182819279149556,0,0,0,0,0,0,0.025319878672879,0,0,0.0824956707064567,0,0,0,0,0,0.123160676950324,0,0,0,0,0,0,0,0.105616530161212,0,0,0,0,0,0,0,0,0,0.0330095692615506,0,0.221485767980365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0713526984310655,0,0,0,0,0.0572423684892609,0,0,0.328612780208927,0.0222787275500701,0.333563941455096,0.113419353905496,-0.0474938907078161,0,0,0,0,0,0,0,0,0,0,0,-0.135415220636806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561693610966279,0,0,-0.00281412967344517,0,0,0,0,0,0.134860145448247
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.0200118476329633,0.0563344601311772,-0.0731553805990307,0.0661329179139463,0,-0.0806737168575004,0,0,0.365200847732674,0,0,0,0.513102416392292,-0.0751535887504565,0,0,0,0,0,0,0,0,0,0,0,-0.0144082840075768,0,0,0,0,0,0,0,0.0349814732080554,0,0,0,-0.0551383283819841,0,0,0,0,-0.148954960006817,0.0821718407915402
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0770334540407111,0.158459486786468,0,0.455049795214842,0.0646218109242868,0,0.222390473356503,0,0,0,0,0,0,0,0,-0.0114382150321417,0.0704908696246665,0.066880616632878,-0.0699753211235113,-0.134823964133829,0,0,0,0,0,0,0,0,0,0.0829987181567445,0.139013143990451,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.196998349094204,0,0,0,-0.640316608233023,0.157713490769169,0,0,0,0,0,-0.760683685601853,0.633691837776457,0,0,-3.46944695195361e-18,-0.16029347449218,0,0,0,0.419166960076766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127795799948275,-0.306591403420547,0,0,0,0,-0.0990845875470358,0,0,0,0,-0.156686639890545,0
X600036.CH.EQUITY,0.143580127095635,0,0,0,0,0,0,0,0,0.115590869511536,0,0,0,-0.0306438637508857,0,0,0,0.0975586179643731,0.0851133098937624,0,0,0,0,0.0623555971474643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328221543493664,0.176205975404788,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0.167109215800994,0,0,0.146264503664305,0,0,0,0,-0.0513647635004034,0.307009210976136,0.156584998604203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133104690190654,0,0.157166300221734,0,0,0,0,0,0,0,0,-0.144753820355754,-0.180548040453773
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0313901461974896,0,0,0,0,0,0,0,0,0.581930338229744,0,-0.0645234081496433,0,0,0,0,0,0,-0.0295446420569848,0,0,0,0,0,0,0,0,0,0,0,-0.102521713712815,0,0,0,0,0,0,0,0,0,-0.122762160674696,0,-0.106233973869032,0.255396925618327
X601009.CH.EQUITY,0.0764860102905694,0.0777891771419768,0,0,0,0,0,0.0103307994485115,0,0,0,0.207828495426754,0,0,0,0,0,0,0,0,0.436643057146032,0,0,0,0.00111992484560747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316833104740774,-0.00503245576789494,0.165509378929808,0
X601166.CH.EQUITY,0.200655095332953,0,0.0995054092058905,0,0,0.276762017385911,0,0,0,0,0.107460527397907,0.178669727589414,0,0,0,0,0.174191515129451,0,0,0,0,0.23493314164013,0,0,0,0,0,0,0,0,-0.0819118760759571,0,0,0,0,0,0,0,0,0,0,0,0,0.0697191580736767,0,0,-0.0299036129142733,0,0,0,0,-0.0810907983495283
X601169.CH.EQUITY,0,0.0820853766588834,0,0.0526752481696658,0,0.0665744044081522,0.134725498925199,0,0,0,0,0,0,0,0.306116651571684,0,0,0,0,0,0.333855475565046,0.0228381459112563,0,0,0,0,0,0,0,0,0.256535559160169,0,0,0.00680696257398436,0.00865584496910526,0,0,0,0,0,0,0.130027688751201,0,0,0.207151934368554,0,0,0,0,0,0,-0.151008432611811
X601229.CH.EQUITY,0.0114743473546345,0,-6.93889390390723e-18,0,0,0,0,0,0.300935511074629,0.158970735016757,0,0,0,0,0.0817364693255562,0,0,0,2.16840434497101e-19,0,0,0,0.233648051934638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302665845717323,0,0,0,0,0,0,0,0,0,0,0,0.0123828538579576,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0749023132993182,0,0,0.00692401001046478,0.153735983535764,0,0,0,0.203117426635945,0,0,0,0,0,0,0.0191741072258461,0,0.249694038395654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,-0.0826119460699367,0,0.104851048890583,0,0.0855114434401127,0,0.0491724320130608,0,0,0,0.252342439776152,0,0,0,0,0,0,0,0,0,0.28313380924912,0.0258819170219464,0,0,0,0,0,0,0,0.0492301350250006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205181362243496,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.0562562656329783,4.33680868994202e-19,-0.0287417133183849,0,0,0,0,0,0,0.0664428695355453,0,0.0179195811453653,0,0,0.0537927725831475,0,0.0475374968812892,0.51744532314355,0,0,0,0,0.0942930070074081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.195546903327579,0,-0.104704981656634,0,0.0761128913768638,0,0,0,0,0,0,0,0.252710950408861,0.0635683480850966,0,0,0,0,0.0872036647473441,0,0,0,0,0,0,0,0,0,0,-0.342057373401273,0.837033693186919,0,0,0,-0.0372137718179291,0,0,0,0,0,0,0,-0.134087690661155
X601818.CH.EQUITY,0,0,0.198796725197489,0.114425824663721,0,0,0,0.0207922428275782,0,0.0537916246737428,0,0.257965862042851,0,8.67361737988404e-19,0.0862234249498788,0,0,0,0.0675925041322216,0,0,0,0,0,0,-0.0118302453947656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601838.CH.EQUITY,0,0.264185269259603,0,0,-0.227714333387354,0,0.388707607216182,0.0193332713331476,0,0,0,0,0,0,0.0466249524710401,0,0,0,0.13740229946926,-0.170399964942805,0,0,0,0.203211365002188,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0.277597592115619,0.00893401772252186,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128867264196483,0.0349075131249913
X601939.CH.EQUITY,0,0,0.0342163057687081,0,0,0,0,0,0,0,0,0,0,0,0.770957747552959,0,0.0891935607955527,0,0,0,0,4.33680868994202e-19,0.198786624738811,0,0.00788155765372555,0,0,0,0,0,0,0,0.0303002448420985,0,0,0,0,-0.022852626399477,0,0,0,0,-0.000499972514524904,0,0,0,0,0,0,0,-0.0220127718413879,0
X601988.CH.EQUITY,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267315551841184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269263090342674,0
X601997.CH.EQUITY,0,0,0.117209700463526,0,0,0,0,0.0536282382537334,0.344194941424245,0,0,0.032191703167822,0,0,0,0,0,0,0.183159632326126,0,0,0,0.223379712610469,0.297062403961246,0,0,0,-0.354702395463518,0,0,0,0,0,0,0,0,0,0,0,0,0.209125598665307,-0.0123754848676006,0,0,0,0,0,0,0,0,0.228447472987087,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0308181523750397,0,0,0.259976983758475,0,0,0.0473825379642485,0,0.0856697323306874,0,0,0,0.0968168253571891,-0.00528343317940913,0,0,0,0,0,0,-0.070523323168476,0,0,0,0,0,0,0,0,0,0,0.306002047028328,0,0.00800170910287706,0,0,0,0,-0.00874091167753711,0,0.144871675253948,0
X601658.CH.Equity,0,0,0.204259518852906,0,0,0,0,0,-4.33680868994202e-19,0.0546241508656761,0,0.163733681589804,0.0205809770369772,0,0,0,0.0144488726618987,0,0.216681767168815,0,0.207141994885806,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220231313689385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360099968349068,0,0,0
X601916.CH.Equity,0.00501662719387205,0,0,0,0.274131504031903,0,0,0,0,0,0.221832284391913,0,0,0,0.121050418033158,0,0,0.198621359261298,0,0,0.166096514353874,0,0,0,0,0,0,0,0,0,0,0,0.14931666258399,0,0,0,0,0,0,0,0,0,0,0,0.0119963145299423,0,0,0,0,0,0,0.0593825594511661
X601077.CH.Equity,0.000683372865471455,0,0,0.184512350458904,0.264676005946579,0,0,0.0771602411782502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225122211892739,0,0,0,0,0,0.17904566159158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2801.TT.EQUITY,0.18668368828801,0,0,0,0,0,0,0,0,0,-0.163717993586911,0.0294367955945795,0,0,0,0,-0.222556227568841,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.278708629590082,0.0779124497564942,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0761590377564601,0,0.167225948442195,0,0,0,0,0.206061124919382,0.14164303294496,0,0,0.0948008002230839,0,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111771315932779,0.0687182612696235,0,0.17444263716494,0.037955322905273,0,0.323908059801809,0,0.257367467227174,0.0167107804188286,0,0,0,0,0,0.277124675316235,0,0,0,0,0,-0.188901164582328,0,0,0,0,0,-0.0169461929259699
X2884.TT.EQUITY,0,0,0.0791845728143083,0,0,0,0,0,-0.0190494587973044,0,0,0,0,0,-0.02347760188285,0,0,0,0,0,0,0,0,0,0,0.100218200899952,0,0,0,0.0871945811184412,0,0,0.472146595296207,0.099179189546422,0,0,-0.0598258359097095,0,0,0,0.0299031359383827,0,0,0,0,0,0,0,0,0.118345727303662,0.0147410710343297,0
X2886.TT.EQUITY,0,0,0,0,0.00325284063719167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142662861585395,0,0,0,0.120413120741135,0.303176946647597,0.0132690836907587,0.0998784104235816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16161124995334,0,0,0,-0.0549316533093433
