,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.204703838046962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068608248043135,0.134189007370228,0,0,0,0,0.0651875265730244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194993592097863,0,0.0625574526588136,0.185672702945961,0,0.0260623815939562,0,1.73472347597681e-18,0,0.115828443448625,0
X002142.CH.EQUITY,0.156469224465739,0,0,0,0,0.770780355020676,-0.102833968473828,0,0,0.132009745747603,0,-0.294412962445241,0.0100974812843035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209692140538767,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.039788502077941,0.046183305430079,0,0.220881463003134,0.0210077514590104,0,0.230696131092995,0.135834675096686,0,0.0965725375062212,0,6.93889390390723e-18,0,0,0,0,0,0.0875661298456541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218378764745405,0,0,0,0,0.00869428852972528,0,0,0,0.0487298390338215,0.0158841227898419,0,0,0,-0.0596472433269568,0
X600015.CH.EQUITY,0,0.0290973447468887,0,0,0,0,0.33819610348713,0,0.498770228482511,0,0.144729401182636,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0547780918993536,0,0,0,-0.39100773498862,0,0,0,0,-0.0337121753035795,0,0,0,-0.289962710456356,0,0,0.028052577890721,0,0,0.168731990598875,0,0,0,0,0,0,-3.46944695195361e-18,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.12349579175307,0.0583488664868482,0.540611676826723,0,0,0,0.00620367101141424,0.0915319957074603,0.0949906775540345,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0598646486075287,0,0,0,0,0,0,0,0,0,0.00318286689541221,0,0,0.0341449445430633,0.0834355040936061,0,0,0,0,0,0.0815136074393337,0,0,0,0,0.0950775985275042
X600036.CH.EQUITY,0.0845698023365242,0.0502210121136557,0,0,0,0,0,0,0,0,0.109382450782304,0,0,0,0,0,0,0,0,0,0.19478348058246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989767320187544,0.116722796455773,0.0220681268656843,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.700563583111985,0,0,0,0,0,0.133069622176528,0,0,0,0,0,0,-0.00885839805363423,0.0673561772837655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148975516754865,0,0,0,-0.0333302068153229,-2.16840434497101e-19,0,-0.0318293574765678,0,0,0,0,0,0,0,0,-0.0896131465927911,0,-0.0210462666632849
X601166.CH.EQUITY,0.111808241659193,0.0203250257643302,0.380262673513316,0,0,0,0,0,0,0,0,0,0,0.0350828585626202,0.205067563502389,0.0273836480242893,0,0.0330085423917451,0,-0.0100685065674828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199621268179056,0.0297023413149382,0,0,0.00871243958072688,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.193668414479958,0.159664504378481,0.616050573287947,0.0986412775806594,0,0,0,0,-0.135725692646051,0.00111261099703279,0,0,0,0,0,0,0,0.0711186989759704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265502940376415,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0
X601229.CH.EQUITY,-0.121692702421074,0.378942363906319,0.458543233906079,0,0.0249767573244872,0,0,0,0,0,0,-0.136625243541758,0,0,0,0,0,0,0,0,0,-0.191029500778897,0,0,0,0.081788559835046,0.107301467635382,0,0,0,0,-0.0763231786469652,0,0,0,0,0,-0.0613023239857814,0,0,0,0,0.074177284923785,0,0,0,0,0,0,-0.188461135396164,0.135546140876562,0
