,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.117133694028064,0.160036704369429,0,0,0.00823653908576423,0,0.145595552526069,0,0,0,0,0,0,0,0,0,0,0,0.104128801403819,0,0,0,0.0128930107410544,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.101473294441966,0,0.115297182550496,0.109790940313176,0,0,0,0.00354038652557276,0,0,0
X002142.CH.EQUITY,0.0885374474961786,0,0,0,0.142969563749735,0.141516438621009,0.384348556833791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370560762332975,0.0102988902700334,-0.0554236581723506,0,0,0,0,0,0,0,0,0,0,0.196106056400233,0,0,0,0.0356329130327924,0,0,0,0,0,0,0,0,-0.0694942415288821,-0.0325920659334492,-0.156969566603029
X600000.CH.EQUITY,0,0,0,0.401151309753055,0,0.110177291294972,0,0,0,0,0,0,0,0,0,0,0.438692620222445,0,0,0,0,0,0,0.139221096935315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360710863758741,0,0,0,0.0275034220140241,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.651270206038251,0,0,0,0,0.0403925456308466,0,-0.0765546678980037,0,0,0,0,0,0,1.73472347597681e-18,0,0.0237406395509493,0,0,0.0239795020305881,0,0,0,0,0,0.0180482104430542,-0.162813301743223,0,0,0,0,0,0.0615777154209088,0,0.0266486830170543,0,0.323405919022524,0,0,0,0,0,-0.0180871187321674,0.075039490991506,0.0404143184004492,0
X600016.CH.EQUITY,0,0.155479345256028,0,0,0,0,0,0.0231483124989747,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280649022103167,-0.0407506722282895,-0.278654801228199,0.647877157845547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496525592709919,0,0,-0.132483022369431
X600036.CH.EQUITY,0,0.133465337026259,0.115222779107815,0,0,0,0,0,0,0,0,0,0,0,0.422452213866313,0,0,0,-0.0150846107542204,0,0.185500658469326,0.0243293372258643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00710867976566298,0.0299639962271896,0,0,0,0,0,0.0105973591270929,0,0,0.0159263773800675,0
X601009.CH.EQUITY,0,0,0,0.961294561830048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377710187022427,0,0.0825663361906903,0,0,0,0,0,0,0,0,0,0,0,-0.0564354225717244,0,0,0,0,0,0,0,0,-0.0926058173841378,0.0113341334922129,0,0,0,0,0.00234742609841307,0,0,-0.10398355436027,0.0193839648703023,-0.00244510773342948
X601166.CH.EQUITY,0.154539644065678,0,0.0529027806766893,0,0.0628966780157939,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.571725562109207,0,0.0362724802856157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594804581755121,-0.0349434153387326,0,0.010821623576411,0.00601431908906737,0,0,0,0,0,0,0,0.0713990389238952,0,0
X601169.CH.EQUITY,0,-0.0275614579653456,0,0,0,0,0,0,0,0,0,0.0187137076684971,0,0,0,0.792181793726997,0.0479362610102671,0,0,0,0,0,0,0,0,0,0.0415386944287146,0,0.0831486757352066,0,0,-0.0334946375355791,0,0,0,0,0.0480217731889596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343840657105654,-0.0429944185586807
X601229.CH.EQUITY,0,0,0.177633248509919,0,0,0,0,0,0,0,0,0,0.581283882674054,0,0.288969528236427,0,0,0.0373072562662305,-0.431110898875651,0,0,0.163839815591705,-0.0106373580291241,0,0,0,0,0,0,0,0,0,0,0,0,0.204936671061805,0,0,0.0440317058249712,0,-0.101589596823438,0,0,0,0,0,0,0,0,-0.190031416116124,0.0743056868356677,0
