,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.164160641079399,0,0,0,-1.38777878078145e-17,0,0,0.199179336200931,0,0,-0.221711852185625,0,0,0,0.279553097246318,0,0,0,0,0.247556139131868,0,0,0,-0.0589873220594825,0.12950345404925,0,0,0,0,0,0,0,0,0.335881505033364,0.0672151851640237,0,-0.248568722552343,0,0,0.0175912215718988,0,0,0,0.135335668523612,0,0,0,-0.0894337668316387,0,0,-0.0612730024526289
X002142.CH.EQUITY,0.126472090959247,0,-0.0236544921185311,-0.167112579189933,0,0.261868485274961,0,0.260642340990165,0,0,0,0,0,0,0,0,0,-0.037848471495556,0.0494543682168088,0,0,0,-0.0864620838577108,0,-0.10541704201201,0,0,0,0,0,0,0,0,0,-0.234736299799046,0,0,0,0,0,0,0.375485380968473,0,0.255846858369383,0,0,0,0,-0.017639731670597,0,-0.00339831653941938,-0.057667552653608
X600000.CH.EQUITY,0.103018346778672,0,0,0,0.00450971865989538,0.0501137181456583,0,0,0,0,0,0,0.541707891129413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163268827227917,0,0,0.0300273581931846,0,0,0,0,0,0,0,0.00979664816596298,0,0,0,0,0,0,0,0,-0.0297807344185102,0,0,0,0,0.138578014125442
X600015.CH.EQUITY,0,-0.0550355540874874,0,0,0,0,0.207246277125537,0,0,0.300071192258022,0.00435974937402174,0,0,0,0.151335490173737,0.079263226015424,0,0.0428838396890127,0,0,0,0,0.0163548553774721,0,0,0,0,0,0,0,0.0331696209969347,0,0,0,0,0,0,0,0,0.0415033774310514,0,0,0,0.168904178536497,0,0,0,0.0850666273802797,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.206786250431048,0,0,0.158640708816388,0,0,0,0.045113865992481,0,0.129858981804113,0,0,0,0.112381569293429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179832214721858,0,0,0,0,0,0,0.167531891885363,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.185441421607792,0.0552511266763359,0.2921880995929,0,0,0,0,0,0,0,0,0,0.0903618261654445,0,0,0,0,0,0,-0.0441821652920974,0.0323619917661876,0,0,0.0246446616615801,0,0,0,0,0,0,0.0465276704519372,0,0.0233831795186323,0,0,0,0,0.0236716991595172,0.0660974586227433,0,0,0,0,0,0,0,0.0221506054022256,0,0.24625609001302,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.093822946894565,0,0,0.0620398310103474,0,0,0.0750803409316161,0,0.204293307964212,0,0,0,0.0311912585659328,0,0,0,0,0,0,0.0488802836524598,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0497965634506805,0,0,0,0,0,0,0,-0.051555008027718,0.0221969503013851,0,0.0379303601201696
X601009.CH.EQUITY,0.128525026548186,0,0,0.380295051433185,0,0,0.0927104191471149,0,0,0,0.0803088142262503,0.0922225415791892,0,0,0.0110780593951851,0,0,0,0,0,0,0.0445783580292104,0.0321273700174831,0,0,0,0,0,0.0377984125056033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621882876083227,0,0,0,-0.163326442064944
X601166.CH.EQUITY,0.063613013647727,0,0,0,0,0.437276495076892,0,0,0,0,0,0,0,0,0.287538551991901,0.00497506050817682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346950812309506,-0.00939201408083644,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.127082194955359,0,0
X601169.CH.EQUITY,0,0,0.299618914426187,0.391027574038406,0,0,0,0,0,0,0,0,0.244123429556703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045773088164454,0,0,0,0,0,0.0129457014305767,0,0,0,0,0,0.0178694597925242,0,0,0.235327255217473,0,0,0,0,0,-0.0158702941917223,0
X601229.CH.EQUITY,0,0,0,0,0.289785436077512,0,0.0378429557789397,0,0,0,0,0,0,0,0,0.370504794456289,0,0,0,0,-0.192051696456381,0,0,0,0,0,-0.0778369145451183,0,0,0.122053191863504,0,0,0,0,0,0.0072984989876364,0,0,0,0.198402554309023,0,0,0,0,0,0,-0.037209363527186,0,-0.128231969560818,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.124398907244751,0,0,0.328251574768678,0,0.157906586214805,0.304277620192839,0,-0.169783385288275,0,-0.029063488305901,0,0.10539393036981,0.0255259772161229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538233894155884,0,0,0,0,0,0,0,0,-0.134816868271304,0,0.0489416393922948
X601328.CH.EQUITY,0,0,0.571335735862333,0,0,0.0298887838517121,0,0,0,0,0.153014449614355,8.67361737988404e-19,0,0,0,0.0254471740960229,0.110395671409621,0.0352261803335422,0,0,0,0,0,0,0,0,-0.0536220451707205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0.270742975559703,0,0,0,0,0.0142605179852951,0,0,0,0.0279276979842965,0.325847178817243,0,0,-2.16840434497101e-19,0,0,0,0,0.057515781930799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724769891107001,0.158930005388851,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.199145296721773,0,0,0,0,0,0.144257581941223,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.391302773403214,0,0,0.095000577994591,0,0,0,0,-0.0390495668579107,-0.105845538901584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334590847896615,0,-0.0484959283484427,0,0,0,0,0,0.179313557387744
X601939.CH.EQUITY,0.0634705273654744,0,0,0,0,0,0,0,0,0,0.472880393408904,0.135831324227684,0,0.318870492098099,0,0,0.123783969343024,0.182118891734049,0,0,0,0,-0.117950728940762,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,-0.0267977659683801,0,0,-0.0254282981964113,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0213282135139439,0,0,0,0,0,0,0.0568950848612144,0.0422151518921742,0.196569971330654,0,0.367015107176858,0,0,0,0,0,0,0,0,0,0.106456012344283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178934216441402,0,0.068467179396431,0.0759290166875528,0.0556797370108124,0,0,0,0.0876462914513955,0,0
