,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.194022824755384,0,0,0,0.0679224640419626,0,0.232705184201613,0,0,0,0,0,0,0,0,0.207128768407381,0,0,0,0,0,0,0,0,0,0,0,0.0787987701555185,0,0,0,0,0,0,0,0,0,0.0178328576327591,0,0.118148468243037,0.0430555909414048,0.105936289120574,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.434248668664123,0,0,0,0,0,0,0,0,0,0,-0.0559876071824148,0,0,0,0,0,0,0,0,-0.207154977735781,0,0,0,0,0,0,0,0,-0.0845471914584827,0,0,0,0,-0.171962634619757,0.00983788732807052,0.252696161518998,0,0.609068619168734,0,0,0,-0.042888617497975,-0.0606094339374055,0,-0.121356083654601,0,0.0075976639417117
X600000.CH.EQUITY,0.113448601113365,0,0,0.0853709969333497,0,0,0,0.0566912304246406,0.151528697861748,0.0758769294060349,0,0.256672271498802,0,0,0,0,0.0104476266541285,0,0.072546825247984,0,0,0,0,0,0,0.0982012843368515,0.0978960627995684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.416632576163246,0,0,0,0.00134041941525659,0,0.0612083476900612,0,0,0.0282846045067953,0,0.038028691828833,0,0.0237361138303912,0.112344828935354,0,0.061365901105494,0,0,0,0,0,0,0,0,0,0.145303278131829,0,0,0,0,0,0,0.0176202129679374,0,0,0,0,0,0,0,0,0.0548783419990013,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.050379808590186,0.0661649820951259,0,0,0.226162459033191,0,0,0,-2.16840434497101e-19,0.500884424368513,0,0,0.0692892737672913,0,0,0,0.0770153736635464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.18924183634907,0.0446192581625717,0,0,0,0,0,0.269220369615635,0,0,0,0,0,0.0286215670005915,0,0,0,0.00639363545919581,0,0,0,0,0,0.085742913128701,-0.0232646380118463,0,0,0,0,0,0,0,0,0,0.0627739566671999,0,0,0.105032795526349,0,0,0,0,0,0,0,0,0.210126587714701,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.427728852555502,0,0,0,0,0.0516586811899775,0,-3.46944695195361e-18,0,0,0,0,0.34340816815742,0,0,0.0091897316796212,0,0,0,0,0.0356444101616618,0,0,0,0,0.0244557339211312,0,0,0,0,0,0,-0.0343197327305335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137269213850026
X601166.CH.EQUITY,0,0,0,0.190671499057788,0,0.286456764139789,0,0,1.38777878078145e-17,0,0,0,0,0.415200212987297,0,0,0,0,0,0,0,0,0.114280037249489,0,0,0,0,0,0,0,0,0,0,0,-0.00335541501970534,0,0,0,0,0,0.0227740543868027,0,0,0,0,0,0,0,0,0,0,0.0137107323422417,-0.0441345274742672
X601169.CH.EQUITY,0.0566942781568658,0,0,0.141162090955146,0,0,0,0,0,0,0,0.454514581146306,0.0353181718210011,0,0,0,0,0,0.0284543712549486,0,0,0.0605327264359212,0,0,0,0,0,0.228108511446233,0,0,0,0.0071531911004238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,2.77555756156289e-17,0,0,0.147757953568124,0,0,0,0.0845769267099619,0,0,0.335936434080578,0,0.0820545443794699,0.1042540386509,0,0.151597900126341,0,0,0,-0.250860525580168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256791377169767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
