,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.0190877272596778,0,0,0.415871931246028,0,0,0,0,0,0,0,0,0,0,0,0,0.0854070468176932,0,0,0,0,0,0,0,0.286861518114414,0,0.14345058100798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891710978379421,0,0.0178715072848276,0.0181586908884795,0,0,-2.71050543121376e-20,0,0,0,-0.0681983834196604
X002142.CH.EQUITY,0.0335823172941954,0,0,0,0.1221731290358,0.313184366026163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166432944120132,0.235670356555763,0.0900087187862937,-0.133636310563894,0,0,0,0,0,0,0,0,0,0,0,0.193195635451553,0,0,0,0.0249521615215611,0,0,0.265781233028286,0,0,-0.265959174276497,0,0,0,0,-0.0904386518279509,0
X600000.CH.EQUITY,0,0,0,0.299058569735762,0,0.264173044528959,0,0,0,0,0,0.0341548219406638,0,0,0,0,0.362076677420329,0,0,0.109467906258173,0,0.042841470308344,0,0,-0.0944324095453642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158561115253639,0,0,0,0.0508876399011491,0,0,0,-0.124182036730475,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.514269759981359,0,0,0,0,0.0535024677953548,0,0,0,0,0.220573006415771,0,0,-0.0278586367413989,0,0,0.187930289797152,0,0,0,0,0,0,0,0,0,-0.124972352066453,0,0,0,0,0,0,0,0.0421037713079885,0,0,0.0106393559367136,0,0,0,0,0.0284454938431715,0,-0.0436711542091896,0,-0.061557046680197
X600016.CH.EQUITY,0,0.211765726677944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898453067322515,0,0,-0.0414605169067489,0.722247304232731,0,0,0,0,0,0,0,0.0247997189493635,0,0,0,0,0,0,0.0409905796973212,0.00980100206983283,0,0,0,0,0,0,0,-0.250826342030874,0,0,0,0,-0.0264320689210754
X600036.CH.EQUITY,0.010582325070119,0.091125518899455,0.131065358309066,0,0,0,0,0,0,0,0.375332808807161,0,0,0,0,0,0,0,0,0.0859053953575318,0.0405854072553072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270394470350684,0,0,0,0,0.0200942823644808,0.0479547619258842,0,0.0175342747879089,0,0,0
X601009.CH.EQUITY,0,0,0,0.810069126327313,0,0.0773468874358279,0,-0.104987837747666,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641952341352028,0,0,0,0,0.0773882054114841,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169945804676707,0,0,0.113536415730079,0,0,0.0582011493847536,-0.00638466036540045,-0.0158451843560078,0,0,0,0
X601166.CH.EQUITY,0,0,0.0699224933876468,0,0.0681233712563712,0.106063880646549,0,0,0.291293728651227,0,0.0209747658361208,0,0,0.0192836040901625,0,0.281916947117485,0.0523488320902308,0.0400711252661059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261842275721157,0,0.037622557980199,0,0,0,0.0568516961156571,0,0,0.0475135190188055,0,0,0,0,0.0323044687774088,0
X601169.CH.EQUITY,0,-0.0520622240966225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760362983040133,0.119978907090614,0,0,0,0,0,0,0,0,0.00828048928339043,0.0438387955591184,0.0490642524592221,0,0,0,-0.0244266859986028,0,0,0,0,0,0,0,0.00306435406307902,0,0,0,0,0,0,0.0704073215905965,0,0,0,0,0,-0.0228991056091174
X601229.CH.EQUITY,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.830954614190715,0,8.67361737988404e-19,0,0,0,0,-6.93889390390723e-18,0.345984997317096,-0.0515872311465665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236744832858125,0,0,-0.139696926546427,0,-0.050273845436155,0,0,0,0,-0.030720588466413,0,0,-0.0884136344538058,-0.137354007560425,0.098050009789774,0,0.13618519215448
