,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.288216522127646,0,0,0.297310438962199,0,0.0406310708431554,0,0.257088630090699,0,0.0460692294520296,0,0,0,0,0,0,-0.00805682264551308,0,0,0,0,0,0,-0.168968604285053,0,0,0,0,0,0,0,0,0,0,0.13648502031999,0.0530726501809185,0,0,-0.0730357640832809,0,0,0,-0.103754835817301,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.189476836770185,0,0.352997501837607,0,1.73472347597681e-18,0,0.219903813992381,0,0,0,0,0,-0.316199222333001,0.0190923431057024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146547917417341,0,0,0,0,0,0,0,0,0,0.155690569819918,0,0,0,0,0,0,-0.0397853354588222,0.0505913803976583
X600000.CH.EQUITY,0.194664197691503,0,0,0.0494692502977845,0,0.202887252704647,0.0393574793366941,0,0,0,0.0766715151468663,0,0,-0.0284498505048438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457989834670463,0,0.0791013540671734,0,0,0,0,0,0,0,0,0.250865565027789,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.209846927374997,0,0,0,0.105965318903897,0,0,0,0.113589710999624,0.0206391217054793,0,0,0,0,0.283634273911367,-8.67361737988404e-19,-0.0680451566315058,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0603124713810213,0,0,0,0,0,0,0,0,0,0,0,-0.0356358049412668,0,0
X600016.CH.EQUITY,0,0,0.137569744176952,0.111857473311937,0,0.0525388234846174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167433989499166,0,0,0.563215742062082,0,0,0,0,0,0.232608220987274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00923552219079057,0.129998521809142,0,0,0,0.0248584746108107,0,0.0402130560439184,0.238658220279346,0,0,0,0,0,0,0,0,0,0,0.181799445530003,3.46944695195361e-18,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0209205748199224,0.0539181499707431,0,0,0,0,0,0,0.0156716289073447,0,0.12089550335301,0.203066094354619,0,0,0,0,0,-0.0380596518033652,0
X600919.CH.EQUITY,0,0.037549002309522,0,0.0241280713992045,0,0.163504467968004,0,0,0.0170795739140596,0,0.130058840504485,0,0.0704989883584968,0,0,0.0536338631569878,0,0,0,0,0.247166363792197,0,0.0493847882274453,0.0286858272444392,0,0,0,0,0,0,0,0.119303593448296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561916750258458,0,0
X600926.CH.EQUITY,0,0.117324640395433,0,0,0,0,0,0,0,0.54491366723174,0,0,0,-0.150276863606746,0,0.24427378997112,0,0,-0.0483781744750894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405541178497751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06306930324535,0
X601009.CH.EQUITY,0,0,0,0,0,0,0.0824112610313099,0,0,0.132345429778289,0,0.210281656019888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183880162390817,0,0,0,0,0,0,0,0,0,0,0,0,0.0255858912875659,0,0,0.0345977501211552,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.504588533152453,0,0,0,0,0.130373666582145,0,0.268477538201879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115800234530001,0,0,0.0134902794119408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454727847807024,0,0,-0.0188626037070054
X601169.CH.EQUITY,0,0,0.242057914206674,0.0168053140882012,0,0,0,0,0,0,0,0,0,0.128607748835174,0,0,0,0,0,0,0,0,0,0.300956735278187,0.263120487014022,0,0,0,0,0,0,0,0.00952949583440786,0,0,0,0,0,0.050128927641792,0,0,0.0401148908853314,0,0,0,0.056527754953115,0,0,0,0.170092477651068,-0.0397146342049449,0,0
X601229.CH.EQUITY,0,0,0,0.357042445520515,0,0.148182938319508,0.0683947167282277,0,0.0474376440438798,0.0744632661337719,0.000359028449981053,0,0,0,0,0.0363381204400691,0,0,0,0,0.130455713470932,0,0,0,0,0,0,0,0,0,0,0,0.0446304959235023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620972144871632
X601288.CH.EQUITY,0,0,0,0,0,0,0.126397322436969,0,0,0,0.0167267625746093,0,0,0.200052280854709,0.1944260035788,-0.0874554404305129,0,0,0.245537195181883,0.0980302787723832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256076075017841,0,0,0,-0.0436817287115894,0,0,0,0,0,-0.124946243435324,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0807191585632765,0,0,0,0,0,0,0,0.307062047219985,0.0214186269298007,0.0285660271677435,0,0,0,0,0,0,0.178695494434393,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0285513009395896,0,0,0,0,0.0411509135908544,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.0519218955147377,0,0,0,0,0,0,0,0,0,0.508183565736678,0.0793357098615255,0,0,0,0.213864681551035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968695270910368,0,0,0.0770978552719346,0.0228722142752309,0,0,0,0,-0.0268023276996511,0,0
X601577.CH.EQUITY,0,0,0.241656009082985,0,0,0.0883302122354073,0.0246054973715363,0.172110838741351,0,0,0,0.120186578510305,0,0,-0.103096636166778,0,0,0,0,0,0.127823567704806,0,0.166749086873468,0,0,-0.0107515059071235,0,0,0,-0.0198462842197297,0,0,0,0,0,0,0.0378002514465777,0.00124617904622608,0,0,0,0.0378227183450279,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.0557667900670938,0,0,0,0,-0.0539832254168161,0,0,0.0707968530934965,0.118905556715741,0,0,0,0,0,0,0,0.0765800502700212,0.319756570729061,0.14272712789456,0.00965391040272753,0.0842624000244948,0,0,0,0,0,0,0,0,0,0,0.00609733961725461,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.165022334999511,0,0,0,0,0,0,0
