,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.108365442302812,0.0653595567001129,0,0,0,0.0533435338516053,0.355888043168408,0,0,0,0,0,0,0,0,0,0,0,0,0.0198494621363463,0,0,0,0,0,0.0259360324666884,0,0,0,0,0,0.0138386257042502,0,0,0,0.0252929233052899,0,0,0,0,0.156985767896091,0.0787248639930823,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.163163130653765,0,0,0.155351767238108,0,0.240095717589271,0,0,0,0,0,0,0,0,0,0,0.0335899798890498,0,0,0,0.0607438381759569,0,0,0,0,-0.0374609770720518,2.16840434497101e-19,-0.0556788216343688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211209224416992,0,0,0.139375174865513,0,0.00356412086297221,0,0
X002958.CH.EQUITY,0,0.0616645029214707,0,0,0,0,0,0,0,0.130293534548518,0,0,0,0,0,0,0,0.362812213615486,0,0,0,0,0,-1.73472347597681e-18,0,0.0187901295362537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132213727788774,0.0868368471351124,0,0,0,0,0.0893180000354565,-0.0513918592585338,0.00316347096462959,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576960547690006,0.0948284499775007,0.0199061672808713,0.0209209143916902,0,0.0941558936139488,0.14605398906147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952660171047625,0,0,0,0.0409471083680136,0.0837189800624132
X600015.CH.EQUITY,0,0,0,0.141160635382952,0,0,0,0,0,0,0,0,0.0687516476871341,0,0,0,0,0,0,0,0,0,0.101096938070354,0,0,0,0.670496746367413,0,0,0.00637778017913265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765003825215853,0,0,0,-0.074227328072018,0,-0.0714295108456707,0
X600016.CH.EQUITY,0.0422498836885071,0,0.133567189207651,0,0.301559027889705,0,0,0,0,0.0758587955327335,0,0,3.46944695195361e-18,0,0,0,0,0.289781925794187,0,0.0481886607118029,0,0,0,0,0,0.0707725842553511,0,0,0,0,0,0,0,0,0,0,0,0.163438681688234,0,0,0,0,0,0.0094184341200269,0,0,0,0,0,0,0,-0.013549111284731,0
X600036.CH.EQUITY,0.352414903951017,0.17675424990813,0,0,0,0.0309336820170477,0,0,0,0.119363780593014,0,0.119833194049883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11238210056282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753501691250651,0,0
X600919.CH.EQUITY,0,0.0631226613648922,-0.0468846840386506,0,0.223781347566551,0,0,0,0.533352568461384,0,0,0,0,0,0,0.0697799418408334,0.0565894134497269,0,0,0,0.0574029020132412,0.00805507211991029,0,0,0,0,0,0,0,-0.116422736244927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826147001078441,0,0,0,0,0,-0.0740171838836062,0,0.000978810211836497
X600926.CH.EQUITY,0,0.0624264489476547,0,0,0,0,0,0.377998714649805,0,0,0,0,0,0,0.0481096731409949,0,0,0,-0.0483020830142903,0.447679847174868,0,0,0,0,0,0,0,0,0,-0.0196416655378412,0,0.171840415472058,0,0,0,0,0,-0.0901136085798841,0,0,0,0.132002562241735,0,0,0,0,0,0,0,0,0,0.219765669311476,0
X600928.CH.EQUITY,0,-0.046603177622338,0.168307887792249,0,0,0,0,0,0,0,0,0,0.0203172632818132,0,0,0,0.119210497380493,0.144144609696457,0.130912958428419,0,0.0112567958504473,-0.0886528899083202,0.43434293982854,0,0,0,0,0,0,-0.0299610649987622,0.07468181783668,0,0,0,0,0,0,0,0,0,0.0217748816568773,0,0,0,0,0,-0.0268486596589453,0,0,0,0,0,0
X601009.CH.EQUITY,0.223104297762803,0,0,0,0,-0.321718973706269,0,0.631126857605455,0.0431918839744225,0,0,0.125098589428005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185382090916132,0,0,0.210150263221124,0,0,0,0,0.133366187142938,0,0,0,0,0,0,-0.0825361441590615,0,0,0.192044048151994,0,0,0,0,0,-0.173783144889366,0.0785965459959111,0
X601166.CH.EQUITY,0,0.125415279930783,0,0,0,0,0.46009318008999,0.237359571721697,0,0,0,0,0,0,0,0.0186239009177001,0,0,0,0,0,0.023402265316377,0,0,0,0,0,0,0,0,0,0,0.189946248367734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00450405394225905,0
X601169.CH.EQUITY,0,0,0,0,0,0.134390986249756,0,0,0,0.148262140640863,0,0,0,0,0,0,0,0,0.340935600933308,0.0186675318102998,0,0,0,0,0,0,0.1985092935522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13920212517138,0,3.46944695195361e-18,0,0,0,0,-0.0706998805568328,-0.0217629479611541
X601229.CH.EQUITY,0,0,0.0840416053432694,0.38086071511547,0.106568720445093,0,0,0,0,0.0361478772166326,0,0,0.119335832309585,0,0,0,0,0,0.0314706503879693,0,0,0,0,0,0,0,0,0,0,0.038298117833322,0,0,0,0,0,0,0,0,0.18991796264905,0,0,0,0,0,0,0.0107059866744622,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,-0.0569701080081845,-0.0845641376403002,0,0,0,0,0,0,0,0,0.101769193747029,0,0,0,0,0.672052476942497,0.204389271242759,0,0,0,0,0,0,0.159472167607107,0,0,0.0655710901736761,0,0,0,0,0,0,0,0,0,0,0,0,0.0554535640561816,0,0,0,-0.211950766432426,0,0,0,0
X601328.CH.EQUITY,-0.0477815054574369,0,0,0,0,0,0,0.152560974887215,0.092863035942913,0,0,0,0.0483340928710698,0.211537003350161,0.502746198636256,0,0,0,0.0907899159320647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762641710838075,-0.101279885519266
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450099270164471,0,0,0,0.0829381184700071,0.0172226184029144,0.484090183923863,0,0,0.0385326418435095,0,0.055222144818283,0,0.0778314672885385,0,0,0,0,0,0,0,0,-0.0720529469083071,0,0,0,0,0,-0.145063622209618,0,0,0,-0.0806820517684083,0,0,0.143690493192322,0,0,-0.0470853637391025
X601577.CH.EQUITY,0,0,0.185925661638089,0,0.181537540576423,0,0,0,0,0.0723632362427183,0.135366154304217,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.123950505539466,0,0.10361349749394,0,0,0,0,0.00636449033737322,0,0,0,0,0,0,0,0,0.144523465270618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.0558214465655058,0,0,0.448986474791334,0,0,0,0,0,0,0,0,0,0.198627681848841,0,0,0,0,0.0430043005430835,0,0,0.131756466147247,0,0,0.0703834691504808,0,0,0,0,0,0,0,0.0634657709895584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910114870585711,0,0
X601838.CH.EQUITY,0.116781353143993,0.284950300821695,0,0.0647807211391903,0,0,0,0.0814807976479432,0.101836420091743,0,0,0,0,0,0.0063048610590027,0,0.137069668314478,-0.0235807585275825,0,0,0.131252974616928,0,0,0,0,0,0,0,-0.0364545367915519,-0.0515821863223811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100894631906204,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0456355716121928,0,0,0,0,0.0282708598630593,0,0,0,0,0.294474196059631,0,0.144090186890789,0,0.178877876794729,0.108223101337091,0,0.174858606177425,0,0,0.108546681365683,0,0,0,-0.0421900720145387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529416872136011,0,0,-0.0406893263183462,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0585451739348556,0,0,0,0.285267561953103,0,0.199088201703195,0,0,0,0.228717803367219,0,0,0,0,0,0,-0.151989909562736,0.0921388435693318,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412094362666165,0,0,0.229636351833859,0,0,0,-0.03697588266437,0.0811720615074419,0,-0.0541792184592319,0.253019578025545
X601997.CH.EQUITY,0,0,0,0,0.223153499642832,0,0,0,0,0.289411607779832,0,0,0.0228632556070295,0,0,0,0,0.210922918073571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123217599251876,0,0,0,0.0746689870816181,0,0,0,0.0348569764123136,0,0,0,0,0,0,0,0,0.0789506742952565,0,0,0
X601998.CH.EQUITY,0,0.242708250396579,0,0,0,0,0.0531171064989132,0,0,0,0.0780497585203835,0,0,0,0,0,0.0902543586184484,0,0,0,0.0982472923109419,0.0412050572590883,0,0,0,0.233277718638484,0,0.110453001147349,0,0,0,0,0,0,0,0,-0.0556144213192021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0984545511310209
