,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.286577725421497,0,0,0,0.238154702610847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378243731156175,0,0,0.051266388374289,0,0.150988567874276,0,0,0.109947253843632,0.0515764023816348,0,0,0
X002142.CH.EQUITY,0,0,0,0.195508632077069,0,0,0,0.223333326335026,0,0,0.214310978529289,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185963585674458,0.16296666312128,0,0,0,0,0,0,0,0,0,0,0,0.068293464093678,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.113318256836718,0,0,0,0.0928816512152641,0.1526753209265,0,0.183958543600805,0,0.0336322145205134,0.036392913967454,0,0.0667917018456395,0,0,0,0,0,0,0,0,0,0,0,0.141682891720578,0,0,0,0,0,0,0,0,0,0,0.0594381455415633,0,0,0,0,0.0489642807195476,0,0,0.0400448108993633,0,0.0072418762006045,0,0,0,0,0.0016578902536503
X600015.CH.EQUITY,0,0,0,0,0,0,0.609013260038293,0,0,0.117487402830945,0,0,0,0,0,1.38777878078145e-17,0.0509309775962152,0,0.0537019245349833,0,0,0,0,0.0672502754265058,0,0,0,0,0,0,0,0,0,0.0448250828871345,0,0,0,0,0,0,0,0,0,0,0,0,0.0280607003629602,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0253010360377038,0,0,0,0,0.0461712668801294,0,0.0806317232479002,0,0.398489920977659,0,0,0,0.0768410310871644,0.225566691348749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353328323797992,0,0,0,0
X600036.CH.EQUITY,0.359486740888385,0,0.300401142599738,0,0,0,0,0,0.074867040848678,0,0,0,0,0,0,0,0,0,0,-0.0680856895318757,-0.0229879958200614,0,0,0,0,-0.0468794619837207,0,0,0,0,0,0,0,0,0.0525601284749846,0,0,0,0.128702882644361,0,0,0,0,0.128163771047549,0,0.0340566223030374,0,0,0,0,0.0486188679379246
X600919.CH.EQUITY,0,0,0,0.241645573731299,0,0,0,0,0,0,0.0313902413752648,0,0,0,0.0232474218797483,0,0.264414410014308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150828069165321,0,0.26362071470375,0,0,0,0.0208264646799428,0,0.0773498338203468,0,0,0.0290509422348878,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.127572861215479,0,0,0,0,0,0,0.34563634211772,0,0,0,0,0,0,0.229995520630801,0,0,-0.085153648236671,0,0,0,-0.0225720992293926,0,0,0,0,0,0,0,0.184918739908902,0,0,0,0,0,0,0,0.0970984579778339,0,0,0,0,-0.116903010525455,0,-0.160343961546242,0,0.24037835381842,0,0,0.0449099067479874
X601166.CH.EQUITY,0,0.0679571241386237,0,0,0.163404455681046,0.173575615867354,0,0.045521289706206,0,0,0,0,0,0,0,0.163837807820818,0.0508119251612007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117847018098131,0,0,0.0283286244688527,0.0166863747247029,0,0,0,0.0183247536254471,0,0.062423484084198,0,0
X601169.CH.EQUITY,0,0,0,0.0301337985941184,3.46944695195361e-18,0.0933786274324269,0,0.00945363975479985,0,0,0.107374471142457,0,0,0,0,0,0.148699217247784,0.03825904074368,0,0,0,0,0,0,0.170580162824586,0,0.0447833992782004,0.0928958905815375,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.091450928259488,0,0,0.036838526855443,0,0,0.0352344441269265,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.168122155058878,0.0467663262445639,0.151409450536238,0,0,0,0,0,0,0,0,0.0303901033832853,0,0,0,0,0,0,0,0,0,0.172533465010152,0,0,0.289539106553196,0,0,0,0,0.159506767033105,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00893772818621882,0,0.139476484084606,0.210132155113859,0,0.253637791476992,0,0.182884059141406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0895551982150816,0.00451150633867838,0.0892269760490697,0,0,0,0.0831143068738005,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.126272241939824,0,0,0.0856368705691042,0,0,0,0.164956113197315,0.150193687683557,0,0,0,0.0539828672487046,0.0857640354561273,0,0.188513616796816,0,0,0,0,0.0230158545384232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874733808121043,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0.0825848319060473,0,0,0,0,0.0728146119344474,0,0,0,0,0,0.0511811907572068,0,0,0,0.534874899932926,0.02276173913456,0,0.0377605466193604,0,0.0468608899802241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066823286249679,0,0,0,0.00435758771733862,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.106914386717347,0,0,0,0,0,0,0.401393941977233,0.164887741789115,0,0.0564832682897281,0,0.043100586622815,-0.0179650847377998,0,-0.0735823476819926,0,0,0,0,0,0,0,0,0,0,-0.0508300973764957,0,0,0,0,0,0,0,0,0,0,0.284708368729093,0,0,-0.147051557896751,0,0,0.0721747702959706,0.0247865488294114,-0.0465435053311087
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.0103167739926315,0,0,0,0.203456437782542,0.0649866294164112,0.458590701207712,0.146821896333713,0,0.0232200164874681,0,0,0,0,0,0.0168325034044424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442333488973584,0.0131237314728975,0
X601988.CH.EQUITY,0,0,0,0.188429279613274,0.150021320569208,0,0.153056563383592,0,0,0,0,0,0,0.0579372951938557,0,0.172507937817273,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0713050725044306,0,0,0,0,0,0,0.131329442682437,0.0144659749618895,0,0,0,0.0593810287356038,0,0.0357468724939343,0,0
X601998.CH.EQUITY,0,0,0,0.30522100918592,0.0486514436731195,0,0,0,0,0,0,0,0.364579186138401,0,0,0,0.0543756299439202,0,0,0,0,0,0.00477596826625168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00435546645929766,0
X11.HK.EQUITY,0,-0.0808252875210502,0,0,0,0,0,0,0,-0.0941988756314036,0,0,-0.121774796158557,0,0,0,0,0,0,0.154854179362843,0.0715195958736198,0.196248658985606,0.197225725642435,0,0,0,0,0,0.213195641576175,0,0,0,0,0,0,0,0,0.151312916249013,0,0,0,0.210156281031859,0,0.0472087032614032,0,0.14809585909257,0,0.133629679119776,0,0.0611711162204071,0
X2388.HK.EQUITY,0,0,-0.0535482646039871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193187663497824,0,0.091354865065282,0,0,0,0.136500621403338,-3.46944695195361e-18,0,0,0.0276783239894664,0,0,0,0,0,0,0,0,0,0,0,0,0.0182841067254645,0,0,0,0.0241645843795357,0,-0.0172269014060435,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.255755311585644,0,0,0,0,0,0,0,0,0.0511406397360935,0,0.22779326825861,0.201579536169058,0,-0.140561628958731,0,0,0,0.0212136989159905,0,0,0,0,-0.950395511111715,0,0,0,0.166145907394714,0.37566478284693,0.0512981942462094,0,0.214995927693118,0,0,0,0,0,0.151542379291343,0,0,0,0,-0.340566507809292,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012752295327191,0,0.186531043616063,0,0,0.070857442790191,-0.206117152478121,0.0617056004154741,0,0,0,0,0,0,0,0,0,-0.110391422660681,0.440382577923102,0,0,0.0046922564130488,0.0259942292493751,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473120436132027,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101650040056307,0,0.25254412098514,0,0,0,0,0,-0.090170100223669,0.149509653823851,0.283163202612201,0,0.0652795778098633,0,0.00366169596340749,0
X000166.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437196221648672,0,0,0.46160611768907,0,0,0.122730139399396,0.0082987164250774,0,0.0865127405025453,0,0,0.156761354453258,0.140448936060087,0,0.0332485694177203,-0.0585129572959776,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285785480451591
X000776.CH.EQUITY,0,0,0,0.203857134740668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632928717516727,0,0,0,0.420137430161003,0,0,0,0.103813081358177,0,0,0,0.114103669712531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152406428637167,0.191445637388483,0,0.33355035394786,0.14136385575053,0,0,0.146542316443229,0,0,0.00404517369451885,0,-0.0767252798999559,0.14239216656122,-3.46944695195361e-18,0,0,-0.0559233625071491,0,-0.0505025922128675,0,0.0116494357067756,0,-0.0370887575701998,-0.0489681736717514
X300059.CH.EQUITY,0,0,0,0,0,0,0,-0.0604784732523168,0,0,0,0,0,0,0.133707190776385,0,0,0,0.0622331906209179,0,0,-0.0334813563075345,0,0,0,0,0,0.575659963766504,0,0,0,0,0,0,0,0.00195174557740638,0,0.148096894714988,0,0,0,0,0,0.0186205484098989,0,0,0,0,0,0,0.041677959989709
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0422739811974763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157187401982508,0,0,0.229158645699302,0,0,0,0,0,0,0.0402519285017311,0.430700686681341,0.08039050786852,0,0,0,0.0689880728125943,0,0,0,0,0,0,0,0,0,0,0
X600061.CH.EQUITY,0,0,0,0,0,0,0,0,-0.181112095349716,0,0,0,0,0,0,0,0,0,0,0.135158529785922,0,0.0361318515316916,0,0,0,0,0,0.0998110445649295,0,0.0328278201713903,0.325790183895953,0.13127705400668,0,0,0.178367678150324,0.193576818369213,0,0,0,0,-0.246673779576675,0,0,0,-2.71050543121376e-20,0,0.0188261445628457,0,0,0,0.0433267639978594
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205211070475005,0,0,0.109867196649447,0,0.0635269477982131,0,0,0.354549797164982,0.234266710596898,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0353737082410221,0,0,0,0,0,0,0.0302584825735257,0,-0.0246203500589412
X600958.CH.EQUITY,0,0,0,0,0,0,0,0.104489225962399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883659758927839,0,0,0,0,0,0.190621273329723,0.0979054329623132,0,0.231912552349266,0,0.257161329569197,0,0,0.0383560885637754,0,0,0,0,0,0,0,0.0249744672579952,0,0,0.0203041700560026,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408644822040992,0,0,0,0,0.0840958761935141,0.160513785737689,0,0,0.412338644126993,0,0.0464544874123804,0.0892073557474575,0,0,0.228275542236219,0,0.0103187948822645,0.00249714597568708,0,0,-0.0466810501180994,0,0,0,0,-0.0108180475363385,0,0,0,-0.021260340947167,0,-0.0304987374548362
