,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.116034522599886,0,0,0,0,0,0,0,0,0.329076161128559,0,0,0,0,0,0,0,0,0,-0.192276890808891,0,0,0,0.152168105470522,0,0,0,0,0,0,0,0,0,0,0,-0.120033097544535,0,0,0,0.288643320825256,0,0,0,0,0,0,0,0,0,-0.0728152395190761
X002142.CH.EQUITY,0.231595248754271,0,0,0,0,0,0,0.043146022926953,0.131961342159751,-4.33680868994202e-19,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0295726059977785,0,0,0,0,0,0,0,0,0,0,0.255401990164116,0,0,0.0140046477523673,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.323368284645825,0.157296923391934,0.0615502976897417,0,0.0762206701480857,0,0,0,0.136112905985409,0,0,0,0.00514956455573974,0.0636865157462742,0,0,0,0.00580490114852922,0.0441645776162874,0,0,0,0,0,0,-0.213599585674765,0,0,0,0,0,0,0,0,0,0.204690319966726,0,0,0,0,0,0,0,0,0,-0.0375169580231431,0.0138687707913197
X600015.CH.EQUITY,0,0,0,0,0.061397838899898,0,0,0,0,0.506121999667319,0,0,0.108869041382048,0,0,0.0258786730487762,0,0,0,0.0137655325979283,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0.0795893493203444,0,0,0.0480514618702925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.133831050209906,0.271906847535945,0,0,0,0,0,0,0.0144756793137641,0,0,0.176765884139018,0,0,0.166337980726464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129387446809304,0,0,0,0,0,0,0,0.0948868918413522,0.147833129326648,0,0,0,0,0,0,0,-0.176501860638149,0
X600036.CH.EQUITY,0,0.0569843426175403,0.0492037405542475,0,0,0,0,0,0,0,0,0.0971106685468429,0,0,0,0.043813250790435,0,0,0,0,0,0.163547689666827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46515122049317,0,0.0712727587172983,0.0456703271793866,0,0,0,0,0,0,0.154398961212566,0.0211517150218835
X600919.CH.EQUITY,0,0.0320660781868659,0,0,0,0,0,0,0,0.327908635756397,0.0482320185097985,0,0,0.0562675377954394,0,0,0.425330620165507,0,-4.33680868994202e-19,0,0,0,0,0.00123704800288821,-0.0287629291484513,0,0,0,0.0724657045863702,0,0,0,0,0,0.0866212387456012,0,0,0,-0.100169776101804,0,0,-0.17255109094534,0,0,0,0,0,0,0,0.127082994995986,-2.16840434497101e-19
X601009.CH.EQUITY,0.28381688177765,0,0,0,0,0,0,0,0.403311665528256,0,0,0,0,0.313883480820412,0,0,0,0,-0.0698169500944846,0,0,0,-0.0668597922972635,0.046384106308525,0.0371402251125492,0,0,0,0,0,0,0,-0.0471594254081953,0,0,0,0,0,0,0,0,0,0,0,0,0.248587970522284,0,0,0,0,0
X601166.CH.EQUITY,0,0.359368199619535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157089923072196,0,0,0,0,0,0,0,0,0.00154492193988036,0,0,0.0393065953446758,0,0,0,0,0,0.0895690002126997,0,0,0,0,0,0,0.0962591321419341,0.177183793241264,0.0620030695390088,0,0,0,0,0,0.118613439069013,-0.132996760528372
X601169.CH.EQUITY,0,0,0.159801288358833,0.562336170741438,0,0,0,0,0,0,0,0,0.268576757630075,-0.0241277704089261,0,0,0.164013445025144,0.0280661620911581,0,0,0,0,0,0.136818210880176,0,0,0,0,0,0,0,0,0,0,-0.0415942818597223,0,0,0,0,0,0.0433516904562406,0,0,-0.166556778610755,0,0,0,0.10342414961434,0.0138324165448833,0,0
