,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.219859236774623,0,0,0,0,0,0,0.124903800253949,0.0541856863239541,0,-0.157665712904876,0,0,0,0.207482522559292,0,0,0,0,0.114264402017973,0,0,0,-0.0646359436115879,0,0,0,0,0,0,0,0,0,0,0.27415262768452,0.181148975083887,0,-0.253108048214752,0,0,0,0,0,0.0784063267024808,0,0,0,0,0.0301968928639733,0.0224477563585418,0,-0.158167667633796
X002142.CH.EQUITY,0.162473955165364,0,0,0,0,0.157169874768894,0,0.113200636850197,0,0,0,0,0,0,0,0,0,-0.0328625345043341,0,0,0,0,0,0,-0.0296062320774212,0,0,-0.17747768700497,0,0,0,0,0,0,0,0,-0.0962296204659419,0,0,0,0.0739320681387399,0.0436782293110095,0,0.27375593228439,0,0,0,0,0,0,-0.0105314422513815,-0.166034409341134,-0.0656721891019819
X600000.CH.EQUITY,0.0551049065609029,0,0,0,0,0.124838742510634,0,0,0,0,0,0,0.360025805789986,0,0.137643219827945,0,0.0880114685045174,0,0,0,0.0152764667674733,0,0,0.0366275325528237,0,0,0.205989144141533,0,0,0,0,0,0,0,0,0.0669351286281035,0,0,0,0,0,0,0,0,0,0,-0.0643758072408467,0,0,0,0,0.0219868705529109,0.0808818236075068
X600015.CH.EQUITY,0,0,0,0,0.0517636546545103,0,0.024248501814853,0,0,0,0,0,0,0,0.0960693368005199,0.183997885012601,0,0.0526028102260579,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0152589895688235,0,0,0,0.0548913781254111,0.0468645930071586,0,0,0,0,0,0.266908102471822,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.14099237590401,0,0.412346734551761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454992280395029,0,0,0,0,0,0,0,0,0.320780315220912,0,0,0,0,-0.0334619347803132,0.0744288915361335,0,0.190642874264738,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.229002363462594,0.123148993216628,0.105018510618271,0,0,0,0,0,0.0710167182028611,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0880350562530835,0,0,-0.105612582821372,0,0,0,0,0,0,0,0.188482407950115,0.00876487791566158,0,0.0239821656770996,0,0,0,0,0,0,0,0,0.0287188516952222,0,0.183852623847229,0,0,0,0.0214987666956495,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.138782117903802,-2.71050543121376e-20,0,0.105217711302837,0,0,0.235391822165036,0,0,0,0,0,0,0.0942265516429831,0,0,0,0,0,0,0.115460640506918,0,0,0,0,0,0,0,0,0,-0.0602373576896338,-0.081907912685405,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.140426666767447,0,0,0.389541831880806,0,0,0.0994361319750883,0,0,0,0.0817500508597177,0.082000046021158,0,0,0,0,0,0,0,0,0,0.0444365353301062,0.043726523738215,0,0,0,0,0,0,0.0415572640402165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654641348379901,0,0,0,0,-0.163570041486992
X601166.CH.EQUITY,0,0,0,0,0,0.273712042262949,0,0.22369387478004,0,0.115300521754036,0,0,0,0,0.00157069586597379,0.0425094365442128,0,0.0735260887582087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738077828210064,0,0,0,0,0.199448271282434,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.183805676994393,0.461279692617364,0,0,0,0,0.071930830069559,0,0,0,0.209735462439114,0,0.0469499559176025,0,0.0271705214728005,0,0,0,0,0,0,0,0,0.0993246252910722,0,-0.0603289516813033,0,0,-0.0334661754630527,0,0,0,0,0,0,0,0.0315087762483234,0,0,0.077767887430266,0,0,0.0619129974226882,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.139163871865915,0,0,0,0,0,0,0,0,0.0152542307657089,0,0.407024625840799,0,0,0,0,-0.121719154211274,0,0,0,0,0,-0.0565649672400714,0,0,0,0,0,0,0,0,0,0.0239811712831866,0.468547465880068,0,0,0,0,0,0,0,-0.0233354788367745,-0.0650870762465273,0,-0.144112097837043,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.132111635419461,0,0,0.356060475209249,0,0.246523460305536,0.0694930676203775,0,-0.00877113610541188,0,-0.0351728303421262,0,0.0328263609084397,0,0.100905818548434,0,0,0,0,0.156803041754855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
