,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.0782046239366574,0,0,0,0,0.128279866480477,0,0,0,0.196272935967769,0,0.0420197997971965,0,0,0.0398293424198834,0,0,0,0,0,0,0,0,0,0,0,0.0035475525854725,0,0,0,0,0,0,0,0,0,0,0.0535597542362239,0.0749608461227997,0.0397639181455044,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.219285648551817,0,0.080472780218179,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.154668485625384,0,0,0,0,0.267063248260893,0,0,0,0,0,0,0,-0.0174955687473063,-0.0619700593785949,0,0,0,0,0,0,0,0,0,0.0358997395306728,0,0,0.0992496507832562,0,-0.037978823559121,0,0,-0.016229108291225,0,0,-0.0835867011835475
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0528275705581559,0,0,0,0.0221657204202974,0,0,0,0,0.19042993019406,0,0,0,0.433916555920445,0,0,0,0,0,0,0,0,0,0.121612220775424,0.136297957082265,0,0,0,0,0,0,0.0422306976474658,0,0,0,0,0,0,0,0,0,-0.0359852006237196
X600015.CH.EQUITY,0,0.00369274936648608,0,0,0.113047231521899,0,0,0,0,0,0,0,0,0,0,0.132433781696649,0.264633307961274,0,0,0.244311225078931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178975092653456,6.93889390390723e-18,0,0,0,0,0.163528296405038,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.244762513308905,0,0,-0.0354131108666433,0,0.612816157889163,0,0,-0.165409243964543,0,-0.0601609248450648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172594514346575,0,0,0,0,0,0,0.208610222551841,0,0,0
X600036.CH.EQUITY,0.404087312318235,0.0600285568696356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367727373307156,0.0446732674323613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355152023177558,-0.0550105262383839,0,0,0.0341455269751737,0.184436176750594,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,-0.022899803501869,0.277145282527532,0,0.165611207055118,0,0,0,0,0,0,0.242354166772874,0,0,0,0,0.303791498733342,0,0,-0.0532359846863188,0,0,0,0,0.034600424881635,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,2.77555756156289e-17,0,-0.0221343186297719,0.031672669136999,0,0,0.050297671565419,-0.00185533581339279,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.0317992487531694,0,0.292296947964774,0,0,0,0,0,0,0,0,0.0129535870562676,0,0,0,0,0.00916325242524136,0,0,0.139794310194715,0,0,0,-0.0572047317733617,0,0,0,0,0.270840123766715,0,0,0.0883613549376488,0,0.174065691807441,0,0,0,0,0,0,0,0,0.0225518287558201,0,0,0,0
X601009.CH.EQUITY,0,0.206883198651889,0,0,0,0,0.192513893267167,0,0,0.451789021773823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00230229720827323,0,-0.0239113262122123,-0.00679958126319744,0,0,0,0,0,0.0967477958900673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148328735465852,0.0459900076549384
X601166.CH.EQUITY,0.166112125610231,0,0,0,0,0,0,0,0.163465176004197,0,0.0569071925965155,0.173291918073539,0,0,0,0,0.000471418466276462,0.122330745409682,0,0,0,0,0,0,0,0,0,0,0,0,-0.256194379720881,0,0,0,0,0,0,0,0.0290238033765398,0,0,0,0,0,0,0,0,0,0,0.153022863739396,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.0955860376125929,0,0,0.0943733937693952,0,0,0.229039123644707,0,0,0,0,0,0.058613909500842,0.0780164709820711,0.203054588598186,0.023896197457873,0,0,0.250388370961765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.153484519570426,0,0.239875083543232,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.125219887593852,0,0,0,0,0.220238928962309,-0.0373633060595647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201096417725395,0,0,-0.0831678478908693,0,0,0,0.0475694231786626,0,0,0.133176057286002
X601288.CH.EQUITY,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.354309574280204,0,0,0,0.023265501378022,0,0,0,0.239283866324565,0.095978205196899,0,0,0,0,0,0,0,0.00280152833435963,0,0,0,0,0,0,0,0,0,0.0562185632192162,-0.0296455990678375,0,0,0,0,0,0,0,0.00848768027363277,0.0980748453650209,0,0,0,0,0.0541916226735421
X601328.CH.EQUITY,0,0,0.204777743009337,0,0,0,0,0,0,0,0,0,0.0338048994003188,0,0,0,0.280761552620972,0,0.0930862719090311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188904325174048,0,0,0,0,0,0,0,0,0,0,0,-0.0465175021139341,0,0,-0.0328091711870735,0,0
X601398.CH.EQUITY,0,0,0,0,0,-0.00680373691619004,0,0,0,0,0,0.299436039093907,0.137840678838816,0,0,0,0,0,0.432058366051101,0,0,0,0,0,0,0,0,0.0886236473655089,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0338740085486747,0,0,0,0,0,0,0.031506909185826,0,0.0270404506644913,0,-0.0576195413032078,0.015779190612636,0
X601577.CH.EQUITY,0,0,0,0.104259759608713,0,0,0,0,0,0.00974644493557996,0,0.159868636055965,0,0.0973671098426687,0,0,0.0358013778323908,0,0,0,0.450861717093207,0,0,0,0.0953602783196765,0,0,0,0,0.0637288223469189,0,0,0,0.0575711386408362,0,0,0,0,0,0,0.0125889332215156,4.33680868994202e-19,0,0,0,1.73472347597681e-18,0.0128953213878733,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.161920869084401,0.311742824556042,0,0,0,0,0.022476295696415,0,0,0,0,0,0,0,0,0,0,0,0.0652922076006148,0,0.228708765577521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579272053000824,0,0,0,0.104812354786048,0,0,0,0,0.0795346655835991,0,0,0.0199848615575965
X601838.CH.EQUITY,0,0,0,0,0,0.336863498780748,0.163861260432874,0,0,0.22510596276304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630464418635029,-0.0558267948809922,0.0939021409678237,0,0,0,0,0,0,0,0,0.0644486266664919,0,0,0,0,0,0,-0.149298444430397,0.0851533573568656,0,0,0,-0.0395959806527652,0.0891322967215559,-0.0781142814348971,0
X601939.CH.EQUITY,0,0,0,0,0.0293271110211948,0,0.0517248651335282,0,0,0.0571532564989649,0.0502742217832792,0,0,0.050308527686139,0.128420195810251,0,0,0,0,0,0,0,0.155240603097259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0764677704598585,0,0,0,0,0.0365778971023661,0,0,0,0,0,0.131388877852163,0.48420940835446,0,0.0481507643674753,0,0,0,0,0,0,0,0,0.0366792610991268,0,0,0,0,0,0,0,0.0702921449479206,0,0,0.035040879929178,0,0,0,0,0,0,0,0,0.0731447033692431,0,0,0,0,0,0,0,0,0
X601997.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.205631561289434,0.305342303480776,0,0,0,0.176929468220977,0,0,0,0,0,0,0,0.113482158488863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162433422770598,0,0,0,0,0,0,0.0873048574346495,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.141949801562236,0,0,0,0.116814104866808,0,0,0,0,0,0,0,0.0460994511446751,0,0,0,0,0,0,0.051251718171566,0,0,0,0,0,0,0,0,0,0,0.0337201137275471,0,0,0,0,0.0912216042623842,0,0,0.0859430140670965,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.0793485488075771,0,0,0.0239505634597878,0,0,0,0.275045456218183,0,0,0,0,0,0,0,0,0.19310783652984,0,0,0,0,0,0,0,0,0.229520383030547,0,0,-0.0826341731660792,0,0,0,0,0,0,0,0,0,0,0,0.179659356327059,0,0,0,0,0,0,0,0,0,-0.100901391439993,0.0255695577591915
X601916.CH.Equity,0,0,0.0768661605195461,0.016401784950799,0.312012463616231,0,0,0,0,0,0.111323390113065,0,0,0.0398833485134753,0,0,0.0516527045101571,0,0,0,0.134219583189671,0.0683173793091337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110415433678446,0,0,0,0,0,0,0,-0.0409669884483819,0,0,0,0,0
X601077.CH.Equity,0,0,0.178955747784029,0,0,0,0,0,0,0,0.134264505067373,0.223653239369461,0,0.332995265849854,0,0,0.0348062536942257,0,0,0,0,0.0182349166084998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,-0.156688853321033,0,0,0,0,0,0.310967883047284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124924474103201,0,0,0,0.306960419588089,0.356834665755152,0,0,0,0,0,0.0939287076723516,0,0,0,0,0,0,0,0,0,0,0.223370107983129,0,0,0,0.0906396042454407,-0.326888118481185,0,0,0
X2388.HK.EQUITY,0,0.0380694847342999,0,0,0,0,0,0,0,0.163920840076368,0,0,0,0,0,0,0,0,0.355489179863541,0,0,0,0.0447926866407791,0,0,0,0,0.221384453143574,0,0,0,0,0,-0.104599471316884,0,-0.132729694088132,0,0,0,0,0,0,0,0,0.173827585505545,0,0,0,0,0,0.145034573397626,-0.117482309455298,-0.0220740173111343
X5.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0218139567315552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621530493754136,0.0915470641100971,0,-8.67361737988404e-19,-0.0548485200494186,0,0,0,-0.232399669256759,0.213910249266844,0,0,0,0,0,0,0,0,0,0,0,0,0.306480872921333,0.118322170627168,0.12330980809399,0,0,0.109134454598701
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931962001789185,0,0,0,0,0,0,0,0,0,0,0,0.0518531584564935,0,0,0.298405039775578,0.140552193115984,0,0,0,0.0826017159475545,0,0,0,0,0,0,0,0.115735481939249,0,0,0.204289952940231,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.175275649755137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158106155665272,0,0.097677475062104,-6.93889390390723e-18,0,0,0.178853257031721,0,0,0,0.106550850314786,0,0,0,0,0,0,0.0140178733048082,0.0390833951926175,0,0,0,0,-0.133420210524331,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014276777953922,0,0,0,0,0.117902371245785,0.0591122015081729,0.294336275403371,0.0204031867099745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0.0888504815948738,0,0,0,0,0,0,0.065994175703372,0,0,0,0,0,0,0,0,0,0,0.0391079159165681,0,0,0,0,0,0,5.42101086242752e-20,0.0463563243288419,0,0.116833028043415,0,0,0.362004129341658,0,0.0144434139705226,0,0,0,0,0,0,0,0,0,0,0,0,0.328783012147288,0.0203968864055836,0,0,-0.0143565197577169,0.0233988191312053
