,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.223585825597362,0,0.178374847055942,0,0,0,0,0,0,0.126485257486935,0,0,0,0,0,0,0,0,0.169249899237995,0,-0.123525545413976,0,0,6.93889390390723e-18,0.194358864161658,0.107996700833639,0,0,0,0,0,0,0.14015076728319,0.21613789480519,0,0,-0.240801211979673,0.048888990051822,0,0,0,0,0,-0.0318304992572491,0,-0.164047552328996,0,0,-0.038896732562086,0,-0.171236429863765
X002142.CH.EQUITY,0.195624740970646,0,0,0,0,0.156204719824037,0,0,0.0588941871223691,0,-0.0229955309149428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150777198075937,0,0,0,0,0,0.0842599869962321,0,0,0.0974655643559059,0,0,0,0,0,0,0,0,-0.0649852611916977,-0.116892660588894,-0.192742885003742
X600000.CH.EQUITY,0,0,0,0,0.0485431980258191,0.118480410420585,0,0,0,0,0,0,0.425850602531281,0,0.18110404788745,0,0,0.00143533135430572,0,0.102614621157127,0,0,0.0236481673223774,0,0,0.256366029718692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221440597664324,0,-0.0633668542706243,0.0119502744417746,0,0,0,0,0.0583747651910303
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.262170505173139,0.00928679058449671,0,0,0,0.38294250511411,0,0,0.014039655783425,0.0104559608408191,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0694089732471527,0,0.103726984096435,0,0,0,0,0,0,0,0.052860616303008,0,0,0,0.0704386267266977,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0516489672263372,0.0964215967591145,0,0,0,0,0,0.114005861728701,0.0736892465267782,0,0.239970025040568,0,0,0,0,0,0,0,0,0,0,0,0,0.0329089137907248,0,-0.0807889940737653,0.114607988774251,0,0,0,0,6.93889390390723e-18,0.197162472202027,0,0,0,0.0814227542959471,0,0,0,0.0403200772297375,0.0126542947642257,0,0,0,0,0,0,-0.120184160318178,0
X600036.CH.EQUITY,0.101471747100611,0.197646514458765,0.157360528296148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106287663488223,0,0,0,0,0,0.111108278426365,0,0.035815588238266,0.248142204626826,0,0,0,0.0393343044610356,0,0.0457510991352987,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.305547531787076,0.0183632438335081,-6.93889390390723e-18,0,0,0,0.187613843078563,0,0.0555896670578685,0,0,0,0,0,0,0,0,0,0,0.0112643747336699,0,0,0,0,0,0,0,0,0,0,0,0,0.104160557895056,0,0,0.130541318060719,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.119872343669437,0,0,0.443577104526367,0,0,0.119117191085934,0,0,0,0.0585359728837532,0.0529807642383669,0,0.0729781669312632,0,0,0,0,0,0,0.122704128736866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015681441452048,0,0,0,0,-0.166088338849083
X601166.CH.EQUITY,0.0427552214387528,0.20060973784979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293150981524646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245377234044404,0,0,0,0,0,0,0,0.0581041319749411,0,0,0,0.187559186503259,0.472720889570502,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0232023555206547,0.0708388410947339,0.207059926357731,0.452778974285844,0,0,0,0,0,0,0,0,0.263186075261846,-0.0287356865163341,0.0623534574311138,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0878719940375629,0,0,0,0,0,0,0,0,0,0,0.00607752635064239,0,0,0.0918970103876086,0,0,0,0,0,0,0,0.0759814596514684,0,0,0
