,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.211865244070177,0.0818187140818843,0,0,0.186746505194431,0,0.0318375107642072,0,0,0,0,0,0,0,0,0,0,0,0,0.180793504089779,0,0.12347365837235,0,0,-0.00210298883468125,0,0,0,0,0,0,0,0,0,0,0,0,0.0634484561963334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.059987660305908,0,0,0.0736763502252516,0,0,0,0,0,0.41870492970016,0,0,0,0,0,0,0.235041490344154,0,0,0,0,0.0267014011364669,0,0,0,0,0,-0.183857846293222,0,0,0.0752054918620482,0.00949979535249603,0,0,0,0,0,0,0,0,0,0,0.114550061697864,0,0,0,0,0,0,0,0.115132936544767,0,0
X600000.CH.EQUITY,0.0503802044493245,0,0,0,0,0,0,0.18007593642324,0,0,0.357667422757829,0,0,0,0,0.0797199435440845,0,0.166155509591452,0,0,0,0,0,0,0,0,0,0,0,-0.070898302620937,-0.00502295689250619,0,0,0,0,0,0,0.0858407902723757,0,0,0,0,0,0,0.0220476107348675,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0537562434764701,0.0624554752946808,0,0,0.489830332405855,0,0,0,0,0,0,0,0,0,0,0,0,0.161940935969528,0,0,0,0.0147972183404432,0,0,0.0146186893337843,0,-0.161973722428864,0,0.0296115811234405,0,0,0,4.33680868994202e-19,0.0240988887569987,0,0,0,0.102376099136126,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.325919499403574,0.0360001771956327,0,0,0,0,0.182798124444262,0,0,0,0,0,0,0,0,0.38984708117838,0,0,-0.0773666714384197,0,0,0,0,0,0,0.0777223899150026,0,0,0.131301696481369,0.00994220110346523,0,0.129856602306397,0,0,0.154024522084353,0,0,0,0,0,0,0.188875168909574,0,0,0
X600036.CH.EQUITY,0.189553992323803,0.196679708323795,0,0,0,0,0,0.0741646194398355,0,0,0,0,0,0.0137761328215948,0,0,0,0,0,0,0,0,0.438205892330861,-0.023015163677702,0,0,0.0669018377127073,0,-0.0111322865757119,0,0,0,0,0,0,-0.0301491917317008,0,0,-1.73472347597681e-18,0,0,0,-0.0847264382185496,0,0,0,0.0750559481613385,0,0,0.220430377761765,0,0,0.0194369146728239
X600919.CH.EQUITY,0,0,0.0391670443030316,0,0,0,0,0.46574935055614,0,0,0.10687229485422,0,0,0,0,0,0,0.135667823148943,0,0.0277114239394041,0,0,0,0.277568623332787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193440712259241,0.00770004278043832,0.0480293090285332,0,0,0,0.0291314912961224,0,0,-0.0828450863626796
X600926.CH.EQUITY,0,0.302554926180224,0,0,0,0,0.464207269629271,0,0,0,0,0,0,0.000672276197146411,0.0815017540916223,0.0280744383583861,0,0,0.0793593531681688,0,0,0,0,0,0,0,0,0,0,0,-0.0439259286274429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183917466817245,0,-0.0445712952756453,0,0,0,-4.33680868994202e-19,0.0837962854720118,0
X601009.CH.EQUITY,0,0,0,0.105583327774941,-0.0841564854734425,0,0,0.150324097552168,0,0,0,0,0,0.386873366318706,0,0,0,0.0877511867680076,0,0.0269095965917171,0,0,0,-0.0434884550787827,0,0.091943336894496,0,0,0,0,0,0,0,0,-0.085629088402593,0,0,0,0.103886959157013,0,0,0,0,0.165558070572161,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.642750335007758,0,0,0,0.0253852331037997,0.066915732019088,0,0.0660626519540165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23976518604721,0,0,0,0.149321782185541,0,0,0.104302966563217,0,0,0,0,0.0684059692607781,0,0.00902905688695783,0,0,0,0.0764218229340808,0.028230825676848,0.0350388749473158,0,0,0,0,0,0,0.0982391798363642,0
