,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.272042761669907,0,0,0,0.132276673127934,0,0.318118870136935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265313265356131,0,0,0,-0.0404780468149709,0.102433171771379,0,0,0.104077862304965,0,0,0,0,0,0,0,0,0,0.103771681546581,0,0.00444773374635941,0,0,0,0,0,-0.137203082609171,-0.0404896866814593,0,0.138448385805643
X002142.CH.EQUITY,0.253802464075105,0,0,0,0,0,0,0.293629198568237,0,0.0979588420294642,0,0,0,0,0,0,-0.066831091669143,0,0,0,0,0,-0.0670980915914237,0,-0.0102862392306391,0,0,0.0508838959392652,0,0.0119960664763968,0,0,0,0,0,0,0,0,0,0.0731560458868354,0,0,0.118439463852362,0,0,0,0,0,-1.0842021724855e-19,0,-0.0145945252833447,0,0
X600000.CH.EQUITY,0,0,0,0.0288236278988122,0,0,0,0,0,0,0.244234825656727,0,0,0.317177825512748,0,0,0,0.122446465387054,0,0,0.0147749430989442,0,0,0,-1.73472347597681e-18,4.33680868994202e-19,0,0.0664322243677075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400418729447753,0,0,0.0151831898005288,0,0,-4.33680868994202e-19,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.467844779071499,0,0.176644533298317,0,0.0627102556798361,0,0.0631825421996834,0,0,0,0,0.141432142990182,0,0.107192304274539,0.10085396658799,0,0,0,0,0.173585757865128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392792847295533,0,-0.0550853174081555,0
X600016.CH.EQUITY,0,0,0.0935304598989921,0,0,0.0345779929343001,0.471803728405961,0,0,0,0.35422505395937,0,0,0.0583820558363395,0,0.0527183600041317,0.0949961092615396,0,0,0,0,0.110116714713911,0.0510907845800876,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.189167791587338,0,-0.065508082186693,0,0,-0.0461495811041455,0,0,0,0,0,0.0401018143387408,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0186525500170073,0,0,-0.0128469543230265,1.38777878078145e-17,0,-0.0197210598390324,0.127440007727454,0,0,0.371865413720966,0,0,0,0,0.12511127721675,0,0,0.105256292009891,0,0,0,0,0,0.0543791758531323,0,0,0,0,0,0,0.133679059829842,0,0,0,0,0,0.062870894449688,0,0,-0.170360585175502,0,0,0.028816244569546,0,0,0.169412191983892,0,0,0,-0.0766934205257582,0,0
X600919.CH.EQUITY,0,0,0,0,0.316641004418884,0,0,0,0.00867124426097968,0,0,0,0,0,0,0,0.165457097558476,0,0,0,0,0.0600185638200037,0,0,0,0,0,-0.0209616073094024,0,0,0,0,0,0,0.131952110849569,0.282806719797547,-0.677642587883336,0.11427338189848,0,0,0,0,0.481429563457368,0.00952295478991207,0,0,0,0,0,0,0.205199409129498,0.0762871967258285,-0.192484146991843
X600926.CH.EQUITY,0,0,0,0,0,0.0303394292774803,0,0,0,0.641026022025107,0,0,0,-0.0652251863294143,0,0,-0.0837909285141974,0,0,0,-0.102959558267992,0,0,-0.0769274848695803,0,0,0,0.170727337170599,0,0,0,0,0,0,0,0,0.0582648794528716,0,0,0,0,0,0,0.0897425794081537,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.101736510715845,0,0,0.0136563290782777,0,0,0,0,0.227945150391122,0.189214824535839,0,0.10889878997941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114697736626075,0,0,0,0,-0.0520523665045405,0,0.170421736721877,0,0,0,0,0,0,0.0604579646861037,0,0,0,0.0568550365132659,0,0,0,0.100287356084575,0,0
X601166.CH.EQUITY,0.467038015801329,0,0,0,0,0.130345590120672,0,0.0542561346692132,0,0,0,0,0,0,0,0.256490463709588,0,0,0,0,-0.0784504130186484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217675877654288,0,0.0542201118718217,0,-0.165424449013372,0,0,0,0,0,0,0.0733984103974526,0,0,-0.0721204290278489,0,0
