,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.00558684905397223,0,0,0,0,0,0,0,0.281235251907349,0,0.0781091722871854,0,0,0,0.255016814406375,0.0244346389730424,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276818957617232,0,0,0,0,0.142040390599965,0.22099988371089,0,0,0,0,0,0,0,0,0,0,-0.0173541643520473,-0.0235871941461332,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.0917106307022868,0,0.437360687384283,0,0.251078101190397,0,0,0,0,0,0,0,0,-0.138751018386606,0,0,0,0.120907931985576,0,-0.146849611012983,0,-0.055173836362467,0,0,0,0,0,0.0685640487695574,0,0.155113101118635,0,0,0,0,0,0,-0.0600506745422927,0,0,0,0.112585131444611,0,0,-0.113041410035203,0,0,-6.93889390390723e-18
X002958.CH.EQUITY,0,0,0,0,0.232561991247136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28411416359802,0,0,0,0,0,0,0,0,0,0,0,-0.0938348955063769,0,0,0.256595778615712,-0.0825883179374293,0.24646801452143,0,0,0.0169256629301203,0,0,0,0,0,0,0,0,0.0230094038279069,0.204618829103559,0.117942378391402,0.174135911598685
X600000.CH.EQUITY,0.149068477468885,0.0785845026069583,0,0,0,0.292425550484534,0,0,0,0,0,0.053839701755934,0,0,0,0,0,0.172743565384867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120825004555426,0,0,0,0.00654502032412594,0.0200295513407878,0,0,0,0,0,0,-0.132813934013084,-0.032226025261932,0
X600015.CH.EQUITY,0,0,0,0,0,0.0118031961223985,0,-1.73472347597681e-18,0,0.129272083084722,0,0,0,0,0,0,0,0.248957975768145,0,0,0,0,0.0685904090237666,0,0,0.0547988121446125,0.142333481176384,0,0,0,0.0698916235446703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0252404930403506,0.437268797249961,0,0,0.283411789700881,0,0.0612006046725373,0.0166709600211676,0,0.0805531430625321,0,0,0,0,0.0259705353720299,0,0,0,0.0883634277135843,0,0,0,0,0,0,0,0,0,0,0,-0.0867533453780253,0,0.144502280371114,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.236918513491082,0.302863589826188,0.00870240391149488,0,0,0,0,0,0,-0.00526324480405334,0,0,0.201525861630767,0,0,0,0,0,0,0,0,0,0,0.000493324302671973,0,0,0,0,0,0,0,0,0,0,0,0,0.155568342857779,0.149769850652364,0.0266113336034829,0,-0.0610793892622862,0
X600919.CH.EQUITY,0,0,-0.049952258486739,0.020650783576507,0,0,0,0,0,0,0.143972225006008,0,0,0,0.114372352756835,0,0,0,0,0,0.0327478220354072,0,0.461142211175848,0,0.199580172480894,0,0,0,-6.93889390390723e-18,0.106367619114462,0,0,0,0,0,-0.0433525067557884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20212686110601,-0.223140697949316
X600926.CH.EQUITY,0,0.110137471515395,0,0,0,0,0,0,0,0,0,0.653694669260898,0,0,0,0,-0.255935081686273,0.0187959084613234,0,0.0661102151268271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731717559627242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600928.CH.EQUITY,0,0,0.0777028496553741,0,0,0,0,0,0,0,0,0,0,0,0.0617923591000668,0,0,0,0,0,0,0,0.151003137590989,0,0,0,0.407044641926281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206441052005266,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.0515831895762967,0,0,0.156919051131084,0,0.243950986662015,0.162092750351676,0,0,0,0.0067416208276957,0,0.0512812100110186,0,0,0,0,0,0,0,0,0,0.0869017863725782,0,0,0,0,0,0,0.0298039961404726,0,0,0.011419538689186,0,0,0,0,0,0,0,0,0,-0.0205653740265843,0,0,0,0.246478141831106,0,0,0,-0.111417466573843,0
X601166.CH.EQUITY,0.398351862896629,0,0,0,0,0,0.285458192972777,-0.0532419053630519,0.329209277229591,0,0,0,0,-0.134405360790404,0,-0.0176509052297638,0,0,0,0.0777959016609864,0,0,0.0122248286092963,0,0.0636682608277607,0,0,0,0,0.121865821440398,0,0,0,0,-0.0255939739762741,0,0,0,0,0,0,-0.009258068983113,0,0,0,0,0,0,0,0,-0.0773656239197886,0,-0.133356410875709
X601169.CH.EQUITY,0,0,0,0,0,0.672784984591075,0.00261718392923405,0,0,0,0,0,0,0,0,0,0,0,0.0231525077753634,0,0.0813662757258837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017187660728725,-0.0823231829865393,0,0,0,0,0,0.230282953849577,0,0,0,0,-0.188057947029876,0,0,0
