,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.235630663935473,0,0,0,0.0493784812311953,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.217871087280483,0,0,0,0,0.0238996218404158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3121302690039,0.0318202341221484,0,0.0250257481162672,0,0,0,0,-0.0256414702954948,-0.0194226440025188
X002142.CH.EQUITY,0.231889672406716,0,0,0,0,0,0,0,0,0,0,0,0.0297721881618936,0,0,0.109187089211413,0,0,0,0.145298803486082,0,0,0,0,0,0,-0.0015325270368963,0,-0.00257493307003878,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0368759622951322,0,0.0363399511956514,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.200122106143796,0,0.0832944859724169,0,0,0,0,0,0.171923415570014,0,0.179691367950632,0,0,0.140069061592015,0,0.0255125961556684,0,0,0,0,0,0,0,0,0.115370481658961,0,0,0,0,0,0,0,0,0,0,0.0640020832468557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.207189724956463,0,0,0,0,0,0,0,0.260196828603716,0,0,0.0850764699949748,0,0,0,0,0.104533994422256,0,0.00908315808809914,0,0,0,0.395731749297292,0,0,0,0.0463922583597406,0,0,0,-0.128487425723488,0,0,0,-0.0354085980393694,0,0,0,0,0,0,0,0,0,-0.000245791972216285,0,0,-0.0547810962588339,-0.0629063776939412,0,0
X600016.CH.EQUITY,0,0,0.0229944389935355,0.170920723573181,0,0.0633785578365198,0,0,0,0,-4.33680868994202e-19,0,0,0,0.20930426309601,0,0,0.208087263752992,0,0,0.149232721547809,0,0,0.12357786420605,0,0,0,0,0.00363169283418266,0,0,0,0.0630805620096833,0,0,0,0,0,0,0.0430741610516064,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0966143669887,0.403687342804827,0,0,0.0720667000589325,0,0,0,0,0.0754561664246472,0,0,0,0,0,0,0.0946287044302096,0.0259763654719909,0,0,0,0,0,0,0,0,0.224603677403266,0,0,0,0.147122262157968,0.012547315166329,0,-0.0216912434229423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505068253633403,0
X600919.CH.EQUITY,0,0.0240235500934186,0,0,0.0842615008622044,0,0,0,0.175609212133432,0,0,0,0,0.239161214017722,0.113972481624252,0.0260318485061429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726251349826603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.269012716410095,0,0,0,0,0.214212853350311,0,-0.00399258338924227,0,0,0,0,0,0,0,0,0,0.0634933439808228,0,-3.46944695195361e-18,-0.0326397176457232,0,0,0,0,0,0.085267770728058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.0175469726855511,0,0,0.25221089921085,0.187073897569093,0,0.312910833664287,0,0,0,0,0,0,0,0,0,0.00135944457163324,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203967590285483,0.0408931074236721,0.126719552088345,0,0.0106228994199452,0,0,0,0.0916026714382106,-0.226237656101379,0,0
X601166.CH.EQUITY,0,0.0707951270778308,0,0,0,0.104354946163737,0,0,0.161213623729325,0,0,0,0.21771023786578,0,0,0,0,0,0,0.146793868405813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039130466364958,0,0,0,0,0,0,0.0146013161421035,0,0
