,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.365857622807792,0,0.294255035126331,0.00376731820940271,0,0.181054151315641,0,0.126407634542001,0,0,0,0,0,0,0,0,0,0,-0.114494896358073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104963098474324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211988418258841,0,0,0,0,0
X601939.CH.EQUITY,0.31751616711916,0,0,0,0,0,0,0,0.0583660915609354,0,0,0.0937107670665867,0.330578594744527,0,0,0,0,0.0931439249936314,0.0852972229912245,0,0,0,0,0,0,0,-0.116873451529676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012988622632215,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.369177473352109,0.0523297179707692,0,0,0.348620738873125,0,0,0,0,0,0.113139130258085,0,0,0,0,0,0.0606640488330202,0,0.0327468487487242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329864604258184
X601988.CH.EQUITY,0,0,0,0.255127381213349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194848554047225,0,0.192403061028557,0,0,0,0,0,0,0,0,0.00499279446534973,0.0999904275713834,0,0,0,0.0183500805285484,0,0,0,0,3.46944695195361e-18,0,0,0,0.133364399471756,0,0,0.0851267075487247,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0184672611906895,0,-0.133668927971108,0,0,0,0,0,0,0,0,0,0.280996052657751,0,0,0.131517035899008,0,0,0.451832791780835,0,0.0318485425192215,0,0,0,0.528798934360614,0,-0.546098824001997,0,0,0,0.283700856630446,0,0,0,0,0,0,0,-0.0718802087716109,0,0.0728358318638963,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.162968351760312,-0.0680178141746431,0.0215550734636986
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164311199952979,0,0.0772877504534064,0,0.290903498815514,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00144407546527581,0,0,0,2.77555756156289e-17,0.189940652906597,0,0,8.67361737988404e-19,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.332783668130005,0,0,0,0.0113572809149797
X1299.HK.EQUITY,0,0,0,0,0,0.0419807561198478,0.0173393723348031,0,0,0,0,0,0,0,0,0,0.140211368585618,0,0,0.16663374264809,0,0.0573592275025645,0,0,0,0,0,0.1008703468219,0,0,0,0,0,0,0.184487838213971,0,0,0,0,0,0.0105670945308888,0,0,0,0,0,0,0,0,0.177952845480439,0,0,0,0
X601628.CH.EQUITY,0.0440704939145209,0.0432863464416863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139178911174751,0,0,0,0.218689319555449,0,0.157633581298815,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0772171011070312,0,-0.0216388757824315,0.158016542271439,0,0,0,0,0,0,0,0,0,0,0.0483121515566656,0,0,0
X601658.CH.Equity,0,0,0,-0.0236098659351713,0,0,0,0,0,0,0,0,0,0,0,-0.202697649260752,-0.3490853883355,0,0,0,0,0,0,0,0,0,0,0,0,0.219632499762845,0,0,0.352607406282633,0,0,0,0,0,0,0.442082414440658,0.0708863637049124,1.73472347597681e-18,0,0,-0.271859123177534,0,0.491595240307157,0,0,0,0,0,-0.129091816749112,-0.0632801734139325
