,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.221929178325562,0,0.404743282069625,0,0,0,-0.0104835981480021,0.146840895244028,0,3.46944695195361e-18,0.0937026905587401,0,0,0,0,0,0,0,0,0,0,-0.0751289798286547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444301954764315,0.00698843747915216,0,0.122820629548687,0,0,0
X601939.CH.EQUITY,0.354083630890662,0,0,0.286123382104467,0,0,-0.0952290459284862,0,0,0,0.0027916740557612,0,0.140309398098719,-0.0648188986752353,0,0,0,0,0,0,0,0,0,0,0,0.0316888386378617,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.201853996638594,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0,0
X601288.CH.EQUITY,0.449998006459261,0,0,0,0.209334494716664,0,0,0,0,0,0,0,0.0159946065367369,0,0,0,0,0,0,0,0,0.170200303350936,0,0,0,0,0,0,0.0199293088706388,0,0,0,0.0264163675142286,0,0,0,0,0,0,0,0,0,0.0643334139832221,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0981880905003719,0,0.381096866013347,0,0,0,0,0,0.282317641525151,0,0,0,0,0,0,0.196600601294951,0,0,0,0,0,0,0,0,0,0,0,0,0.0156329840209706,0,0,0,0,0,0,0,0,0,0,0.0478160682192961,0,0,0,0,0,0,0,0,0,0,0,0.0283238749593442,-0.0719595069779749
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882465152602594,0,0,0,0,0,0,0,0,0,0.142080859499393,0,0,0,0,0,0,0,0,0,0,0,0.0135821611719882,0.176944720301427,0,0,0.0313436484243065,0,0,0,0.18842429016958,0,0,0,0,0,0,0,0.0234706494859561,0,0.22527136764711,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0,0
X601658.CH.Equity,0,0,0,0.165439187501275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138374981281442,0,0,0,0.141131150822396,0,0,0,0.294860857750845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845779609854912,0,0,0.323599995275897,0,0,0,0,0,0,0,0,0.193538553309642,0,0,0,0,0,0,0,0.020110223561434,0,0,0,0,3.46944695195361e-18,0,0,0,0.0495342194877009,0,0,0,0,0.0411257020759651,0.0630448617121158,0.0514100210182781,0,0.140569640078289,0,0,0,0.0972710025713479,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332122822557496,0,0,0,0,0,0,0,0,0,0.165442078241428,0,0.00896925755749413,0,0,0.21354571199069,0,0,0,0,0,0,0.0221763883921884,0,0,0,0,0,0,0,0,0,0.123058653506454,8.67361737988404e-19,0,0,0.113674316768905,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.153929817243012,0,0,0.0342442912041811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251095513786339,0.258423035419205,0,0,0,0,0,0,0,0.0680717431860739,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0.119303116947638,0,0,0,0,0,-0.102121543215738
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0379593191137059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953368178283248,0,0.0481935274733955,0,0,0,0,0,0,0,0,0.304720626342423,0,0,0,0,0,0.0208920517870123,0,0,0.17812022126366,0,0,0.333375607273818,0,0,0.0604426742970319,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0758099217740951,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.356057866321252,0,0,0,0,0,0.21797330982308,0,0,0,0,0,0,0,0.112740581414013,-0.0487935798054355,0,0.00295878372891333,0,-0.130354505905193,0,0.19490322936311,0,0.153557608003573,0,0,0,0,0.017182315331537,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.336294244601581,0,0,0.143014257907544,0,0,0,0,0,0.046061365942612,0.136819405373846,0.13240408760221,0,0,0,0,0,0,0,0,0,0.031169861066815,0,0,0,0,0,0.0174271400844996,0,0.0606766255080178,0,0,0,0,0,0,0,0.0388006728899961,0,0,0,0,0,0,0,0,0,0,0,-0.120464462412061,0,0
X601601.CH.EQUITY,0.0258680998936864,0,0.113079414948307,0,0,0.0615769399137476,0.0803420407608621,0,0.104819486898085,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.374562960117885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491754752666595,0,0,0,0,0.105046989003698,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.107065268492501,0,0,0,0,0,0,0.203197363451572,0,0.21345655247085,0,0,0,0,0.0560873467303282,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0854499386884085,0,0,0,0,0,0,0,0,0,0,0,0.174156699829956,0,0.142889525683112,0,0,0.00408958790103223,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235533112054986,0,0.106476871507736,0,0,0,0,0,0,0.168951508083119,0,0,0,0,0,2.71050543121376e-20,0.0231106139581626,0,0,0,0,0,0,0,0.270047579744062,0,0.0224262377168215,0,0,0,0,0,0.0763863003789259,0,0,0,0.0280953697224617,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.121032054322285,0.297743569728877,0,0.0715545817869177,0,0,0,0,0,0,0,0,0,0.196583498851146,0,0,0,0,0.505407672716813,0,0,0,0,0,0,0,0,0,0,0,-0.202353898136571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103443210381199
X601066.CH.EQUITY,0,0,0,0,0,0,-0.186399750841856,0.0454696760697562,0,0.113603839754905,0,0,0,0,0,0,0.585538611068237,0.259749909654833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250055611192168,0,0,0,0,0,0,0,0.18144149315813,0,0,0,0,0,0,0,0,0,0,0,0,0.0804571381033469
X2388.HK.EQUITY,0,0,0,0,0.0118229633285145,0,0.142995531834776,0.0417261882630976,0,0,0,0,0,0,0.228156414433681,0,0,0,0,0,0,0,0.303171991968069,0,0,0,0,0,0,0,0,0,0,0,0,0.180338062963928,0,0,0,0,0,0,0,0,0,0,6.7762635780344e-21,6.93889390390723e-18,0,0,0,-0.111596461633926,0,0
X601998.CH.EQUITY,0,0.167715896163561,0,0,0.141672660213609,0,0,0.0191495651201828,0.0581017645830603,0,0.136142090462273,0,0.0570792814832683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434377426742595,0,0,0.013155081876711,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.147195176267192,-0.014798320371055,0,0,-0.248912806665327,0,-0.0799862498006442,0,0,0,0,0,0,0.0233338684777835,0,0.117901952413163,0,0,0,0,0.490893263173143,0,0,0,0,0,0,0,0,0,0.150462356555059,0,-0.159098165991699,0,0,0.161762855925826,0,0,0,0.187778262957206,0,0,0.19798255691266,6.93889390390723e-18,0,-0.0253390852250944,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141613142159428,0,0.0473946421796165,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.256215809904166,0,0,0,0,0,0,0,0,0.298767372613373,0.101919674283466,0.0190074073851006,0,0,0,0,0,0,0,0,0,0.066103358874215,0,0,0,0,-0.143523526018008,-0.107604790108777
X2007.HK.EQUITY,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0633959798704707,0.0779200591439485,0,0,0.110234224664484,0,0,0.135654143236382,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.267462500314318,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0397150676610648,0,0,0,0,0,0,0,0.173327475580199,0,0,0,0.000365564876236408,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0.181405695948805,0,0,0,-0.0428016434696244,0,0,0,0.485950519718513,0,0,0,0,0.201313586101821,0,0,0,0.0334473830131311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126121969885883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0583124485201418,0,0,0.0879099623301722,0,0,0,0,0.00723511965532546,0,0.282247230415317,0,0,0,0,0.0379557967429816,0,0,0,0,0.0034853528856729,-0.0266786363277338,0,0,0.322073465321008,0,0,0,0.131201543310538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283886041767772,0,0,0.0881095419395767,0,0,0,0.0127879768236354,0,0
