,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.193694027772883,0,0,0,0,0,0,0,0,0,-0.165188019537945,0.617620723173955,0,0.752687678874351,0,0.0588820495232355,0,-0.117357244783029,0,0,-0.0745346748927646,0,-6.93889390390723e-18,0,0,0,-0.124866965092666,0,-0.334660316900491,0,-0.0179329960765307,0,0,0,0,0,0,0,0,0,0,0.0570676835925823,0,-0.0471986229633498
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.218623490019489,0.109025765291944,0,0,0.00495668577713502,0,0,0,0,0,0,0,0,0,0.260538645323981,0,0,0,0,0,0,0,0,0.112409902667218,0.0646858676747393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105762453593588,0,0,0,0.00955939455441476,0
X601939.CH.EQUITY,0,0,0,0.817477714312749,0,0,0.0385252485127913,0,0,0,0,0,0.0292574672496354,0.0547497349066465,0,0,0.0462056351537776,0,0,0,0,0,0.00140649637075695,0,0,0,0,0,0.00586823680717104,0,0,0,0.0158841731940575,0,0,0.0332505879146254,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.911614847422653,0,0,0,-0.0694998764956303,0,0,0,0,0,0,0,0,0,0,0.11582548446256,0,0,0,0,0,0,0,-0.0156142995523667,0.0566421525077884,0,0,0,0,0,0,0,0,0,-0.0933418735267443,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474384554680741,0,0,0
X601988.CH.EQUITY,0,0,0,0.00425068475220548,0,0,-0.0627471421324351,0,0,0,0,0,0.473131777282378,0,0,0,0,0,0,-0.111363746247251,-0.0448847761589723,0,0,0,0,0,0,0,-0.145456615604709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382381910534159,0.139839030415979,0,0,0,0,0.537855118226974,0,0.0273352941091988,0.248959468652682,0
X600036.CH.EQUITY,0,0,0.404075941671514,0,0,0,0,0,0.0817022614885392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188244803456333,0,0,0,0.415900207661667,0,0,0,0,0.0218320192926832,0,0,0,-0.000850583050037015,0,0,0.0484032512882288,0,0.0718544309928161,0,0,0,0,0,0,0.0671564726481122
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.734862171060753,0,0,0,0.0691873459436628,0,0,0,0,0,0,0.11042408979743,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0556450232759617,0,0,0,0,0,0,0,0,0.109603122433313,0,0.158775194263091,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.327134110266728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202274764983704,0,0,0,0,0.0512646534809081,0,0.238602809547208,0,0,0.124800992332145,0,0,0,0,0,0,0,0,0,0.0100494302098046,0,0,0.498542186663769,0,0,0,0.0333395491799805,-0.0865409356167662,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.112878536274813,0,0,0,0.0151493329414769,-0.0390696287987118,0,0,0,-3.46944695195361e-18,0.291041148655756,0,0,0,0,0.0507964443832183,0,0,0.249270558616844,0,0.301910960527115,0,0,0,0,0.0774125867362938,0,0,0,0,0,0,0,0,0,0,0,0.169462303911633,0,0,0,0,0,0,0.160248664166264,0,-0.0360404595476088,0.200891224573834
X601658.CH.Equity,0,0,0,0.202601045507623,0,0,0,0,0,0,0,0,0,0.0862196059410883,0,0,0,0.198607912473086,0.0695607516958119,3.46944695195361e-18,-0.261307053576031,0,0,0,0,-0.0965486219878348,0,0,0,0,0.0599351820786466,0,0,0,0,0,0,0,0,0,0,0,0.457377869336541,0,0,0,0,0,0.0346909179254631,0,0,0,0,0
