,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.412969584187225,0.0327857115708913,0.0634362782956455,0,0,0,0,0,0,0.191127238283618,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0593383602719283,0,-0.02551878654321,0.0599109206728466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00057395221576954,0,0.00971667638984888,0.00197662434778966,0,4.33680868994202e-19,0,0,0.0622179471036145,0.0507706756361814,-0.101032596115127,0,0
X601939.CH.EQUITY,0.177639225916428,0,0,0.206352309722334,0,0,0,0,-0.0956421688419392,0,0.131138567028762,0,0,0.217667181388531,-0.0714479241892989,0,0,0,0,0,0,0,0,0,0.196812351796257,0,0,0,-0.0257428188038477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270917058680288,0,0,0.161374243538276,-2.16840434497101e-19,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376184145613263,0,0,0,0.214655264954588,0,0,0,0,0,0,0,0,0.146417243567167,0,0,0,0.0916341666263883,0,0,0.0341661983582341,0,0,0,0,0,0,0,0,0,0,0,0.0842775403547571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.514755917016547,0,0,0,0,0,0.199419645619128,0,0,0,0,0,0.105167686841067,0.12295328536311,0,0,0,0,0,0,0,0,0,0.039612873506254,0,0,0,0,0,0,0,0,-0.510940087755817,0,0,0,0,0,0,0,0.156857230459649,0,6.93889390390723e-18,0,0,0,0,0,0,0.24724804448846,0
X600036.CH.EQUITY,0,0,0.00134679169994868,0,0,0,0,5.42101086242752e-20,0,0,0,0.273995325937876,0,0,0,0,0.0921084874894942,0,0,0,0,0,0,0.0111469813570712,0,0,0,0,0,0.1784210420553,0.0424753635630053,0.0889907647172449,0,0,0,0,0,0,0.0189543610575246,0,0,0,0.173386162995737,0,0,0,0.104886667496872,0.0155099640159681,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.032654396179988,0,0,0,0,0,0,0,0,0.203592715548927,0,0,0.0437075304266945,0,0.479684933238012,0,0,0,0,0.135672618644087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864802529736527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142315829835389,0,-0.16941505363803,0,0,0,0,0,-0.218883240493849,0.476224426505901,0,0,0,0.709702594895112,0,0,0,0,0,0,0,0,0,0.373196531396203,0,0,0,0,0,0,0,-0.23267972146627,0,0,0,0,0,-0.0165768544280497,0,0
X601628.CH.EQUITY,0.0414272263790982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12535187963242,0,0,0,0,0.280414474489852,0,0,0,0,0,0,0.131743496821698,0,0,0,0,0,0,0,0,0,0,0,0,0.0600947258268587,0,0,0.0341784056707068,0,0,0.037275282320532,0.0240466959860267,-6.93889390390723e-18,0.0650094078640361,0,0,0
X601658.CH.Equity,0,0,0,0.0581103971287903,0.154820837489785,0,0,0,0,0,0,0,0,0.152595140013414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223115003630594,0,0,0,0,0,0,0,0,0.146515626641796,0,0,0,0,0,0,0,0,0,0,0.312051233251389,0,0,0,0,0
