,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.21912461220308,0,0.406422533002374,0,0,0,-0.0117979931910969,0.162459659947089,0,0,0.0731471431813389,0,0,0,0,0,0,0,0,0,0,-0.0780880077297716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567704158562747,0,0.00658491147686414,0,0.122290020631971,0,0,0
X601939.CH.EQUITY,0.352676219921986,0,0,0.285826013906754,0,0,-0.09592171913613,0,0,0,0.00277314833741335,0,0.139762602520129,-0.064284941422419,0,0,0,0,0,0,0,0,0,0,0,0.0315883316834462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201211337012825,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.463505018016452,0,0,0,0.251239919710039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099400011067563,0,0,0,0,0,0,0,0,0,0,0.0244285768600072,0,0.0318133541010873,0,0,0,0,0,0.0135742933160614,0,0.0720785647654706,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739040428357507,0,0.441068539558641,0,0,0,0,0,0.272471676550616,0,0,0,0,0,0.100005042135023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147171305465144,0,0,0,0,0,0,0,0,0,0,0,0,0.0173827462996519,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026019986757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471616935858574,0.20373551436667,0,0,0.0586815379463177,0,0,0,0.195131779319264,0,0,0,0,0,0,0,0,0,0,0,0.197602162021522,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,0,-0.0717595997440175,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0,0,0
X601658.CH.Equity,0,0,0,0.0984845152100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324945601733095,0,0,0,0,0,0,0.364280382182048,0,0,0,0.13248610850932,0.0593990030593004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.200998607693978,0,0,0.167304493935739,0,0,0,0,0,0,0,0,0.146198036140544,0,0,0,0,0,0,0,0.129585020714079,0,0,0,0,0,0,0,0,0.0347852600488208,0,0,0,0,0,0,0.0672257215919446,0,0.171652687022066,0,0,0,0.125618751912061,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0139939220425536,0.0728987837893774,0,0,0,0.281034491727496,0,0,0,0,0.0753493711642224,0,0,0,0,0,0,0.0877079607468894,0,0,0.053071849794302,0,0,0,0,0,0,0,0,0,0.169562384874161,0,0,0,0.0381126020380106,0,0,0.00599929564470197,0,0.00634034795149448,0,0,0,0,0.0631176294199509,0,0.117069655093781,0,0.0352445541575488,0,0,0,0,0
X600000.CH.EQUITY,0,6.93889390390723e-18,0,-4.33680868994202e-19,0,0,0,0,0,0,0.295113947974562,0,0,0,0,0,0,0,0,0,0.181869677166363,0,0,0,0,0.233124982257755,0,0,0,0,0,0,0.00569403234399324,0,0,0,0,0,0,0,0,0,0.133459395481395,0,0,0.123859884755918,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702443793553181,0,0,0.0970597044618728,0,0.400347890347087,0,0.0828864978078984,0,0.0431141225292286,0,0.149749234830267,0,0,0,0,0.0855483259863719,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.225155125430597,0,0,0.0220895597417943,0.424911973060033,0,0,0,0,0,0,0,0,0,0,0,0.0368774348236111,0,0,0,0,0,0.0459143488377376,0,0,0.00107498554165921,0,0,0,0.00719604644288574,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0230500911727977,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0451250340419993,0,0,0,0,0,0,0,0,0,0,0.0102548903123476,0,0,0,0,0,0,0.0967088679297833,0,0,0,0,0,0.0382351370019861,0,0,0,0.33721125308477,0,0,0.0194308672238877,0,0.007771403236393,0,0,0,0.140829021975269,0,0.364500490186105,0,0,0,0.0360284612827219,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0297067474114137,0,0,0,0,0,0,0,0,0,0.404775573005456,0,0,0,0,0,0.240167013254703,0,0,0,0,0,0.000612894101836251,0,0.0681992573222281,0,0,0,0,-0.121834209653551,0,0.163241117230008,0,0.176896889800962,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
