,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.436663047343057,0,0,0,0,0,0,0,0,0,0,0.334720405011892,0,0,0,0,0,-0.0398924204222292,0,0,0,0,0,0,0,0,0.0648741027392374,0,0,0,0,0,0,0.00483927393563812,0,0,0,0,0,0,0,0,0.00985939699284649,0,0.127454651947696,0,0,0,0,0,0
X601939.CH.EQUITY,0.280433626177567,0,0,0,0,0,0,0,0,0,0,0.136546147003072,0,0.383889674111555,0,0,0,0,0.0691637664383753,0,0,0,0,0,0,0,0,0,0,0.0173202977782104,0,0,0,0,0.0749407875148804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0,0,0,0
X601288.CH.EQUITY,0.32068521927336,0.125008517616107,0,0,0.381530780460157,0,0,0,0,0,0,0,0,0,0.0963475972226177,0.0372934815569754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177215462764657,0,0,0,0,0,0,0.23853801052503,0,0,0.0933787330269115,0,0,0,0,0,0,0,0.023487382653312,0,0,0,0.0979724621082988,0,0,0.0741621958458631,0,0,0,0,0.101489914050889,0,0,0,0,0,0,0,0.065047469445822,0,0,0,0.0492686655346794,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.276052142652842,0,0,0.180329003282457,0,0,0,0,0.59939934866943,0,0,0,0,0.569535435226194,0,-0.641271409360257,0,0,0,0.116409471048222,0,0,0,0,0,0,0,0,0,0,0.0168784580969644,0,0,0,0,0,0,0,0,-0.201213730710877,-0.0420627359997802,0
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0357029360244474,0,0,0,0,0,0,0,0,0,0.0258265592377788,0,0,0,0,0.168479475455567,0,0,0.0552075737104237,0,0.0967041223092253,0,0.107515314843169,0,0,0,0,0,0,0,0.0541607698999838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369871833548157,0,0,0,0
X601628.CH.EQUITY,0,0.284699711756669,0,0.136422510660191,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0154893206103736,0,0,0.0582693593724198,0.0294378002334119,0,0,0,0,0,0,0,0,0,0.193246466159093,0,0,0,0.016396078814115,0,0,0,0,0,0,0,0,0.112270789094897,0,0,0,0,0,0,0.012658259921054,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.227381813304293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377337747418928,0.202502739674062,0,0,0,-0.0530267194573828,0,0.410067904582403,-0.311982126450945,0,0,0,0,0.929757555300587,0,0,-0.573088447652041,0,0,-0.00648116100154045,-0.143021311655425
