,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.013583337495884,0,0,0.108796808600531,0.0327459337767657,0.0307633986321957,0,0,0.373738133573138,0,0,0,0,0,0,0,0,0,0,0,0,0.0532992147183953,0,0,0,0,0,0,0,0.0380009324390526,0,0,0,0,0,0,0,0,0.0187468321008283,0,0.0190495817854119,0.15018026342151,0,0,0.00208579736181008,0,0.0759284087647529,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.333580918095691,0,0,0,0,0,0,0,0.261735761950911,0,0,0,0.014613480492027,0,0,0,0,0,0,0,0,0,0,-0.0458739489439243,0,0,0,0,0,0,0,0,0.132722461730575,0,0.0537331419598602,0.128528562808436,0,0,0.155259530870692,0,-0.00963020674173307,0.0150189958151103,0.0371028350613863,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.614047021073365,0,0.115096805764426,0.0349858591223658,0,0.0402658850791582,0.066480198818303,0.0726694146937681,0,0,0,0,0,0,0,0,0,0,0,0.0596431440049879,0,0,0,0,0,0.0206832357434436,0,0,0,0,0,0,0.0724767053650226,0,0,0,0,0,0,0,0,0.147944012245634
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.519969496276208,0,0,0,0,0,0,0,0.0588878005149239,0,0,0,0,0.421404215303084,0,0.073626505023678,0,0,0.0540342821591419,0,-0.0290787754353805,0,0,0,0,0,0,0,0,0.000327771951483331,0.0434071318055893,0,0,0,0,0,-0.0379429730158171,0,-0.0376457898615432,-0.0740773768819062,0,0
X600016.CH.EQUITY,0.059726188693966,0,0,0,0,0.0374033766200271,0,0,0,0,0,0,0,0,0.00488791196841724,0.35056590123184,0.0582166416586642,0,0,0,0,0,0,0.298637157228824,4.33680868994202e-19,0,0,0,0,0,0,0,0.0844355635598514,0.0168851535627098,0,0,0,0,0,0.053728485937458,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.438829123558506,0.156700548851945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682792724676024,0,0,0,0,0,0,0,0,0,0.169742211562621,0,0,0.025118878375574,0.0363974729554747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.13630960680581,0,0.0153933354934756,0
X600919.CH.EQUITY,0,0,0,0.154385668874775,0,0,0,0.567517389902294,0,0,0,0,0,0.033266354474819,0,0,0,0.0028899306030169,0.212636834456486,0,0,0,0,0,0,0,0,-0.102528692151234,0.0358506945345279,0,0,0,0,0,0,0,0,0,0,0,-0.125156913749543,0,0,0,0,0,0.11848815936531,0,0,0,-0.0796113967181972,0,0
X600926.CH.EQUITY,0,0.00968690193927267,0,0,0,0,0.419128549458609,0,0,0,0,0,0,0.0654451378935374,0,0,0,0.297643753193747,0,0,0,0,0,0,0,0,0.0990966447276503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785768949891021,-0.0826611073649154,0,0.160423245723693,0,0,0,0,0
X601009.CH.EQUITY,0.167298830839615,0,0,0,-0.1138600764489,0,0.100823764361059,0.180416589158062,0,0,0,0,0,0,0,0,0,0,0.328638889479781,0,0,0,0,0,0,0,0,0.0402837217357646,0.314127584563382,0,0,0,0,0,0,0,0,0,0,0,0.316928927404857,0,0,0,0,0,0,0,0,0,-0.200539913403123,0.0241443818541722,0
X601166.CH.EQUITY,0.20387560592811,0.262764945052154,0.0602420607515043,0,0,0,0,0,0.0179179091108235,0,0,0,0,0,0,0,0,0.142153102731457,0,0,0.273176020460967,0,0,0,0,0,0,0,0,0,0.0181214467680313,0,0,0,0.163359440952911,0,0,0,0,0,0,0,0,0,0,-0.0044914380033363,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.166368850294741,0,0,0,0,0,0,0.181337634758417,0,0,0.0258383095132284,0,0.141271565420867,0,0,0,0.0757531512772491,0,0,0,0.37570107257624,0,0,0,0,0,-0.0910054574162789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665233235904446,-0.00302307440739504
X601229.CH.EQUITY,0,0,0.316568315349792,0.0582573718999782,0,0,0,0,0,0,0.252456703765779,0,0,0.0353597406770832,0,0,0,0,0,8.67361737988404e-19,0.00716376172364307,0,0,0,0,0,0.0542193077467,0.0648520900807286,0,0,0,0,0,0,3.46944695195361e-18,0.112782400579157,0,0.0864528211880565,0,0,0,0.0472749233961478,0,0,0,0,0,0,0.0301904216605787,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942453874352214,0.0276338133178107,0,0,0,0.657878441967948,0.111489886680326,0,0,0,0,0,0,0.106081882185299,0,0,0,0,0.0271110344231814,0,0,0,0,0,0,0,0,0,0,0,0,-0.184685409256716,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.10985213085767,0,0.0387827691159585,0,0.0495167298782772,0.164964650546094,0,0,0,0.190108806295816,0.443564064057837,0,0,0,0.0349549002511248,0,0,0.0143247681731029,0,0,0,0,0,0,0,0,0,0,-0.127946486288303,0.013900677338345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307993009826803,0,0,-0.116195546412886
X601398.CH.EQUITY,0,0,0,0,0,0,0.00645359145232074,0,0,0,0,0,0.231290437239682,0,0,0,0.0546471298213392,0.190184207804264,0.615696563124594,0,0,0.0544701583841008,0,0,0,0,0.0495260342986677,0,0,0,0,0,0,0,0,0,0.0724493688057211,0,-0.0239158791641275,0,0,0,-0.271089356309769,0,0,0,0,0,0,0.0830671909144314,0,-0.0371092469699795,-0.062468875973427
X601577.CH.EQUITY,0,0,0,0.0609482339753556,0,0,0,0,1.73472347597681e-18,0,0,0.136993627608458,0,0,0,0,0,0,0,0,0.167466111561779,0,0.0791816982543556,0,0.243315443236269,0,0,0,0,0,0,0,0,0,0,0.152890105597577,0,0,0,0,0,0,0.129961344419521,0,0,0,-0.0669735918800136,0,0,-0.0105471361512418,0,0,0
