,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0109773936205586,0,0,0,0,0.0767253935225034,0,0,0.349641113008451,0,0,0,0,0,0.110476257771718,0.120819822299169,0,0,0,0,0,0,0,0,0,0,0,0.119376411161436,0,0,0,0,0,0,0,0,0,0,0,0,0.126767973335046,0,0,0.101700305911557,0,0,0,0,0.0399078736765643,0,0.0158619275316673,0
X002142.CH.EQUITY,0,0,0,0,0,0.120840988615157,0.128973259483031,0,0.0897219475054186,0,0,0,0,0,0.306654971311047,0,0,0,0,0,0,0,0.228924469079443,0,0,0,0,0,0,0.123418165804174,0,0,0,0,-0.109117305365176,0,0,0,0,0,0,0,0,0,0,0,-0.0606979555067037,0,0,0,0.388963854040809,-0.00816130290522112,0.00659667426659378
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223746686048264,0,0,-1.73472347597681e-18,0.117953376109334,0,0,0.104157529366467,0,0,0,0,0.118352050700729,0,0,0,0,0.0579975726479974,0,0,0,0,-0.0998365070142833,0,0,0,0,0.274895646060708,0.0514246546761681,0,0,0,0,0,0,0.0558881197746759,0,0.111511596922587,0,0,0,0,0.0490429679941325,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.0657976017326397,0,0,0,0,0,0.132824817285507,0.118117593392152,0,0.032569360805146,0,0,0.480928929655129,0,0,0,0,0.0359555904219105,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.144186036291535,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131950342449505,0,0,0,0,0.262778473694536,0,0,0,0.125841212825054,0.46444171151321,0,0,-0.123678649091909,0,-0.0694474447228833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18032812244903,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.226421257061955,0,0,0,0,0,0,0,0,0.2848299485164,0,0,0,0,0,0,0,0,0,0,0,0.201950427496477,0,0,0,0,0,0,0.227210784327441,0,0.159582707579444,0,0,0.0122692410279326,0.118751182855252,0,0.0364416492160387,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.0573623249387319,0.394953025413622,0,0,0,0,0,0,0.0300594242841929,0,0,0,0,0.0680160362520619,0,0,-4.33680868994202e-19,0,0,0.413527668499228,0,0,0,0,0,0,0,0.0738201737828097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184042368806064,0,0,0,0.0112338103108535,0,0.0609538740706718,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.177762159085427,0,0,0,0.0476539035202173,0,0,0,0,0.125588601385897,0,0,0,0,0.339625457463572,0,0,0,-0.0390060439255776,0,0,0,0,0,0,0,0.222808012402837,0,0,0,0.11389289854765,0,0,0,0.0961229452048619,0,0,0,0,0,0,0,-0.0264541880193181,0,0.00957037926979207
X601009.CH.EQUITY,0,-6.93889390390723e-18,0,0,-0.111033586390717,0,0.459717596376645,0.28200927355954,0,0.152261695565016,0,0,0,0,0.0816711781570908,0,0,0.0296817308238212,0,0,0,0,0,0,0.0330839157606742,0.0705497804205267,0.0347427751131993,0.022207831527513,0,0,0,0,-0.0562057372248927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187396839166684,0,0,0,-0.240103446408234,0,0
X601166.CH.EQUITY,0.325970515063405,0,0.0117820427780655,0,0,0,0,0,0.101741661877578,0,0,0,0,0,0,0,0,0.239390179416657,0,0.0975414795361909,0,0,8.67361737988404e-19,0,0,-0.0574205522912131,0,-0.0826345796750813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980733847416048,0.27840698344685,0,0,-0.0466437528063215
X601169.CH.EQUITY,0,0,0,0.166564899842936,0,0,0,0,0,0,0,0.0665761271921118,0,0,0,0.0481814555821016,0,0,0.131595625542841,0,0.237366220794398,0.102918633156899,0,0,0.00372424640359634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14485197128357,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.203538138323406,-0.0230655575220406,0,0,0,0,0,0,0,0,0.301323679384089,0,0,0,0,0,0,-0.148931517138542,0,0,0.354109672748688,-0.0089541810317857,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496034857227342,0,0,0,-0.0613028254669959,0,0,0,0.289808699257778,0,0,0,0,0,0,0.108019195425839,0,-0.0351662741945502,0
X601288.CH.EQUITY,0,-0.0244886630150533,0,0,0,0,0,0.0807149411367983,0,0,0,0,0,0,0.351209064761523,0,3.46944695195361e-18,0.0236116267572708,0.247057848946182,0,0.0263581310793439,0,0,0,0,0,0,0.0848055932171034,0,0,0,0,0,0,0,0.0518701388126366,0,0,0,0,0,0,0,0,0.0447558106515134,0,0.166016923843538,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.074371774321607,0,0,0,0,0,0,0.302806076302599,0,0,0,0,0,0.284527812692786,0,0,0,0,0.0484562667161408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095800977404745,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300236402581064,0,-0.0411487446845969,0,0
