,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0532753359027428,0,0,0,0.154479909369042,0,0,0,0,0,0,0,0,0,0.190456381177683,0,0,0,0,0,0,0,0,0.0648957157683129,0.0631582267065508,0,0,0,0,0,0,0.159763647672132,-0.0183298937100721,0,0,0,0,0,0,0.122165986969854,0,0,0,0,0,0.156715551835527,0,-0.270104545556285,0,0,-0.162018442412708
X002142.CH.EQUITY,0.1943586231584,0,0,0,0,0.151111471913951,0.0730403247411629,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.184781605937548,0.0659562904670303,0.0365614179499429,0,0.0955914696947515,0,0,0,0,-0.0582796194663443,0,0,0,0,0,0,0,0,0,0,0,-0.0559647144083502,-0.150878807576377,-0.171104396281207,-0.243853139755967
X600000.CH.EQUITY,0.0655173489412886,0,0,0,1.73472347597681e-18,0.128956825875799,0,0,0,0,0.415478268140206,0,0.0559240565149052,0,0,0,0,0,0.00718252942962818,0,0.20969327062348,0,0,0,0.0264244571394911,0,0,0,0,0.0631266785243532,0,0,-0.0646817608369004,0,0,0,0,0,0,0.107187151744806,0,-0.0393342924077609,0,0,0,0,0,0,0,0,0,0.104047691780631
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.271623595834782,0.0362978353747066,0,0,0,0.260331528799264,0,0,0.0863074969179097,0,0,0,0,0,0,0,0.0568613040991936,0.042014464736862,0,0,0,0,0,0,0.109018173007785,0,0,0,0.0698755609375478,0,0,0,0,0,0,0,0,0,-0.030554763589522,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.163172979886961,0,0.364593698476512,0,0,0,0,0,0,0,0,0,0.0159298227798566,0.156871459424169,0,0,0.356039737746695,0.0256018540625104,0,0,-0.0148750916243776,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.224915684310945,0.143116705597863,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.112943472116334,0,0,0,0,0,0,0.0377091164867354,0,0.0988784961937738,0,0,6.93889390390723e-18,0,0.032001248009536,0.166249819855136,0,0.05957004365171,0,0,0,0.0371925698529038,0,0,0.00337646901384588,0,0,0,0,0,0,0,0.0151313828180267,0,0
X601166.CH.EQUITY,0,6.93889390390723e-18,0,0,0,0.433415134282038,0,0,0,0,0,0.204369420745888,3.46944695195361e-18,0,0.0107534541294395,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.00241598724397213,0,0,0,0,0,0.058289785034519,0.429286421024227,0,0,0,0,0,0,0,0,0,0,0,0,0.0339881408324841,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0627093224119758,0.272454945508104,0.431335155567685,0,0,0,0,0,0,0.229543754825658,0,0,-3.46944695195361e-18,0.119463493917359,0,0,0,0,0,0,-0.0697213695201228,0,0.0382777195549527,0,-0.0111293977105856,0,0.0243096559525068,0,0.056942945260297,0,0,0,0,0,0,0,0,-0.0600414601997386,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.0318923777877874,0,0,0,0,0,0,0,0,0.175936641035142,0,0,0,0.321210310420433,0,0,0,0,0.030677542043399,0,-0.134249040639536,0,0.0694088873958188,0,0,0.322534133931833,0,0,0,0,0,0,0.139882354746496,0,0,0,-0.122612651536622,0,0,0.195872352219044,0,0,0,0,0,-0.0645285973489216,0,0,0,-0.0879680652657055,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.260478762999064,0,0,0.556367824478707,0,0.0295324084661609,0.123042991806039,0,0,0,1.73472347597681e-18,0,0,0,0,0.0764141080194426,0,0,0,0.0103120852825793,0,0,0,0,0,0.0013737505645344,0,0.029502641752363,0,0,0,0,0,0,0,0.0339747532560494,0.0585219454368266,0,0,0,0,0,0,0.0562760873129337
