,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0718359732007217,0.236220454711637,0,0,0.017879245354517,0,0,0,-0.0785977933498139,0,0,0,0,0,0.163487553825021,0,0,0,0,0,0,0,0,0.149105482745607,0,0,0,0,0,0,0,0.231882662890885,-0.00241690821133741,0,0,-0.0284075942886474,0,0,0,0.0780765782421783,0,0,0,0,0.0325888061926368,0.0789741305636461,0.068862416376384,-0.310499869723107,0,0,-0.186846960660981
X002142.CH.EQUITY,0.163263653128667,0,0,0,0,0.221536979408522,0.0267842903194543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195734719200302,0,0,0,0,0,0.042623948610863,0.0371928029788165,0.115489534621178,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352715934959632,0,0,0,0,0,-0.194800801351242,-0.156789336316089,-0.168853677004496
X600000.CH.EQUITY,0.0831458285280778,0,0,0,1.73472347597681e-18,0.138914760516307,0,0,0,0,0.360032359407872,0,0.0812618698756159,0,0.0366654097954789,0,0,0,0,0.205849288847063,0,0,0,0,0.0229584563853549,0,0,0,0,0.0755164974930235,0,0,-0.0597610621425344,0,-0.0328713053812519,0,0,0,0,0.101188700659003,0,0,0,0,0,0,0,0,0,0,0,0.0908220748016268
X600015.CH.EQUITY,0,0,0,0,0.00535300778319811,0,0,0.140238048115308,-1.73472347597681e-18,0,0,0,0.312558871886316,0,0,0.130102384541649,0,0,0,0,0,0,0.110575792383501,0.0895571878285511,0,0.0711341294335807,0,0,0,0,0,0.112136916526792,0,0,0,0.0249884059896486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0335679425778974,0.152870258899698,0,0.350415948845179,0,0,0,0,0,0,0,0,0,0.126465312593917,0,0.00662903159851512,0,0.36278531140706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.224297282368931,0.165888076838099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17546844439579,0,0,0.0225048632434834,0,0.0850207536310569,0.118406053506661,0,0.128201656265581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388178212105523,0.0288654832113235,0
X601166.CH.EQUITY,0.0199235867614724,0,0,0.179325848940785,0,0.493993261232313,0,0,0,0,0,0.0537571011468086,0.0355422086892104,0,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0,0.0520798123283284,0,0.202237613956106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0638266003388904,0.228315680029264,0.400242908238728,0,0,0.0405780017687286,0,0,0,0.269218607363455,-0.0143505210076721,0,0,0.138021902652476,0,0,0,0,0,-0.0381851788739153,0,0,0,0,0,0,0.045359212295718,0,0.0273821626830756,0,0,0,0,0,0,0,0,-0.0874082466567478,0,0,0,0,0,0,0,0.0967764341596494,0,0,0,0,0
X601229.CH.EQUITY,-0.00931418834049288,0,0,0,0,0,-0.0956000658786964,0,0,0.194731974402159,0,0,0,0.468922817905405,0,0,0,0,0.0121738938126258,-0.0802865633619074,0,0.328715450518249,0,0,0,0.0205552870369309,0,0,0,0,0,0,0.28438668568968,0,0,0,-0.15602297970751,0,0,0.140862262098488,0,0,0,0,0,-0.147939672768954,0,0,0,-0.0774932184699537,0.0432720955655051,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.230329336957291,0,0,0.579210209127106,0,0.0247953757984489,0.129442785866626,0,0,0,0,0,0,0.0497463679502743,0,0.0620365533655017,0,0.00868220002386198,0,0.015092665135811,0,0,0,0,0,0,0,0.0388912404645009,0,0,0,0,0,0,0,0.041387155970525,0,0,0,0,0,0,0,0.0480222460706038
