,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.385565162285636,0,0,0.226380712064733,0,0,0,0.0621334441113552,0,0.00633024083409203,0,0,0,0.0400027000597363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066344731223915,0,0,-0.166027414070514,0,0,0,0,0,0,0,-0.0973078425684045,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0.348038084272236,0,0,0,0,-0.0858517421136411,0,0,0,0,-0.101374777359738,0.0497507668261965,0,0,0,0,0,0,0,0,-0.0556969796441589,0,0,0,0,0.0158126495368768,0,0.045221766025742,0,0,0,0,0,0,0.188716761055113,0,0.0368320318881428,0,0,0,0,0,0,0,-0.220189456801576,0
X600000.CH.EQUITY,0.301866828649547,0,0,0.169209223367442,0.166086346125012,0,0,0,0,0,0,0,0,0,0,0.187912262752994,0,0,0,0,0,0,0,0,0,0,0.138724080547724,0,0,0,0,0,0.0267175709149154,0,0,0,0,0.000596010522113373,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426128207241838,-0.0307400031356882,0
X600015.CH.EQUITY,0.0319087825959055,0,0.23102675793219,0,0,0,0,0,0,0,0.0857183461404647,0,0,0,0,0.183215714049127,0.121277436208542,0,-0.0975939099568045,0,0,0.154212687383288,0,0.0622643825667515,0,0,0,0,0,0,0,0,0,0,0,0,0.0306789528369698,0,0,0,0,0,0,0,0,0,-0.0387632466406394,0,0,0.0440505342564781,0,0,0
X600016.CH.EQUITY,0,0,0.217682668437445,0,0,0.12985505977485,0,0,0,0,0.119853535476028,0,0,0,0.250171408860699,0,0,0,0,0.276352090923844,0,0,0,0,0,0,0,0.107346266399288,0,0,0,0,0.117619687541617,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.179313242351731,0,0.158803572909363,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0296756069309391,0,0.0656329602291806,0,0.120031124869816,0.302197175731963,0,0,0,0,0.0518612133323649,0,0,0.0891946771224034,0,0,0.115078041014687,0.0315443655046628,0,0,0,0.0339430850274918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584960114794914,0.15467826382259,0,0,0,0,0,0,0,0.031654075363881,-0.0230802908521043,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.112377236405657,0.160781644717066,0.0451025822017847,0,0,0,0,0,0,0.30657052505271,0,0.205830894319851,0,0,0,0,0,0,0,0,0.168769400198001,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863251193203652,0,0,0,0,0.0285392302292504,-0.0510508999396087
X600926.CH.EQUITY,0.0277284078690582,0,0,0,0,0.0706219154916124,0,0,0,0.436346217097992,0,0,0,-0.22226629145673,-0.0444560721513273,0.210064606677495,0,0.0656586722947263,0,0,0,0,0.0321410102929989,0,0,-0.0802673318900386,0,0,0,0,0,0,0.0135184540211587,0,0,0.16503076392997,0,0,0,0,0,0,0,-0.00196209162442204,0,0,0,0,0.0729732122975536,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0180135230556833,0,0.196729007801595,0,0,0.0312014264303204,0,0,0,0,0,0,0.11118704822262,0,0,0,0,0,0,0,0,0,0.156864199250603,0,0,0,0,0,0,0,0.0747514295589305,0,0,0.0306317040488417,0,0,0,0,0,0,0.093360933623098,0,-0.0759129884592358,-0.00928128582889177
X601166.CH.EQUITY,0.161861440243042,0,0,0,0.0422460396577373,0.333902474364346,0,0.2250368319751,0,0,0,-0.0742714000271881,0,0,0,0,0,0.0795768917166238,0,0,0,0,0.245646786299561,0,0,0,-0.109672132281185,0.09161075879502,0,0,0,0,0,0,0,0,-0.0279203077332676,0,0,0,0,0,0,0,0,0,0,0.10119887317071,0.00713042659821172,0,0,0,-0.0250242744620533
X601169.CH.EQUITY,0,0,0.175781781040528,0,0.393797208537966,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0690059404380854,0,0,0.0237151171995995,0,0,0.123235209207614,0,0,0,0.1292498257239,0.0704888844001883,0,0,0,0,0,0,0,0,0,0.0598136368769578,0,0,0,0,0,0,0,0,0,0,0,0,0.133415244189553,-0.00866190161789326,0,-0.0314037265556713,0,0
X601229.CH.EQUITY,0.00944843663565726,0,3.46944695195361e-18,0.281231646666881,0,0.144038584442107,0,0,0.0802867403008644,0,0.174825612762926,0,0,0,0,0.127153733713928,0,0,0,0,0.142559620722196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019672403496667,0,0,0,0,0,-0.0233065073007106
