,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.123615882631366,0,0,0.644101965889612,0,0.0256857032646648,0,0,0,0,0,0,0.0692587469587877,0,0,0,0,0,0,0,0,0,0.045511995197817,0,0,0,0,0,0.0951925226939441,0,0,0,0,0.0555604969044094,0,0,0,0,0,0,0,0,0,0,0,-0.241529086997979,0,-0.136533542910037,0,0,0,0.0047560096639948
X002142.CH.EQUITY,0,0,0.105067216896403,0,0.537385047350897,0,0,0,-0.118220939147885,0,0,0.0569974074959278,-0.101585541673203,0,0,0,0,0,0,0,0,0.111909750071998,0,0,0,0,0,0,0,0,0,0,0.261554300986491,0.0305261893909143,0,-0.2341282141796,0,-0.00893159320289316,0,0.0191383836244851,0,0,0,0,0,0,0,0,0,0,-0.0515307346723882,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.369411866672589,-8.67361737988404e-19,0,0,0,0.0418073358098648,0.0128232441507603,0,0.0154957579455424,0,0,0,0,0,0,0,0,0,0,0,0,0.199068225067525,0,0,0,0,0,0,0,0,0,0.0439973837111592,0,0,0.0411427222841621,0,0,0,0.0114037496435452,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.215669681094749,0,0,0,-0.0516946529984652,0,0,-0.329239039869632,0,0,0,0,0,0,0,0,0.764723269637513,0,0,0,0,0,0,0,0,0,0,0.365006751856227,0.0650255162940949,0,0,0,0,0,0.0788963306647787,0,0,0,0,0,0
X600036.CH.EQUITY,0.173292158942248,0.271982591903299,0,0,0,0,0,0,0,0,0,0,0,0.131992618730893,0,0,0,0,0,0,0,0,0,0,0,0,0.00596059142196704,0,0,0,0.135098508313797,0,0,0,0.0459511628098108,0.0901943247096333,0,0,0.09071057324737,0,0,0,0,0.109955729068733,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.110176541420956,0.175335172239236,0,0,0,0,0,0.0379648592526828,0,0,0,0.294606036183158,0.0518783732803759,0,0,0.10191102928037,0,0.0784239615027217,0,0,0,0,0,0,0,0,0,0,0.0546068674357437,0,0,0,0,0,0,0,-0.0375329160141745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074097820384118
X601169.CH.EQUITY,0,0,0,0,0,0.0627854786202056,0,0.266681466824326,0,0.269886983006626,0.025790537069962,0.0532148773381501,0,0,0.0495646516931735,0.0384515075954589,0,0,0,0.125919206275873,0,0,0,0,0,0.0590098176026978,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400164893786519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00775422838936659
X601229.CH.EQUITY,0,0.192722806426538,0,0,0,0.163342317591192,0.404911406112562,0,0,0,0,0.151427186421561,0,0,0,0,0,0,0.305162114191764,0,0,0,0,0,0,0,0.152458879817406,0,0,-0.0332234354704037,0,0.213191896015596,0,-0.136952656034027,0,0,0,-0.386976146931351,0,0,0,0,0,0,0,0,0,0,0,0.0665795393035926,0,0.189786199396446,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.134476716395479,0,0.0987870197362372,0.40881187581981,0,0,0,0,0,0,0,0,0.0160999959286697,0,0,0,0,0,0,0,0,0,0,0.0074043922624761,0.0365906314100588,0,0,0,-0.00915424999415649,0.206199422116535,0,0,0,0,0,0,0,0,0,0,0.130579552511578,0,-0.0316969804088478
X601328.CH.EQUITY,0,0,0.553385173483404,0.10857815757408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177346215988655,0,0,0,2.16840434497101e-19,0,0.0396777842521393,0.068752717445036,0,0,0,0,0,0,0,0.0484249998428269,0,0,0,0
X601398.CH.EQUITY,0,0,0.281051495000876,0,0.0379130574618142,0,0.16160425335301,0,0.332610248606634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423336980725576,0.0369054089276336,0,0.0852936412342848,0,0.0152114582961303,0,0,0,0,0,0.0353979991434872,0,0,0,0.0214486890291414,-0.10332498178345,0.100122779492409,0
X601818.CH.EQUITY,0,0,0,0.0288537301417896,0,0.178532081684214,0.12126806187993,0.12408594588048,0,0,0,0,0.104538109229893,0,0,0.19250371191875,0,0.0113242733112846,0,0,0,0,0,0,0,0,0,0,0.146189976538893,0,0.0812769031640868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325754754524819,0,0,0,0,0,0.0343177440915981,0
X601939.CH.EQUITY,0,0,0,0.0899774134839642,0,0,0,0,0.283199963292315,0,0.0258519522075971,0,0,0,0.422702201511163,0,0,0.00847238843125683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179309498130199,0,0,0,0,0,0.114993808033341,0,0,0,0,0,0,0.263685927934631,0
X601988.CH.EQUITY,0,0.122004545643099,0,0,0.070725111170999,0,0,0,0.303032016990391,0,0,0,0.0790104686218734,0,0.0727702917599856,0,0.00739196767872754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255029252981386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112056167666377,0,0.0150224845629527,0.119240262687982,0.0324178395440628,0,0,-0.169843441177966,0
X601998.CH.EQUITY,0,0,0,0.0885028409971269,0,0,0,0.196889236411232,0.132781426509832,0,-1.73472347597681e-18,0,0.215171371542577,0,0,0,0,0,0,0.0736369729686462,0,0,0,0,0,0,0.0972471580137785,0,0,0,0,0,0.103680266340474,0,0.0398391137366713,0,0.105860220588064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153293667935317,0.13920661256275
X601658.CH.Equity,0,0,0,0,0.155424080674407,0.377388159132788,0,0,0,0,0.209478399386115,0.139753174072184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597553615043386,0,0,0,0,0,0,0.0640301760199993,0,0.0229842098984051,-0.115484058837636,0.130781177583472,0,0,-0.0263215710364973,-0.0148262811822015,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565669745311993,0,-0.0506276204991077,0,0.342100564546448,0.416726561048313,0,0,0,0,0,0,0,0,0,0,0.073711316264464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109959196829896,0.170588326625924,0,0,-0.0286731798298712,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.12031284015466,0.423885737375764,0,0,0,0,0.0713694293597186,0,0.182250458299055,0,0,0,0,0,0,0,0,0,0,0.0702315639539253,0,0,-0.355846527002402,0,0,0,0.0979906485271638,0.0549994405943116,0,0.00855030280836606,0,0,0,0.0478886656181088,0,-0.176928709690476,0,0.12924709220706,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.105671380543091,0,0,0.345348025741876,0.0512516846654131,0,0,0,0,0,-0.0985161969310631,0,0,0,0,0,0.0426818528268682,0.141264116693903,0,0,0,0,0,0,0.223097110418598,0,0,0,0,0.18785236480724,0,0,0,0,0.0836029175520016,0,0.151527676698076,0,-0.0810167741678594,-0.035229583692379
