,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.349707826671634,0,0,0.0111125664733832,0.55260515176623,0,0,0,0,0.029944738569664,0,0,0,0,0,0.0285795691765134,0,0,0,-0.0262473676938321,0.215109660837051,0,0,0,0,0,0,-0.0303685248555496,0,8.67361737988404e-19,0,0,0,0,0,0.0421025201347891,0,0,-0.15784397187914,0,0,0,0,0,0,-0.00670097584574834,0,-0.119699834920495,0,8.67361737988404e-19,-0.109425714598945,0.0209019230897384
X002142.CH.EQUITY,0.213114659954323,0,0,0,0.0305663102417744,0.103397857272647,0.0243791349431249,0,0,0,0,0,0,0,0,0,0,0,0.0567254065196383,0,0,0,0,0,0.144551291875067,0,0,0,0,0,0,0,0.195790196208221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203511381504706,0,0
X600000.CH.EQUITY,-0.00839085015238496,0,0,0.111693113800183,0,0,0,0,0.344585413986816,0,0,0,0,-6.93889390390723e-18,0,0.0416581860354566,0,0,0.105764925013554,0,0.088132524857641,0,0,0,0,0,0,0,0,0,0.00044876932300593,0,0,0,0,0,0,0,0,0,0.0720752912828618,0,0.107020538430477,0,0,0,0,0,-0.00470645812531367,0,-0.0112400648609042,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.430995366647822,0,0,0.0434837227714572,0,0,-0.171319932047678,0,0.0270191294069446,0,-0.20496831930467,0,0,0,0,0,0,0,0,0.365871584424723,0,0,0,0.239485428529257,0.0636132446203635,0,0,0,-0.0850516896689144,0,0,0.222269187895554,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0853872439140448,0,0.113065683172029,0.442492753730389,0,0,0,0,0,0,0.0302927263664767,0,0,0,-0.0424067471970398,0,0,0.0484294853802796,0,0,0,0,0,0,0,0,0,0,0,-0.128888863899247,0,0,0,0,0,0.195280085631994,0,0,0.128751626224912,0,0,0,0,-0.0488785333930319,0,0,0,0,0,0,-0.0107636510608951,0,0
X601166.CH.EQUITY,0.392071797623432,0,0,0,0.0721636872130502,0,0,0,0,0,0.30056300226022,0,0,0,0,-0.0129915880839241,0,0,0,-0.0877875097608119,0,0,0,0,-0.0124883900550821,0,0,0,0,-0.0384343795036419,0,0,0.0708913802887761,-0.0697801591818996,0,0,0.0242282087065078,0,0.0628350289619703,0,0.111475027809487,0,0,0,-0.167214866776095,0,0.0199927053778492,0,0.112525086146793,0,0,-0.0564468372980867,0
X601229.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.524266813043201,0,0,0,0,0,0.0125181660642388,0,0,0,0,0,0,0,0.0713444032193658,0,0,0,0,-0.0444396880523538,0.101753006883534,0.0834270105722294,0,0,0,0,0,0,0,0.0263821477883126,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.134546311979311,0.105369482666304,0.486890031968999,0.067863560064962,0.0470848497866038,0.141741339349421,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557363228327,0,0,0,0,0,0,0.0163462004535737,0,0,0.00279702795785186,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0
X601328.CH.EQUITY,0,0,0.331990949448661,0.0998178547054837,0,0,0,0,0,0,0,0,0.0607601029618782,0.0276169055551644,0.17799589668486,0,0,0,0,0,0,0,0,0,0,0,0.12701880787359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144953662648189,0,0,0.0502963014124269,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0322732538511583,0,0,1.38777878078145e-17,0.205042418449605,0.393187807622172,0.250369992333047,0,0,0,0,0,0,0,0,0,0,0.0427214274955789,0,0,0,0,0,0,0,0,0.00814430813112082,0,0.00213105309364997,0,0,0,0,0,0,0,0,0,-0.0926644434976076,0,0.0532637694671079,0.0863821668029493,0,0,0,0
X601818.CH.EQUITY,0,0.411575077844175,0,0,0,0.0282319046839584,0,0,0,0,0,0,0,0.179963145748536,0.0757529930748962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107934413941739,0,0,0.0947864434771158,0,0,0,0.0650587644691425,0,0,0,0,0,0,0,0.0931355966277467,0.00282364921853007,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,-8.67361737988404e-19,0.09215954194577,0.0526270672276467,0,0,0,0,0.337074583965187,0.0770355510163065,0,0.425136381736596,0,0,-0.024653207139418,0,0.210437220375012,0,0,0,0,0,0,0,0,0,0,0,0,0.117486747571654,0,0,0,0,0,0,0,0,-0.0776333731813717,0,-0.0160198287070441,0,0,0,0,0,0,0.0689631375922517,0,0.191628008335152,0.0954048328093512,0
X601988.CH.EQUITY,0,0,0.0432641335568444,0,0,0,-0.0982873967137226,0.527365408700086,0.283197893947733,0,0,0,0,0,0,0,0,-0.00795240737648491,0,0,0,0,0,0,0,0.147514441775113,0,0,0.00142238640960592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419459331354342,0,0,0,0
X601998.CH.EQUITY,0,0,0.0937056590994461,0,0,0,0.0878647173362252,0.178934735630529,0,0,0.0765320880478766,-0.0163488797037148,0.345230478344413,0,0,0.0334379680280869,0,0,0,0,0,0,0,0,0,0.0554856577159259,0,0,0,0,0,0,0,0,0,0.11928283875824,0,0.102499736674043,0.232358275263466,0,0,0,0,-0.0187736799386899,0,0.00694169861655103,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.344792094035721,0.437514718598566,0,0.388867766556665,0.0223401739072998,0,0.0660330151407532,0,0.310257183958963,0,0,0,0,0,0,0,0,0,0,0,-0.217540299573787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848720202553581,0,0,0.100744370235802,0.267267628270718,0.0749647146040036
X11.HK.EQUITY,0,-0.00398478792172582,0,0,-0.0912133951621189,0,0,0,0,0,0,-0.0130050877569826,0,0,0,0,0.115119165617513,0.594491144175864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465761718555847,0.0470463418295404,0,0,0,0,-0.0105443429450597,0,0,0,0,0,0,0.232110900741126,0.123538721513954,0,0,0,0
X2388.HK.EQUITY,0,0,0,0.132212934622603,0.0159309624106821,0,0,0,0,0,0,0,0,-0.0176549266493589,0,0.475405704881347,0,0.178697602040517,0,0,0,0,0,0,0,-0.183312319726159,0,0,-0.0552406961328615,0,0,0,0,0,0,0,0,0,0,0.0374169023664739,0,0.0614158300374663,0,0,0.15866949721405,0,0,0,0,0,-0.0164131518806858,0,0
X5.HK.EQUITY,0,0.050596158652519,0,0,0,0.156397504465737,0,0,0,0,0,0.00879830969460126,0,0,0,0.239957262352834,0.0770216247065608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985176392157315,0,0,0,0,0,0,0.293657016865907,0,0,0.0156787204038468,0,0.21755707250341,0.141263061219486,0,0,0
X000166.CH.EQUITY,-0.0525004783696136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069012576955981,0.0160806089228103,0.262404148640875,0.0435339125306928,0,0,0,0.349048125642981,0,0.33939583546948,0,0,0,0.0520962202961536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00299581484517304,0
