,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.161783004146907,0,0,0.186361510596026,0,0,0,0,0,0,0,0,0,0.0982280329562332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184491039178057,0,0.035497706467996,0.131794796383407,0,0,0,0.0378089846629039,0,0,0,0,0,0,0,0.107324734259586,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.131886873041858,0,0,0.210030009411139,0,-0.160199034825118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246729580857023,0,0,0.358156209444731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0
X600000.CH.EQUITY,0,0,0,0.0282119346835792,0.167689072039613,0.0808904693073584,0.0400783865225688,0,0.257939169053039,0.102782526941478,0,0.135000309934056,0,0.0510395046353125,0,0,0,0,0.0621839526898473,0,0,0,0,0,0,0,0,0,-0.00651279198482316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164794567977705
X600016.CH.EQUITY,0,0,0,0,0,0.0660538668804695,0.0284231769634217,0.0416334564823977,0.349646312945305,0.131212755881701,0.00237617602085768,0,0,0,0.1098154327363,0,0,0,0,0.049476609154677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202873586609169,0,0,0,0.254837148259523,0,0,0,0,0,0,0,0.0670292017934681
X600036.CH.EQUITY,0,0.349533292603248,0,0,0,0.224751285103273,0,0,0,0,0,0,0.158093201046177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023973369868738,0,0,0,0,0.097980115632198,0.106359216153283,0,0,0,0,0,0,0,0.0216473863543998,0,0,0,0,0,0,0.0665463118681319,0.0240772043578827,0,-0.0141780899503132
X601166.CH.EQUITY,0.200970012259378,0,0.223907579254496,0.0401752252444971,0.139528304274359,0,0,0,0.0754265141008756,0.0230539843331713,0,0.17960525153979,0,0,0,0.0211498602628368,0,0,0,0.156226031666867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963283411870909,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.154641924704771,0,0,0,0,0,0,0,0,0,0.23386375928929,0,0,0.0856312522241326,0,0,0,0,0,0,0,0,0,0,0,0.323570703540131,0,0,0,0,0,0,0,0,-0.0447911627896404,0,0,0,0,0,0,0.0123307944172561,0.113960507284789,0,0,0,0.169607380982259,0,0,-0.116722938880944,0
X601229.CH.EQUITY,0,0.109974441006948,0,0,0,0,0,0,0,0,0,0,0,0,0.0966447328808133,0,0,0,-0.0304441296280982,0,0,0,0,0,-0.161015300256482,0,0,0,0.0772489545432448,-0.0519581615958522,0,0.144914176010908,0,0,0.0950381610553016,0,0,0,0,0,0,0,0,0,0.112767244326311,0,0,-0.27671525367824,0,0.352650143802771,0.0904077743836245,-0.146537385546049,0
X601288.CH.EQUITY,0,0,0.152111782558331,0.229233168428021,0,0.0144804140851482,0,-0.0847671118333545,0,0,0,0,0.453627843044896,0.0332119110188533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147440821809376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987483775446614,0,0,0,0,-0.00548623946326865,0,0
X601328.CH.EQUITY,0,0,0.099545664099197,0,0,0,0,0,0,0,0.0574030206246933,0,0.308734716920769,0,0,0,0,0,0,0.216710573590396,0,0,0,0,0,0,0.0122304185297472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217731977970406,0,0,0,0,0,0,-0.0102732714572019,0,0,0,0,0.0245737176586323
X601398.CH.EQUITY,0.0956627983979658,0.165007384266971,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0140106574852363,0.289059005050575,0,0,0,0,0,0,0.123662761703754,0,0,-0.0338507443932121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131735730807085,0,0,0,0,0.0653475525051964,0,0,-0.102769068585937,-0.0728662279396384,0,0,0,0,0,0.217456270829375,0.0545975426709908
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0.0175815308424366,0.251349060450918,0,0,0.145836598186807,0,0,0,0,0,0,0,0.229884824215133,0,0,0,0,-0.191107839330507,0,0,0,0.171534652435182,0,0,0,0,-0.0537614257524982,0,0.073140241442303,0,0,-0.162202177903273,0,0,0,0,0,0,0,0,0,0,0,0,0.173527606443688
