,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.372975929954828,0,0,0,0,0,0,0.154814761131759,0,0,0,0,0,0.0299728164567659,0,0,0,0,0,0,0,0.0660532278976148,0,0,0,0,0,0,0,0,0,0,0,0.310070404040812,0,0.0198898076683508,0,0.0663363796506405,0,-0.186174109527327,0,0.0112368462977982,0,0,0,0,0,0,0,0.00168950551483889,0
X002142.CH.EQUITY,0.171179516932988,0,0,0,0,0,0,0,0,-0.0376326789124424,0,0,0,0.258928325258446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469037646691537,0.00542416886262201,0.064254160435453,0,0,0,0,-0.110580549723277,0.0153377100749204,0,0,-0.0404379347246891,0,0,0,0,0,0,0,0,0,-0.0846537947425307,0
X600000.CH.EQUITY,0,0,0,0,0,0.505603701926076,0,0,0,0,0.0431804758005919,0.0402413042788139,0,0,0,0,0,0,0,0,0,0,0,-0.148726514746315,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.316148347883446,0,0,0.0101687193901661,0.286517830108354,0.134335297346295,0,0,0,0,0,0,0,0,-0.0283793360620066,0.0171381431358422
X600015.CH.EQUITY,0.0323638354779055,0,0.131485964548235,0,0,0,0,0.453775875572325,0,0,0,0.00695231028433494,0.0601128352320669,0,0,0.0497774873403636,0,0,0,0,0,0,0.180584300717852,0,0.106365656973483,0,0,0,0.0385577211065944,0,0,0,0,0,0,0,0,0,0,0,0,0.0720853094720811,0,0,0.0274026694458096,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.107419669373402,0.502276751911419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.435134786077028,0,0,0,0,0,0,0,0.0741190129591533,0,0.0470765909099542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161785992622322,0,0,0,-0.0693411231056305,0,0,0,0,-0.0839260207158341,0.284149192736544,0,0,0,0,0,0,0.0750465251100138,0,0,0,-0.173055464476411,0.194600802631364
X601166.CH.EQUITY,0,0.135271748084793,0,0,0,0,0,0,0,0.226883948847046,0,0,0,0,0,0,0,-0.118834375659198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518907318805166,0.0756858358434217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814735710357285,0
X601169.CH.EQUITY,0,0,0,0.813545907466544,0,0,0,0,0,0,0,0,0,0,0,0.112912461422815,0,1.73472347597681e-18,0,0,-0.253106140157334,0,0,0,0,0,0,0,0,0,0,0,-0.179059110232688,0,0,0,0,-0.0509659235903995,0.610503265165663,-0.299905580200203,0,-0.0723738442329676,0,0,0,0,0.00157606449394454,-0.00570384181505526,0.145271638866059,0,0,0
X601229.CH.EQUITY,0,0,0.249208101393781,0,0,0,0,0,0,0,-0.0415830850467118,0.446850499314811,-0.0161200503310531,0,0,0.00782532932021085,0,0,-0.00139183987349879,0,0,0,0,0.200024458959846,0,0.00339614420473613,0,0,0,0,0,0,0,0,0,0.194560687950521,0,-0.0236695180894434,-0.0151503502940318,0,-0.101250650827709,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.202274078876984
X601288.CH.EQUITY,0,0,0,0,0,-0.317108157368467,0.89343485964306,0,-4.33680868994202e-19,0,0,0,0,2.77555756156289e-17,0,0,-0.223624049005802,0,0,0,0,0,0,0,0,0,0,-0.00317252748210953,0,0,0,0,0,0.102327594963777,-0.0659443258683633,0,0,0,0,0,0,0,0,0.106912524568548,0,0,-0.112766750891877,0,0,0,0,0.389881899320275
