,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X600048.CH.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.021180417237182,0,0.382556885399369,0,0.0790138448711488,0,0,0.0253824928221259,0,0.0828492491670451,0,0,-6.93889390390723e-18,0,0,0.0682138625276177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203588672905382,0,0,0,0,0.118524257503683,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.314114642627027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52603276155622,0,0,0,0,0.0321502220775962,0,0,0,0,0,-0.0108353549073941,0,0,6.93889390390723e-18,-0.0859132498025117,0,0,0,0,0,0,0,0,0,0,0,0.00146049715798581,0.092753294855731,0,0.0201318808992648
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0856021761375783,0,0.154634090755446,0,0,0.0547023808618589,0,0,0,0,0,0,0.111100388196495,0.0227245144942913,0,0,0,0.294798958388937,0,0,0,-0.0608155624743312,0.120554593313961,0,0,0.0726614803022361,0,0,0.255158047458689,0,0,0,0,0,0,0,0.0618269484536094,0.0252501899228017,-0.153415340229629,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0100996145908141,0,0,0.211927426076677,0,0.0913802025300348,0,0,0,0,0,0,0,0,0.0108864724740877,0.167583902651634,0,0,0.0850845659186167,2.16840434497101e-19,0.0849037539550271,0,0,0,0,0,0,0,0,0,0,0,0,0.0749563618179773,0.172046054125854,0,0.0659922277888538,0,0,0,0,0.0174921629641558,0,0,0,0,0,0,0.0429399214702174,0,0,0
X600016.CH.EQUITY,0,0.135036393542379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294809394912482,0,0.153588584492157,0,0,0,0,0.207843272710475,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235308989455887,0,-0.0601031023778246,-0.0569398321360264,0,-0.0508120183417491,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00899950754448311,0,0,0,0,0,0,0,0.261147941177833,0.155629827613325,0,0,0,0,0,0,0,0,0.185679269902659,0,0,0,0,0,0,0,0,0,0,0,0,0.169592891199357,0.222306857578313,0,0.186978382934141,0.0148120628372507,0,0,0,0,0.232871486513497,0,0,-0.0234598455900957
X600919.CH.EQUITY,0,0.0953213555102267,0,0.37779305481675,0,0,0,0.0133312897070313,0.135750845037514,0,0,0,0,0,0,0,0,0.0113825445094964,0,0,0.0361167266886189,0,0.307682904693186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.364737739435865,0,0,0,0.067589623543559,0,0,0,3.46944695195361e-18,0.0984342426323546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300544409987937,0,0,0,0.0695556799296894,-0.0104909289942907,0.00741249204799315,0.103241139145301,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.492831927600779,0,0,0.0823634252870026,0,0,0,0,0.192278961762597,0,0.0773959912300253,0,0,0,0,0,0.204324135620822,-0.223176737647278,0,0,0,0,0,0,0,0,0,-0.0490723496672294,0,0,0,0,0,0,0,0,0,0.281915480421028,0,0,0,0,-0.0416866882105306,0.064992543367573
X601166.CH.EQUITY,0.284262461689877,0,0.108670966407536,0,0,0,0,0.0478031828531372,0.382769556732819,0,0,0,0,0,0,0,0.0428229354198191,0,0,0,0,0,0,0.0540447246863221,0.0607005085715678,-0.220447580359743,0,0,-0.0203682400275553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221540086292414,-0.156369181595111
X601169.CH.EQUITY,0,0,0,0.0236735641213539,0,0,0,0,0,0.0415581615339799,0,0.12905818585381,0,0.0617513404720319,0,0,0,0,0.166582741504975,0,0.231895875302936,0.139010855706758,0,0,0,0,0,0,0,0,0,0,0,0.137127049411222,0,0,2.77555756156289e-17,0,0,0,0,0,0,0.0627487606261305,0,0,0,0,0,0.0135198988412703,0,0,0
X601229.CH.EQUITY,0.205166912356311,0,0.0339566557459458,0,0,0,0,0,0,0,0.19247449181188,0,0,0,0,0.293793579976302,0,-0.258286238059714,0,0,0.0345397720184335,0,0,0,0,0,0.0702838378004457,0,-0.066166574350221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675160793784592,0.290289841631818,0,0,0,0,0,0.0655251293199771,0,0,0
X601288.CH.EQUITY,0,-0.0219090401287204,0.0449041301392996,0,0,0,0,0,0,0,0,0,0,0,0.302884701176885,0,-3.46944695195361e-18,0,0.127504263509531,0.0148260051057307,0.0683257017171129,0,0,0,0,0,0,0,0,0,0,0,0,0.0636434272362107,0,0,0,0,0,0,0.147879570494046,0,0,0,0,0,0.160830888858617,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.158769577885196,-6.93889390390723e-18,0,0,0,0,0,0.0751317112148057,0,0,0,0,0,0.371364018857649,0,0,0,0,0.0731224339186357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509842826987611,0,0,-0.021185228778987,0,0
X601398.CH.EQUITY,0,0,0,0,0.0634275007719233,0,0,0,0,0,0,0,0.57442658948635,0,0,0,0,0,0.232768620714209,0.0754957852847047,0,0.0425212584033696,0,-0.0744484915664982,0,0,0,0.00283377534713112,0,0,0.105057779302219,0,0,0,-0.0426531551492601,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0669298425065789,0
X601577.CH.EQUITY,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.000130161692978808,0,0,0,0,0.0923796143440187,0,0,0,0.60542660966616,0,0.043274577963584,0,0.165615311657104,0,0,0,0,0,0,0.0584334118853701,0,0,0,0,0,0,0,0,0,0.0214251874431193,6.93889390390723e-18,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0255881041190805
X601818.CH.EQUITY,0.132828755051424,0,0,0,0.369839556456058,0,0,0,0,0,0,0,0,0,0,0,0,-0.048897872653704,0,0.28714128988004,0,0,0,0.170921489694124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143791153505734,0,0,0,0,0,0,0,0
X601838.CH.EQUITY,0,-0.139557267637408,0,0,0,0.213745775032393,0.181291526784111,0,0,0.420662010974863,0,0,0,0,-0.129483921342038,0,0,0,0,-0.0495490112307623,0.283555962295738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101939352020583,0,0,0,0,-0.136860489153293,0,0,0,-0.123138973011939,0.19023194821093,0,0.146531433060103,0,0
