,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.221365478896423,0,0,0.10463268461922,-6.93889390390723e-18,0,0,0,0,0,0,0.116703230755267,0,0,0,0,0.0247922788870874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120575041141072,0,0.0810898071867582,0.0918571447410837,0,0,0,0,0,0,0,0.0811469779725047,0,0.0441913430851673,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.13191030829468,0.664229564537595,0,-0.104605326935719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794899274766878,0,0,0,0,0,0,0,0.190080444600033,0,0.0475808302760828,3.46944695195361e-18,-0.0277927980753053,0,0,0,0,0,0,0,0.0614452717006071,-0.128229987679761
X600000.CH.EQUITY,0,0,0,0,0.0856878135813034,0.484435563233057,0,0.0179321389982275,0.170680259878059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415372156983547,0,0,0,0,0.0451947282958353,0,0,0,0,0.0236704147409714,0,0.0189302575225368,-0.0153612814136035,0,0
X600016.CH.EQUITY,0,0.0555423100251865,0,0,0,0.196349109547204,0,0.0102179857907011,0.160829805010908,0,0.0573288113339023,0,0,0,0,0,0,-0.167854711929069,0,0,0.176441198877468,-0.419240521132819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168233420322687,0.078977365786184,0,0,0.00726060604831361,0.217894053833903,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.43858460086398,0,0,0,0,0.0590282572225404,0.0739312412851572,0,0,0,0.300551414843342,0,0,0,0,0.021362698156081,0.0690236009347091,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272677757000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661070644585642,0,0,0.0658707991935042,0.0344745047749546,0,0
X601166.CH.EQUITY,0,0.0444487553399863,0.12247574042499,0.0475772049241092,0,0,0,0,0,0,0,0,0.520576284042577,0.0828886748048331,0.0560110256622493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389418206125124,-0.0297958864287672,0,0.0123160449138132,0,0.0127106263625294,0,0,0,0,0.026303288254122,0,0,0.0684019590495882,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.907950345529276,0,0,0,0,0,0,0,0.257071789426557,0,0,0,0,0,0,0,0.00694125235797827,0,0,0.305781779632116,-0.343625703568669,0,0,0,0,0,0,0,0,-0.0939867177101752,0,0,0,-0.167429159956136,0,0,0,0,-0.15309820779546,0,0,0.127117351480794,0,0.125789788627851
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.91032826790389,0,0,0,0,0.0590663315846535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11724018252684,0,0,-0.0668891805971719,0,0,0,-0.0933778064271136,0,-0.0180123411915983,0,0,0,0,0,0,0,-0.0477414593422465,0,-0.00179062234128677
X601328.CH.EQUITY,0,0,0.0859519639006933,0.330063330170671,0,0,0.145240852312306,0.108681679880911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489727764007128,0,0,0,0,0,0,0,0,0,0,0,0.01294326563174,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.00432604263942392,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.843902612842952,0,0,0,0,0,-0.0628309934936088,0,0,-0.113666135338167,0,0,-0.345140466540336,0,0,0,0,0,-0.130606202810883,0,0,0,0,0,0,0,0,-0.0865033402678515,-0.129930827979563,0.0550092387435132,0,0,-0.121323639358999,0,0,0.586985476966945,0,0,0,0
