,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.158471924438161,6.93889390390723e-18,0,0,0.0144153852712174,0,0.389519858595303,0,0.0125150632645104,0.0169625692605407,0,0.253531847057847,0,0,0,0,0,0,0.000288955396556451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414839638485213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,-2.16840434497101e-19,0,0,0,6.93889390390723e-18,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.14945268761718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874400834938676,0,0.0758011503499929,0,0.285384350207117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111841677907192,-0.0189924194255736,-0.11645502133737,0.0646320580066324
X600000.CH.EQUITY,0,0,0,0.339687902706311,0.407061330716613,0,0,0.0390361277790614,0,0,0.0583296685045197,0,0,0,0,0,0,0,0.0828676036558865,0,0.0241112845867786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0167220193036197,0.256389844138864,0,0,0,0,0.350373945742106,0,0,0,0,0.0313140342077958,0,0,0.13881900142807,0,0,0,0,0,0,0,0,0,0,0.0375750939722118,0,1.73472347597681e-18,0,0,0,0,0,0,0.0912950298839865,0,0,0,0,0.0492585491011137,0,-0.00397244385373617,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.306297873280281,0,0.0305315374075423,0.153026855123645,0,0,0.130834428085621,0.17986227847879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113994225764045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353019101563944,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0.0218151423754553,0,0,0.0547784864342118,0,0.0978083196798581,0.0978520796501804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114020699316095,0,0,0.0137070078003058,0,0.0800181850823569,0,0.0180697871811621,0.0799828213478842,0,0,0.0268266170187096,0,0,0.203229894598388,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.230553118124021,0,0,0.0661198260081037,0,0.154393548693495,0,0.0402398700956794,0,0,0.351457538612879,0.0885297851376493,0,0,0,0,0,0,0,0,0,0.062886294469019,-0.0712769708529732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447309439688662,0,0,0,0,0,0,-0.00208463136614528,0
X601169.CH.EQUITY,0,0,0.177379719862511,0.330920852545651,0.0417173311120596,0,0,0,0.0775519193770679,0,0,0,0,0,0.0506645351611991,0.155937662524214,0,0,0,0,0,0,0.14196660780792,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.00438281167175005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.10017704067645,0.140046864792799,0,0,0,0.0397443613158126,0,0,0,0.358714362292519,0,0,0.180628710322272,0,0,0.0827709289782578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717148697796014,0,0,0,0,0,0
X601288.CH.EQUITY,0.0963271143446585,0,0,0,0,0,0,0,0,0,0,0.32074180163687,0,0.124965125299647,0.381538366149503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372937287093251,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.140169303678398,0,0.480255768501566,0,0,0,0,0,0,0,0,0,0.303312308436014,0,0,0,0,0,0.0310246281067991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321297133624948,0,0,0,0,0,0.0303752884737485,0,0,0,0,0,0
X601398.CH.EQUITY,0.334713758629185,0,0,0,0,0,0,0.00985787755216851,0,0.436668560565853,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0.127459069382401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484016882433395,0.064871548166471,0,0,0,0,0,0,-0.0398928613900552,0,0,0,0
X601818.CH.EQUITY,0,0.04672098280086,0,0,0,0.0360203523640105,0.342861590560555,0,0,0,0,0,0,0,0,0.49524535145132,0,0,0,0,0,0,0,0,-0.0437638741590431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609283492263223,0,0
