,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0623895091324804,0,0,0,0,0.0634195949072346,0,0,0,0,0,0,0,0.147551164439177,0,0,0.0146954337536674,0,0,0.0350370237029478,0.183762987902255,0,0,0,0.106868441469988,0,0.0279425599359397,0.157186239692974,0,0,0,0.0676364973787306,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0585726166242412,0,0,-0.022737977719208,0
X002142.CH.EQUITY,0.0342965914036448,0,0,0,0,0.210984836287259,0,0.0925922060362213,0,0,0,-0.0224815807798969,0,0.228774384698618,0.098007468826746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255017247493506,0,0,0,0.0848977841037676,-0.127459111948889,0.129822929125542,0,0,-0.231088095013987,0,0,0,-0.0175537255977066,0,0,-0.0149768446152546,0.067308996337275,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.165735468856341,0.536403332526732,0,0,0,0,0.0334805991544179,0,0.251923279234798,0,0,0,0,0,0,0,0,-0.430632027531437,0,0,0,0,0,0,-0.114800791765158,0,0,0,0,0,-0.0175707325793603,0,0,0,0.224933267521863,0,0,0,0,0,0,0,0.0241604128332239,0,0,-0.108284808218182,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.0642676333309392,0.338258871959688,0.0636163206041186,0,0,0,0.0983719468404645,0.0907783890579518,0,0,0,0,-0.127035851975639,0,0,0.484554169562121,0,0.0416746378405288,0,0,0,0,0,0,0.0214631020030983,0,0,0,0,0,0,0,0.0264753624890134,0,0,0,0,0,0,0,0,0,0,0,0,0.275016837128138
X600016.CH.EQUITY,0.133115433507755,0,0.0798702675047141,0.144563422938578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220252113260012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0181529888162217,0,0,0,0,0,0,0,0.588895606518016,0,0.123697074015654,-0.0867775894524568,0,0,0.0587063492175934,0,0,0,-0.0302032539651185,0,0,0,0,0,0,0,0.239533001817307,0,0,0,0,0,0,0,0,-0.256474373044425,0,0,0,0,0,0,0,0,0.204075773280882,0,0,0,0,0.112543934864102
X601166.CH.EQUITY,0,0,0.224256598076324,0.0532147049253711,0,0,0,0,0,0.25595112880263,0,0.149249608164161,0,0,0,0,0,0.0372077767649004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204504091173056,0,0,0,0,0,0,0.155924053195723,0,0,0,0,0,0,0,0,0.0987201552987545,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.95728173292742,0,-0.152650289537256,0,0,0.022575520005293,0,0,0,0,0,-0.0580493817410257,0,0,0,0,0,-0.135011967709113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483797218869942,-0.0661104420694259,0.589277130024927,0,0.0260508326440473,0,0,0.0264592144846219,0,0,0,0,0,0.142572342535769,0,0,-0.0798708220538966
X601229.CH.EQUITY,0,0.0367341080868782,0,0,0,0,0.0690070410476273,0,0,0,0,0.411627098958858,0,0,0,0,0,0,0,0,0,0,0.0901970066720769,0,0,0,0,0,0.126239609913536,0,3.46944695195361e-18,0,0,0,0.122170300719636,0,0,0,0,0,0,0,0,0,0,0.0994629256814135,0,0,0,0,-0.0854059756122842,-0.0416999027563762
X601288.CH.EQUITY,0,0,0,0,0,0,0.59158566013817,0,0,0,0,0,0,0,0,0,-0.374761053310053,0,-0.271299720724297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782089326609245,0,0,0.174409119606545,0,0,0,0,0,0.000574875216537291,0,0.16936894779779,0,-0.319798265211944,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0.00121605028377412,0.711743581112252,0,0.0474533104448996,-0.0454452332563104,0.0232355111367073,0,0,0,0.121351255657267,0,0,-0.144930445080524,0,0,0,-0.449748452576639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303875476754709,0,0,0.0744687738454494,0,0,0,0.216116917696203,0,0,0,0,0
X601398.CH.EQUITY,0,0,-0.0931875274157912,-0.0482259565538815,0,0,0,-0.0486292822199968,0.68148160744448,0,0,0,-0.11682294652691,0,0,-0.0809412162289356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211758368976469,0,0,0,0,-0.0254114393133448,0,0,0,0,0,0,0,0,0,0,0,0.433747020960089,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.0308482011236194,0,0,0,0.302784238109352,0,0,0,0,0,0,0,0,0,0,0.00398998760065764,0,0,0,0.314874400347833,0,0,0,0,0,0,0,0,0,0,0.0138155419327066,-1.73472347597681e-18,0,0,0.206140065292608,0,0,0.225463836069951,0,0,0,0,0,0,0,-0.162448136818807,0
X601939.CH.EQUITY,0,0.594895566806468,0,0.105006146317188,0,0,0,0,0,0,0.0328583503390829,0.27645465390712,0,0,0,0.0528915625283756,0,0,0,0,0.0244071556219789,0,0,0,0,0,0,0.0953887991467426,0,0,0,0,0,0,0,-0.110338963009683,0,-0.0262381164178236,-0.0123730971368013,-0.207526288886063,0,0,0,0,0,-0.199892751160128,0,0,0,0,-0.00644673122935034,0
X601988.CH.EQUITY,0.246991185210869,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.122166804323272,0,0,0,0,0.00786424396759194,0,0.408728746635083,0,0.135699342502564,0,0,0,0,0,0,0.20648778683057,0,0,0,0,0,0,0,0.0188044025161386,0,0,0,0,0,0,0.00781594022901472,-0.0755802793591423,0,0,-0.12398183379336,0,-0.361685396342976,0,0,0
X601998.CH.EQUITY,0,0,0.145846977792543,0,0,0,1.38777878078145e-17,0.0362566708238793,0.249948070794928,0,0,0,0,0,0,0,0,0,0,0.0178802964506656,0,0,0,0,0,0.00896545997273687,0,0,0,0.259455390748339,0,0,0,0,0,0,0,0,0,0,0,0,0.173704271990774,0,-3.46944695195361e-18,0,0.0908543727079958,0,0,0,0,-0.0131998793450302
