,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0669354447191754,0,0,0,0.151985309312712,0.072672542839368,0,0,0,0,0,0.309648779434814,0,0.142629202309452,0.0540785180116927,0,0,0,0,0,0,0,0.150082913198313,0,0,0.0452107443250968,0,0,0,0.0375092674660549,0,0,0,0,0.00643681703642155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.720225650096973,0,0,0,0,0,0,0,0,0,-0.108258255209417,0.0603436693075131,0,0,-0.0599714053948501,-0.0484162066679739,0,0,0,0,0,0,0,0,0,0,0.346505977012307,0,0,0,0,0,-0.119795126130384,0,0,-0.0112217751060237,0,0,0,0,0,0,0,0,0,-0.0522351411358321,0,0
X600000.CH.EQUITY,0.00559969259565537,0,0,0.230116610618138,0,0,0.14047958154558,0,0.197923205203584,0,0.322708069648519,0,0,0,0,0,0,0,0,0,0,0.101926558162854,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0243505364146399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.247572909308841,0,0,0,0,0.283015709498874,0,0,0,0,0,0,0.0219341304290045,0.215953754217184,0.00592577352734256,0,0,0,-0.0457050572915454,0,0,0,0,0,0.0675889801374214,0,0,0,0,0,0,0,0,0.105798503665465,0,0,0,0,0.0532852460866564,0,-0.00428990940731933,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.115210129103954,0.13600062593569,0,0,0,0.184562701793414,0,0,0.0673635983433033,0,0,0.137294037531275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862214289955202,0,0,0.132014469831092,0,0,0,0,0,0,0,0,0,0,0,0,0.0123029686906594,0,0.152717053453146,0,0,0,0,0,0
X600036.CH.EQUITY,0.14248224760565,0,0,0,0,0,0.274440555445089,0,0,0,0,0,0.203469904594702,0,0,0,0,0,0,0,0.0558535544166992,0,0,0,0,0,0,0.0840612382408673,0,0,0,0,0,0,0,0,0.0886151961350643,0,0,0,0,0,0,0.108533891070372,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601166.CH.EQUITY,0.175188218337595,-0.017393677600721,0,0,0,0.151834274409008,0,0,0,0,0,0,0.51364388363545,0.183859256120659,0,0.0691779154806652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353837496417202,0,0,0,0,-0.0993492869801657,0,0,0,0,-0.012487438047075,0,0,0,0,0,0,0,0,0.0376559418810076,-0.0996754198610859
X601169.CH.EQUITY,0,0,0,0.384746766024814,0,0,0,0,0,0,0.173481156768119,0,0.0433147908379937,0,0.0100687407660035,0,0,0,0,0.0411839763208379,0,0,0.0866152729876825,0,0,0.00505913854591052,0,0,0,0,0,0,0,0.219250369095227,0.051438336378026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.105153467432891,0.238653607405344,0,0,0,0.0381813571104176,0,0,0,0,0,0,0.30328533284093,0,0.102149239435726,0.0663569680743254,0,0,0,-0.138840529853707,0.051050297606051,0,0,0,0,0.139769511208775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285485238036401,0,0,0,0,0,0
X601288.CH.EQUITY,0.0328981830588671,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.25794332656323,0,0.184281450391587,0.434912329446951,0,0,0,0.00429014778222176,0,0,0,0,0,0,0,0,0,0,0,0.0424312139999338,0,0,0,0,0,0,0.0124054037530901,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500751416520559,0
X601328.CH.EQUITY,0,0,0.308742037815814,0,0.241046885861934,0,0,0.14850115280569,0,0.00255285787246213,0,0,0,0.0682356105182971,0.076976634750244,0.0558360945180319,0,0,0.0370750505383778,0,0,0,0,0,0,0,0,0,0,0,0.0434444766153057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0280175333205906,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0390962779810513,0,0,0,0.0121575549810462,0,0,0.280294880608606,0,0,0,0,0,0,0,0,0,0.0182067022968734,0,0,0,0,0,0,0,0.115190398618199,0,0.110736636980666,0,0,0.295208666930106,0,0,0,0,0.0523065486136329,0.0573218045805127,0,0,0,0,0,0,-0.00353924941421909,0,0,0,0
X601818.CH.EQUITY,0,0.00952488960839006,0,0,0,0.0433152829265864,0.473252990828957,0,0,0,0,0,0,0,0,0.387495622202704,0,0,0,0,0,0,0,0,0,0,0,-0.0135376169936848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429216985789666,0.056340351672906,0,0
X601939.CH.EQUITY,0,0.0464420145515503,0.426762862967262,0,0,0,0,0,0.0213418843480859,0,0,0.265671112061214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106813169742279,0,0.0559753487682729,0,0,-8.67361737988404e-19,0,0,0.0402892036371893,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.10760643113429,0,0,0,0.0464735469160281,0,0,0.243398193461886,0,0,0.109723351932072,0,0,0,0,0,0,0.0647869882669527,0,0,0,0,0,0,0,0,0,0,0.105881934058643,0.124560117128926,0,0.123402987799807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.155675742217778,0.269268430948372,0.20787451000864,-0.0586932135864573,0,0,0,0,0,0,0.203140584949202,0,0.145723593244197,0,0,0,0,-0.0388892766705099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141528143196756,0,0,0,0,0,0,0.0867106912006722,-0.0290706706997349,0,0,0,0,0,0,-0.168448621651945,0,0,0.0652462567751455,0.0419434205658149
