,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.215797251748639,0,0,0.0987688853246181,0.00424298065592917,0,0,0,0,0,0,0.111864683726331,0,0,0,0,0.084747794836718,0.0546468911257539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809249457190376,0,0.076084898514384,0.088596041997763,0,0,0,0,0,0,0,0,0,0.05610896710834,0,0,0,0,0.000840521573145802,0,0
X002142.CH.EQUITY,0,0,0,0.164740265427691,0.307875935714692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252862684392355,0,0,0.255450692692801,0,0,0,0,0.104420061483465,0,0,0,0,-0.0363149556202703,0,0,0,0,0,0,0.0731658794476219,0
X600000.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.479350909621173,0,0.0431956987336257,0.169176195678771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355292543667091,0,0,0,0,0.038197178711539,0,0,0,0,0,0,0,0,0.0806035120054067,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.109228537356177,0,0,0,0.163602439568404,0,0,0.151814554669009,0,0,0.0361694409860346,0,0,0,0,0,-0.127958729500377,0,0.313510122715491,-0.35807612803326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554898660679396,0.0954254817497325,0,0,0.165390980163591,0,0,0,0,0,0,-0.0397500833672723
X600036.CH.EQUITY,0,0.341203821728816,0,0,0,0,0.0356966594198591,0.19179838563442,0,0,0,0.216033099245983,0,0,0,0,0.0478899090549867,0.0786821558694704,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153460808757625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280574431073424,0,0,0.12100131920159,0.0518721651983017,0.0438715332850206,0
X601166.CH.EQUITY,0,0.0864313817978441,0.097099038403376,0.0262885644074929,0.0110027481924208,0,0,0,0,0,0,0,0.576907505022935,0,0.0455719969794695,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0320342224237034,-0.029289772939673,0,0,0,0,0,0,8.67361737988404e-19,0,0.0725005271212344,0,0,0.0366749763059435,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.711687694402179,0,0,0,0,0,-0.0143418803583441,0,0.416446793583791,0,0,0,0,0,0,0,0,0,0.248269794638762,-0.1687544749455,-0.0267962998923661,0,0,-0.148056481692754,0,-0.0357673148131749,0,0,0,0,0.101451973193594,0,0,-0.0645427421679699,0,0,0,0,-0.253512006766765,0,0,0.115358480208085,0,0.0683373698356135
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.91000158889475,0,0,0,0,0.0573071483978255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107653427508868,0,0,-0.0665275553087365,0,0,0,-0.0925429558507104,0,-0.0159235173420217,0,0,0,0,0,0,0,-0.0473537911800889,0,0
X601328.CH.EQUITY,0,0,0.0466685014593811,0.358189029260854,0,0,0.169783394797698,0.114352943953238,0,0,0,0,0.0131170857650657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351028088563824,0,0,0,0,0,0,0,0,0,0,0,0.00749497060377917,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.269342048533935,0,0,0.0111751431608758,0,0,0.151890205507438,0,0,0,0,0,0.259332659775385,0,0,0,0,0,0,0,-0.124469778796741,0,0,-0.193663274183516,0,0,0,-0.139056190754015,0,0,0,0.0146636237105298,0,0,0,0,0,0,0,0,0,0.058417317200715,0,0,0,0,0,0.0675431153376602,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.297603031305788,0.0418840790392824,0,0,0,0.097822347470514,0.0406451931275909,0,0,0,0,0.113548830093117,0,0,0,0,0,0.00341532205122548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124806292247524,0,0,0,0.0223855927378193,0
X601939.CH.EQUITY,0,0,0,0,0,0.0499136503627325,0,0.847970623042623,0,0,0,0,0,0.0447263068165007,0,0,0,0,0,0.0212752238414953,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0393244640794572,0.0763507272592053,0,0,0,0,0.0354586058106002,0,0,-0.0648157171348807,0,0,-0.121885996238228,0,-0.00938600745527274,0,0,0,0.0847168847499431,0.0205534226134989,0,0,0,0
X601988.CH.EQUITY,0,-0.0528434673679995,0,0,0,1.07268294339198,0.0124936266811818,0,0,0.0247193858168263,0,0,0,0.20215797543756,0,0,0.0196462949408484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149864823518625,-0.053564273259327,0,0.080719723059742,0,0,0,0,-0.184730953858152,0,-0.127818258998342,0,0,0,0,0,-0.169504751065514,0
X601998.CH.EQUITY,0,0,0,0,0,0.129975515578409,0,0,0,0.169855904847325,0,0,0.432043346325989,0,0,0,0,0,0,0.29452442601191,0,0,0,0,0,0,0,0,-0.113292832877051,0,0,-0.047054993669047,0,0,0,0,0,0,-0.0662422648963828,0,0,0,0,0,0.0586921447257341,0,0,0,0.0542952231328828,0,-0.090263054028681,0,0
X601658.CH.Equity,0.00148640382794412,0,0,0,0,0.015785300990173,0,0.247225630936502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209435853521822,0,0,0,0,0.237264169453385,0,1.73472347597681e-18,0,0,0,0,0,0,-0.111391499454523,0,0.467367507084913,-0.164354598065782,0,0,0,-0.12287552145446,0,0.0799865982503552,0
