,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.213886327841718,0,0,0,0.215364757639533,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0260076954476823,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.255860125668363,0.00938979233386299,0.0730271997342225,0.013153318929944,0,0.00621307536885083,0.0990601281773043,0,0,-0.0374488358789585,-0.103100505906195
X002142.CH.EQUITY,0.108694451730859,0,0,0,0,0.0911263841430902,0,0.111558642117579,0,0,0,0,0.0283214253988844,0,0,0.0775994660768621,0,0,0,0.202042195481538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893948093125506,0,0.0179641591738038,0.00137117144461621,0
X600000.CH.EQUITY,0,0,0,0.159449326094242,0.0345785467507454,0.0313352307386128,0,0,8.67361737988404e-19,0,0,0.264629046959208,0.0527196141466534,0.0264692402416168,0,0,0.184898203169697,0,0,0,0,0,0,0,0,0,0,0.0635730669361025,0,0,0,0,0,0,0,0.0720057822094422,0,0.0220202150750472,0,0,0.0453997923866512,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.430023540646772,0,0,0,0,0,0,0,0.0136443487839082,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.541712191936167,0,0,0,0.104521229032703,0,0,0,-0.120264528833677,0,0,0,0,0,0,0,0,0,0,0,0,-0.049343443004207,-0.0129738123271264,0,0,-0.0477819862388552,-0.135092461875624,-0.0706179743592393,0.0749780185649612
X600016.CH.EQUITY,-6.93889390390723e-18,0,0.0826060220720511,0.161250718693276,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.16120545086717,0.0187958392472397,0,0.217471090043867,0,0,0.155045056782502,0,0,0.105609710234977,0,0,0,0,0.0170492933239129,0,0.0291118613277669,0,0.0214200527414799,0,0,0,0,0,0.119612374723882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.115048425860657,0.400318494621241,0,0,0,0,0,0,0,0.0295674390851205,0,0,0,0,0,0,0.14975663935806,0,0,0,0,0,0,0,0,0,0.122706010961583,0,0,0,0.0874144913880219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689221143963597,0,0
X600919.CH.EQUITY,0,0.0534645553709047,0,0,1.73472347597681e-18,0,0,0.0201749772962355,0,-1.73472347597681e-18,0,0,0,0.163879551653205,0.0665993951016223,0,0,0,0,0,0.166542335911839,0.0207147017314209,0.0200419967626325,0,0,0,0,0,0,0,-0.0661317924013688,0,0,0,0,0,0,0,0,0,0.195487787038656,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.333643371613551,0,0,0,0.00890987583402328,0.237031233982463,0,-0.00874891993922848,0,0,0,0,0,0,0,0,0,0.0603311558094678,0,0.0287893289514916,-0.0333494735054777,0,0,0,0,0,0.0528809139905488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330152027928487,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.379095716172458,0,0.330053924586518,0,0,0,0,0,0,0,0,0,0.0122614135864955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115715149736544,0.0921664978437706,0,0.0112049509733699,0,0,-0.0537292206013092,0,0,0,-0.186592095840848,0,0.0466164818211966
X601166.CH.EQUITY,0,0.205783555988946,0,0,0,0.129193989231966,0,0,0.197992716582505,0,0,0,0,0.200191576434108,0,0,0,0,0,0.0134057671906989,-3.46944695195361e-18,0.104018777019582,0,0,0,0,0,0,0,0,0,0,0,0,0.0237199629239884,0,0,0,0,0.0365488403745391,0,0,0,0,0,0,0,0.00524720301595021,0.0336058146813197,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.11437932797089,0,0,0,0,0,0,0,0,0.0507377655797431,0,0,0.322802960420659,0,0,0.0446108281018684,0.237152489792038,0,0,0,0.191684345417574,0,0,0,0,0,-0.02524061829642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744094492157484,-0.0640994486164473,0
X601229.CH.EQUITY,0,0,0.296355498056736,0,8.67361737988404e-19,0,0,0,0,0,0.153311823473584,0,0,0.114117064445085,0,0.0623847452287244,0,0,0,0,0,0,0,0,0.143469040575362,0,0.0231258426311617,0,0,0,0,0,0,0,0,0,0.16645375074188,0,0.0370677276527363,0,0,0,0,0,0,0,0,0,0,0,0,0.0203205594446607,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.106396297188506,0,0,0.3243839898661,0,0,0,0,0.192332745166257,0.197425107314101,0,0,0,0.119914463964375,0,0,-0.0716575342198636,0,0,0,0.0129347454130493,0,0,0.0448253647351601,0,0,0,0,0,0.0769815092733476,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516281908122756
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.503229038452886,0.254133566680719,0,0,0,0,0,0,0.0427396261244814,0,0,0,0.0215751311753069,0,0,0,0.0545041867270596,0,0.0589323974045927,-0.0511507911952443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482770232535951,-0.117385297336911
