,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0369613891826605,0,0,0,0.149853918316287,0,0,0.0273527099044114,0,0,0,0,0,0,0.133752770885574,0,0,0,0,0,0,0,0,0,0.159010526539551,0,0,0,0.0289722811061386,0,0,0,0.225565882164176,-0.0196128718272944,0,0,0,0,0,0,0.0663590337777722,0,0,0,0,0,0,0.102076634247369,-0.309303229755587,0,0,-0.147442050217791
X002142.CH.EQUITY,0.285804454953538,0,0,0,0,0.10718638295446,0.0367401838770507,0,-0.0579856529543624,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.115541119101376,0.10797888606517,0,0.213776467311967,0,0,0,0,-0.0366505473980296,-0.0010638496819612,0,0,0,0,0,0,0,0,0,0,0,-0.180215944031607,-0.128486063259436,-0.234986140113348
X600000.CH.EQUITY,0.0820061808010698,0,0,0,0.023442269657778,0.0697171625899607,0,0,0,0,0.406103572806441,0,0.000956637746394117,0,0.0573806783827928,0,0,0,0,0,0.213530526698075,0,0,0,0,0.00991061406303513,0,0,0,0,0,0,0,0,0,-0.0160361495890768,0,0,0,0,0.0926861945964378,0,0,0,0,0,0,0,0,0,0,0,0.144357842006868
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.122446254100487,0,0,0,0,0.109037514042061,0.144252532320777,0,0.0360345424693336,0,0,0,0.00242389756002767,0,0,0,0,0.0738931664769071,0,0.0802808313164165,0,0,0,0,0,0.309633408553368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0388713035362946,0,0.109993689342822,0,0.408715837978934,0,0,0,0,0,0,0,0,0,0.0561607373115909,0,0,0,0,0.292737151922938,0.0192658682118552,0,0,-0.0520174609622628,0,0,0.219339875108559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.273413728331022,0.118277980037696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861239414140557,0,0,0,0,0,2.16840434497101e-19,0,0.12796301804662,0,6.93889390390723e-18,0,0,0.00576845468383743,0,0,0.177773014172585,0,0.112531822141432,0,0,0,0,0,0,0,0,0,0.0925066911694253,0,0,0,0,0.0205733552562395,0.00173078692638798,0
X601166.CH.EQUITY,0,0,0,0.175166459861349,0,0.510679247020655,0,0,0,0,0,0.0335471072871879,0.0462796247332992,0,0,0,0,0,0,0,0,0,0,0,0.00726602910602006,0,0,0,0,0,0,0.098541443188394,0,0.141636524106518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.252445683428861,0.457460433941067,0,0,0.108424541816074,0,0,0,0.147306896093388,0,0,0,0.124546946565921,0,0,0,0,0,0,-0.0680110701882294,0,0,0,0,0,0,0.0497315786987028,0,0.010968063436517,0,0.0880867600737402,0,0,0,0,0,0,-0.0313593508963272,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.0570016455082239,0,0,0,0,0,0,0,0,0.182687876723158,0,0,0,0.388713281780545,0,0,0,0,0,0,-0.0741970928700902,0,0.338458466965474,0,0,0,0.0781186861189922,0,0,0,0,0,0,0.235729765344168,0,0,0,-0.197510655952725,0,0,0.0964231918205133,0,0,0,0,0,-0.110683942377605,0,0,0,0,0.0910473012996543,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.170251210856812,0,0,0.606797692526086,0,0,0.140191867265934,0,0,0,0,0,0,0,0.112321570219547,0,0.100484526989958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105617114519857,0,0.029521788205892,0,0.0185792997407719,0,0,0,0.0494759741532338
