,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.114100203078773,0,0,0,0,0,-0.00170743847142301,0,0,0,0,0,0,0,0,0,0,0,0.134497528653133,0,0.376275991265166,-0.121031809181568,0,0.0668852740852983,0,0,0,0,0.232331060601074,0,0,0,0,0,0,-0.231395372150241,-0.0317597773591445,0,0,0,0,0,0,0,0,-0.132396735030379,0,0
X601318.CH.EQUITY,0,0,0,0,0.115722124067242,0,0.0659710340836816,0,0,-0.0373565222787864,0,0,0,0.0258553878928998,0,0,0,0,0,0.246001169645542,0,0,0,0,0,0,0,0,0,0.153756357304863,0,0,0,0,0,0,0.499556632538191,0,0,0,0,0,0,0,0,0.0598701952833463,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.820534903499227,0,0.0141674434695951,0.0447033952807081,0,0,0,0,0,0.0443909438911905,0,0,0,0.0276630432058969,0,0,0,0,0,0.0112267408471393,0,0,0,0,0,0.00392014613787291,0,0,0,0.0142233834721172,0,0,0,0,0,0,0,0,0,-0.0266391206956867,0.00705733950567608,0,0,0,0,0.0233659391814124,0.0621614403591465,0
X601288.CH.EQUITY,0,0,0.899466258730691,0,0,-0.0640951296976854,0,0,0,0,0,0,0,0,0,0.0282100113084678,0,0.144780529735539,0,0,0,0,0,0,0,0,-0.09216384266384,0.012019045066293,0,0,0.0133310613724596,0,0,0,0,0,0,0,0,-0.126927032412116,0,0,0,0,0,0,0,0,-0.0240339237358867,0,0
X601988.CH.EQUITY,0.0116818970662138,0,0,0,0,0,0,0,0,0,0,0,1.2259381658192,0,0,0,0,0,0,-0.241515406807434,-0.209546462122775,0,0,0,0,0,0,0.0203231610547587,-0.092410416074471,0,0,-0.0607957503251652,0,0.00985740167962761,0,0,0,0,0,0,0,0,0,0,0.0360508094122327,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0720064516790982,0.784248805484032,0,0,0,0,0,0,0,0,0,0,0.122294639515662,0,0,0,0,0,0,0,-0.0585536004219674,0,0,0,0,0.0453234303932424,0.247527733711983,0,-0.0863598846578004,0,0,0,0,0.200632584812184,-0.131239704636529,0,0.00919728042455882,0,0,0.0914517065090393,0
X600036.CH.EQUITY,0,0,0.340643525772132,0,0,-2.71050543121376e-20,0,0,0.0262933932930996,0,0,0,0,0,0,0.168591015546204,0,0,0,0.00106930097566326,0,0,0,0,0,0,0,0.13429990445159,-8.67361737988404e-19,0,0,0.289179293934469,0,0,0,0,0,0,0,0,0,0,0,0,0.0661721995963605,0,0.0329419560646211,0,0,0,0
X1299.HK.EQUITY,0.0180987369619138,0,0,0,0,0,0,0,0.214590462197899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229727069289135,0,0,0.090853498213614,0.106690156460265,0.00704057077936444,0,0.320750161273031,0,0,0.100313771040576,0,0,0,0,0,0,0,0,0.0788037779842919,0,-0.0543597810893875,0,0.459536283576073,0,0,0,-0.117947407561726
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0872604766703016,0,0,0,0,0,0,0.227724099379177,0,0,0,0,0.178520026716371,0,0,0,0.635166033772892,0.0265329677180446,0,0,0.0749873717696738,0,0,0.0187327143574772,0,0,0,0,-0.385253558593803,0,0,0,0,0,-0.0793056730330705,0.106965444700208,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0525322953170668,0,0,0.433439327291451,0,0,0,0,0,0,0,0,0,0,0.0313994515671083,0,-0.456253384648441,0,0,0.170696003791413,0,0,0,0,0.284746426817318,0,0,-1.38777878078145e-17,0,0,0,0,0,0.223860159851406,0,0,0,0,0,0,-0.276459746003106,0,0,0,0,0,0,0,0
