,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.343159495738452,0,0.329539055310072,0,0,0,0,0,0,0.0397979361658595,0,0,0,0,0,0,0,0,0,0,0.0190366691838368,0,-0.0564551196309196,0,0,0,0,0,0,0.027277616004332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291580650948826,0,0.109702170324295,0,-0.126896146123192
X601939.CH.EQUITY,0.441263542088188,0,0,0.204758613065893,0,0,-0.159039131063187,0,0,0.0285915952131492,0,0,0.239171963183988,0,-0.0416908746768845,0,0,0,0,0,0,0,0,0,-0.0268259498776383,0,0,0,-0.0189383969294539,-0.0468220903399381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183615478231424,0,0,0.0443119523840938
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0
X601288.CH.EQUITY,0.500263473721631,0,0,0,0.198598569572345,0,0,0,0,0,0,0,0.0747046985277677,0,0,0,0,0,0.0129306726610861,0,0.117487439841192,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0508056742813065,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.38108048838364,0,0,0,0,0,0.26431354965026,0,0,0,0,0,0.355022782448032,0.0873767199797523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367500931725904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0
X1299.HK.EQUITY,0.0759527429901949,0,0,0,0,0,0,0,0.134435570896474,0,0,0,0.10128971134499,0,0,0,0,0,0,0,0,0,0.0102374138246942,0,0,0,0.225815387163399,0,0,0,0,0,0,0,0,0.178415011664904,0,0,0,0,0,0,0.0718939668513474,0,0,0,0.106829207683453,0,0,0,0
X5.HK.EQUITY,0,-0.053843606642027,0,-0.123704227565572,0,0,0,0,0,0,0,0,0,0,-0.00819481375545555,0,0,0,0,0,0,0,-0.592437281138039,1.04203527888139,0,0,0,0,0.499963300467236,0,0,0,0,0,0,0,0,0,0.420848880748182,0,0,0,0,-0.103840803097035,0,0,0,0,0,0,-0.0724941791449541
X601628.CH.EQUITY,0,0,0,0,0,0,-0.00381873906930001,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0993055898714792,0,0,0,0.0290208209641177,0.0800233059359274,0,0,0.0676534162068518,0,0.27121886332715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153048554831276,0,0,-4.33680868994202e-19,0,0.170244685211657,0.0140882603259619,0,-0.0510433492038303
X601658.CH.Equity,0,0,0,0.0508824607713327,0.158808248322145,0,0,0,0,0,0,0,0.271321598022294,-0.043049781365567,0,0,0,0,0,0,0,0,0,0,0,0,0.109622287317334,0.203036326333729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374056292365312,0,0,0
