,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.525944380743091,0,0,0,0,-0.0254378023363285,0,0.0419921112379018,0.17754740867855,0,0.187618288999812,0,-0.0234933429763318,-0.0164841128995099,0.047456034924008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697303085337077,0,0,0,0,0,0,0,0,0,0,0.0673381643936312,-0.0273339474225295,0.0394407324487469,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0346433515434479,0.0945445840210649,0.277248370637709,0,0,0,0,0,0,0.0579182988992768,0.343648635499048,0.0896270218671563,0,0,0.0649152263144058,0,0,0,0,0.018273906169947,0,0,0,-0.0415729025961222,0,0,0,0.00118415628160615,0,0,0,0,0,0.0623225822696578,0,0,0.00108603778837392,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.145577487098443,0,0,0.509694881530367,0,0.0756781966673282,0,0,0,0,0.0293842993275151,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0.0565066542762243,0,-0.0219460476879015,0,0,0,0.0882587384209207,0,0,0,0,0,0,0,0,0,0,0,0,0.0244883616086446,0,0,-0.0187164261571533
X601288.CH.EQUITY,0,0,0.197938471845725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214561407803829,0,0,0.195374722501759,0,-0.000747718406090606,0,0.00736055320969804,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.215451814621137,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0811573190637062,0,0,0.232755118850566,0,0.169452717231542,0,0,0,0.311236579535811,0,0,0,0,0,0.112801663876356,0.00316832353792788,0,-0.221128344063989,0,0,0,0,0.273952003124307,0,0,-0.122155107641356,0,0.0208953288166381,-0.0610396558476262,0,0,0.142737254762293,0,0,0,0,0,0,0,0,0,0,0,0.119744922405173,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.247703116066933,0,0,0.0942872094355779,0.0224223270679781,0.228662640570244,0,0,0.0456907170874592,0,0,0,0,0,0.0981443258819335,0,0,0,0,0,0.21239164552976,0.0622665657765484,0,0,0,-0.0851294485053685,0,0,0,0,0,0,0,0,-0.0756465852941267,0,0,0,0.202759306376781,0,0,0,-0.0161049330992297,0,0,-0.057854455319965
X600036.CH.EQUITY,0,0.0654814510212033,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.03822979486656,0,0,0,0,0,0,0.738557453881205,-0.0237546832639579,0,0.0282051858900696,0,0,0.146593483316476,0,0,0,0,0,0,0,0,0,0,0.0979254975878089,0,0.0727461374299262,-0.0350695265275034,0,0,-0.00401504911808981,0,0
X1299.HK.EQUITY,0,0,0,0,0.262025917414278,0,0,0,0,0,0,0,0.0505697782603677,0,0,0,0,0,0.0815142009847837,0,0,0,0,0,0,0,0.0692798521830857,0,0.136969937559706,0,0.0139522048506251,0.291552297843202,0,0,0.100718311458931,0,0,0,0,0,0,-0.0762722052138951,0,-0.0603025038384949,0,0.0542832906646874,0,0,0,0
X601628.CH.EQUITY,0,0.156185063513296,0,0.0394612177284657,0,0,0,0,0,0,0,0,0,0,0,0,0.0672580476261659,0,0,0,0,0,0,0,0.146672328199558,0,0,0,0,0,0,0,0,0,0,0,0,0.377294316328517,0,0,0.126307405846673,0.0634492795539157,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.232246003007093,0,0.0704161373050373,0,0,0,0,0,0,0,0,0.340332326165772,0,0,0,0,0,0,0.00746030303329454,0,0,0,0.346939458567833,0,0,0,0,0,0,0,-0.0234121459673453,0,0,0.0571171193164524,0,-8.67361737988404e-19,0,0,0,0,3.46944695195361e-18,0.0481838195572184,0,0,0,-0.033866585179894,0.103131808283347,0,0,-0.0409661650254482
X601166.CH.EQUITY,0.119457265140892,0,0.219318131606946,0,0,0,0.149081431475709,0,0,0,0,0.270166662951127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.144057242165916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.258736233936145,0,0,0,0.27240889418488,0,0.103692703465218,0,0,0,0,0.129946549578296,0,0.0800984465402013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174434452405266,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0199835257149862,0.268096667323796,0,-0.0414287736983937,0,0,0,0,0,0,0,0,0.140794616180754,0,6.93889390390723e-18,0.15139656416438,0,0,0,0,0,0.132053925690222,0,-0.0906045235248207,0,0.470639590811503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179956578425148,0.27879638382072,0.0844538853025955,0,0,0.049332639274235
X601319.CH.EQUITY,0,5.42101086242752e-20,0,0,0,0.018683561320475,0.0732047735627218,-0.558752092581092,0,0,0,0.255503480699142,0,0,0,0,0,0,0,0.192453046387145,0.00247217036855185,0,0,0,0,0.196514714110429,0,0,0,0,0,0,0.334311741987268,0,0,0,0.461230613690644,0,0,0,0,-0.300763664216768,0,-0.0148849170664475,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.0266559218252388,0,0,0,0,0,0,0,0,0,0,0,-0.0826622380211395,0,0,-0.26358547197784,0,0,0,0,0,0,0,0,0,0.0144351734362692,0,0,0.333861734322266,0.284983890925391,0,0,0.188695582733408,0.327763169512865,0,0,0,0,0,0,0,0,0,0,0.415670607191499,-0.122626222248373,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918533129544671,0,0,0,0,0.129900595651376,0,0,0,0,0.603288686050288,0,0,0,0,0.0400163063897085,0,0,0.0230998331583617,0,0,0,0,0,0,0,-0.0799097583181929
X601601.CH.EQUITY,0,0.0176067735266962,-3.46944695195361e-18,0,0,0,0.0374415355759067,0,0.252788354282779,0,0.126556065432265,0,0.0273966026768776,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0808847758818365,0,0,0,0,0,0.128815872703243,0,0,0,0,0.0007335591624891,0,0,0,0,0,0,-1.73472347597681e-18
X2388.HK.EQUITY,0,0.0790734131627214,0,0,0,-0.259884514905458,0,0,0,0,0,0,0,0,0,0,0,0,0.618886632841589,0,0,0,0,0,0,0.198126892884316,0.0494300388901523,0,-0.0178446386573641,-0.0783811744973477,0,0,0,0,0,0,0,0,0,0,0,0,0.0106984928235757,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.378381354790157,0.256520462857245,0,0,0.307686784124165,0,0,0,0,0,0.179678718598787,0,0,0,0,0,0,0,0,0.0782073219333117,0,0,0.0815795223716927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,-0.120832315694503,0,0,0,0,0,0,0,0,0,-0.188866701100019,0,0.327601064155071,0,0,0,0,0,0,0.0256047507650256,0,0,0.183219360821317,0.157921890575199,0,0,0,0,0.321219271480499,0,0,0,0,0.186153501518401,0,0,0,-0.0275391548636053,0,0.236741529916042,0,-0.14601661327396,0,0
