,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,-1.73472347597681e-18,0.222849783126415,0,0,0,0,0.372391366110328,0,0,0,0,0,0.028558247530302,0,0,0,0,0,0,0,0,0,0,0,0.254587797361519,0,1.38777878078145e-17,0,0.0173327609140387,0.0257088034313417,0,0,0.0729624092671873,0,0.0608187326730128,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898770712995389,0,0
X601318.CH.EQUITY,0,0,0.10882302717457,0,0,0,0,0.0164710422902752,0.280247403920439,0,0,0,0,0.139086309805573,0.264661370861462,0,0,0,0,0.0495588495027465,0,0.039396399683873,0,0,0,0,0,0.19067728624771,0,0,0,0.0626662885770881,0,0,0,0,0,0,0.0256593941470643,0,0,0,0,0,-0.101430871367277,0.0484599008375683,0,0,0,0,0
X601939.CH.EQUITY,0.31409673314516,0.0680799563900362,0,0,0,0,0,0.278445206232827,0.21970506569564,0,0,0,0,0,0,0.15787223146964,0.0283251099867027,0,0,0,0,0,0,0,0,0.0683605136759204,0.0642712389606438,0.222614286354184,0,-0.0908441589549023,0,0,0,0.0967243190685924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703612267065792
X600036.CH.EQUITY,0,0,0,0,0,0.152102432113783,0,0,0.0605153024519906,-0.102209649350589,0,-0.103113006092838,0.148638487032209,0,0,0.158020939007163,0,0,0,0.161623081255451,0,0,0,0,0,0,0.398576309613895,0.0323163440473212,0,0,0,0,0,0,0,0,0,0,0,0,-0.072893572859592,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.102013626148479,0,0,0,0,0.459686850576412,0,-0.0600311844179537,0,0.0706214715050669,0,0,0,0,0,0,0,0,0,0,0.143222598608865,0,0,0.0608289497175837,0,0.125287477525773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229130795173438,0,0,0.0124556885107831,0
X1299.HK.EQUITY,0,0,-0.0584618452529059,0,0,0,0,-0.00182518941399195,0,0.160257165314913,0,-0.0944913572095123,-0.0755998596151412,0,0,0,0,0,0,0,0,0,0.161132161431598,0,0,0,0,0,0,0,0,0,0,0.123710427118368,0,0.0531870871477693,0,0,0.22759944834013,0,0,3.46944695195361e-18,0.251386242577005,0,0,0,0,0.0842832946559507,0.183662102610997,0,0
X601628.CH.EQUITY,0,0,0,-0.0135873277177561,0,0,0,0,0,0,0,0,0,0,0,-0.0236580676698792,0,0,0.107303907218435,0,0,0,0,-0.148065798426594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467457334268346,0.00455621330331365,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0295086353109273
X601988.CH.EQUITY,0,0,0,0,0.525090800439791,0,0,0,-0.00800668250467698,0,0,5.42101086242752e-20,0,0,0,0,0.286890967901958,0.135152278490849,0,0.0435165292578209,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418184360016421,0,0,0,0,0,0,0,0,0,0,-0.0982223175167778,0.00136884287572282,0,0,0,0,0
X5.HK.EQUITY,0,0.00665840744738219,0.0636083418809035,0,0,0,0,0,0,-0.0888378906328182,0.150855223119878,0,0,0,0,0,0,0,0,0,0,0,0.188852161405418,0,0.0818158381657802,0,0,0,0,0,0,0,0,0.1760437782813,0,0.0456245270281227,0,0,0,0,0.306479676911236,0,0.216632709319097,0,0,0,0.0710353108057247,0,0,0,0
X388.HK.EQUITY,0,0,-1.0842021724855e-19,-0.319651919596069,0,0.256406352605139,0,0,-0.0380544034255533,0,0,0,0,-0.0107266322298502,0,0,0,0.167706383192295,0.263551544279861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0598205842636632,0,0,0,0,0,0.167800339564321,0,0,0,-1.73472347597681e-18,0,0,0,0.112757558503549,0.0372337211416097,0,0
X601166.CH.EQUITY,0,0,0,0.0259770235423716,0,0,0,0,0,-0.0785748591272595,0,0,0.42505669424628,-0.0569961368039058,0,0,0,0,-0.0827903203641895,0,-0.109292786509891,0,-0.068312673733693,0,0,0,0,0.330383278974172,0.000721270758173098,0,-0.00903336590483509,0.117014654236384,0,0.112692212715229,0,0,0,0.110967601663721,0,0,0,0,0,0,-0.0325988545912538,0,0.00496759649853942,0,0,0,0
X601658.CH.Equity,0,0,0,-0.240130908764967,0.025443990143336,-0.0714061185045111,0.0708552976880048,0.415084734641673,0,0,0.368795702180045,0,0,0,0,0,0.25503208220833,0,0.189534267658178,0,0,0,0,0,0,0,0,0.0468306536329055,0,0,-0.380216499867917,0,0,0,0,0.201567416244242,0,-0.0523779373742896,0,0,0,0,0,0,0,0,0,0,0,0,0
