,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.138684549501436,0,0,0,0,0,0,0,-0.0755392319253012,0.582072927696344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325529510642512,0,0,0,0,0.671680133181013,0.0275367680857063,0,0,-0.0344956127493333,-0.16963935238175,0,-0.0644282120387253,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142448540810481,0,0.00281811613009256,0,0.0256357387862781,0,0,0.039924447772028,0.0761176888108185,0,0.168788086696991,0,0,0,0,0,0.022405282371985,0,0,0,0,0,0.0965056959743854,0,0,0,0,0,0,0,0,0,0,0.492134789533495,0,0,0,-0.0725416628643151,0,0,0,0,0,0
X601939.CH.EQUITY,0.202050550507174,0,0,0,0,0,0,0,0.0571270836872985,0,0.0417836595104534,0,0,0,0,0,0,0,0,0,0,0.277304586739726,0,0,0,0,0,0,0,0,0,0,0.0426701005136348,-0.101469093893067,0,0.282102120712467,-0.21306107193088,0,0.147210631363019,0,-0.0458317928112116,0,0,0,0,0,0,0,0.261313560080249,0
X601288.CH.EQUITY,0,0,0,0,0,0.196831021861606,0,0,0,0,0.00315429086869178,0,0.0939698168666038,0,0,0,0,0,0,0.148924216446009,0,0,-0.072598547370961,0,0,0,0.159164296533391,0,0,0,0,0,0,0,0,0,0,0,0,0.250622017767026,0,0,0.218128620539194,0,0,0,0,0.0354563751513993,0,0.0236731250191105
X5.HK.EQUITY,-0.119922899432574,-0.15707911809071,0,0.132130404919336,0,0,0,0,0,0,0,0,0,0.250933744140688,0,0,0,0.25777103004215,0,0,0,0.0864130939427339,0,0,0.361649172138105,-0.0703550361333946,0,0,-0.0997896929936011,0,0,0,0,-0.2241876351216,0,0,0,0,0,0,0.253878936714848,0,0,-0.128852501485721,0,-0.0173274699871386,0,-0.0706225463124417,0,-0.0370377642271773
X601988.CH.EQUITY,0.208724549581854,0,0.0038909191323449,0.569776264205391,0,0,0,0,0,0.115840393165001,0,0,0.134873608161169,-0.079581341916785,0,0,0,0.0857637358158332,0,0,0.0677012310125026,0.0331927190249799,0,0,0,-0.012311621354716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000119860606284499
X600036.CH.EQUITY,0,0.590675605120057,0.110455140530119,0,0,0,0,0,-0.0921459837255746,0,0,0,-0.152412119330987,0,0,0,0,0,0.059980601266369,0,0,0,0,0,0,0.194632429197945,0,0,0.0430470110864048,0,0,0,0.0100548307230995,0,0,0,0,0,0,0,0.270853902069996,0,0,0,0,0,0.119855749832327,0,-0.13269648422626,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0909770420077653,0,0,0,0,0,0,-0.0802110530972155,0.315915635477532,0.0531888510562675,0.158042290181734,0,0,0.197924274268355,0,-6.93889390390723e-18,0.209339257786773,0,-0.0621807536861733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.177698792484194,0,0.0147998257571926,-1.73472347597681e-18,0,0,0,0,0.0303925338246202,0,0,0,0,0.284193012842663,0,0,0,0,0,0,0,0.130719110788338,0,0,0,0,0,-0.0484885425373196,0,0,0,0,0,0,0,0,0.128440900634219,0,0.0843324421579957,0,0,0,0,0,0,0,0,0.108479745557716,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.349155129999323,0.170549745709074,0,0.0536254767895728,0,0,0,0,0,0.594993026496401,0,0,0,0,0,0,0,-0.281399080466846,0,0,0,0,0,0,0,0,0.438060163784612,0,-0.0254460867482534,0,0.287459949630456,0,0,0,0,-0.222520305656471,-0.175747575144665,0,0,0,0,0,-0.0629293542148722,0,0
X601328.CH.EQUITY,0,0,0.0354585174027998,0.336431290687087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160493790775786,0.169857911109167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0402119411646957,0,0,0.181110731465129,0,0,0.28729455598743,0,0,0,0,0,0,0,0.0531791546513982,0,0.0131454607036177,0,-0.0110908417412545,0,0.0471762657971314,0,0,0,0,0.391039086248773,0,0,0,0,0,0,0,0,0,0.0514508663130461,0,0,0.104339491110537,0,0,0,0,-0.0979302989253382,0,0,0.0188910178737292,0,0.119711681737703,0
X601319.CH.EQUITY,0.0820287991441379,0,0,0,0,0,0,0,0.403838462806142,0,0,0,0,0,0,0,0,0,0.281562607097185,0,0,0.086752972658884,0,0,0,0,0,0,-0.00248224925246781,0,0.0251094198565287,0,0,0,0,-0.0379647861242086,0,0,0,0,0.106838678637798,0,0,0,0.0670859474753502,0.0144411980132361,0,0.212384081990425,0,0
X000002.CH.EQUITY,0,0,-0.0793899487115219,0,0.143149351146222,-0.0356172720159873,0,0,0,0,0,0,0,0,0.315867437604325,0,0.209977724281732,0,0,0,0,0,0,0,0,0,0,0.389543976932532,0.328040568443738,0,-0.115521235000088,0.0320400478432419,-0.383329388017412,0,0,0,0,0,0,0,0.123391988485974,0,0,0,0,0,0,0,0,-0.11808430616057
X601601.CH.EQUITY,0,0,0,0,0,-0.267698455328072,0.0619843315893317,0,0.431303544287417,0.0192585248669833,0,0.0248818849735013,0,0.181388442975389,0,0,0.283988032236215,0,0,-0.00407656193112825,0,0,0,0,0,0,0.2084322632577,0,0,0,0,0,0.0135216685560257,0,0,0,0,0,0,0,-0.238639075435201,0,0,0,0,0,0,0,0,0.0212739733209531
X16.HK.EQUITY,0,0,0,0,0,0,0,0.187048376990887,0,-0.0621835447819314,0,0,0,0,0,0,0,0,0,0.0536123305438619,0,0,0,0,0,0.131677328176998,0,0,0.00739420730425715,0.07409694087483,0.0987859732387876,0,0.067541304061854,0.0119302192355135,0,0,0,0,0,0,0,0,0,0.49535124301898,0,0,0,0,0.0850184121858635,0
X000001.CH.EQUITY,0,0.164208639282264,0.0830722997746911,0,0,0,0,0,0,0,0,0,0,0,0.0436949944021255,0,0,0,0,0.0877953322528443,0,0,0,0,0,-0.207943325799715,0,-0.0714338781196754,0,0.0565804887852198,0,0,0,0.230951181152649,0,0.165094836339402,0,0,0.32453027752935,0,0,0,0,0,0,-0.0117524758004688,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.445254105433583,0,0,0.258949334402499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377414681761914,0,-0.165756429941564,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.127545636583959,0,0,0,0,-0.177061792023639,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0582109049948418,0,0.165974327100804,0.134843848236151,0,0,0,0.0966200727524665,0,-0.049043385850686,0.00371243756485233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312692577664878,0,0,0,0,0,0,-0.438242345534607,0,0,0,0,0,0.0947763869841467,-0.0250280475843809,0,0.5276460370062,-0.0136060524946797,0,0
X267.HK.EQUITY,0,0,0,0,0.0644661984089501,0,0.326011515340063,0,-0.0807892520070963,0,0.0195501748004757,0,0,0,0,0.0870743723574575,0,0,0,0,0,4.33680868994202e-19,0.114987212699284,0,0.24063750672007,0.0147260044040066,0,0.0444250670929124,0,0,0,0.0191165718191542,0,0,0,0,0,0,0,0,0.00064470894392142,-0.224701412751366,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.264748984949233,0,0,0,0,0,0.29436943161039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,-0.0201595081805578,0,0,0,0.154887448477229,-3.46944695195361e-18,0,0,0,0,0,0.465109267357819,0,0,0,0,0,0,0,0,0,0,0.179739992073377,0,0,0.0931431742308148,0,0,0,-0.111317736172399,0,0,0,0,0,-0.0787576911631101,0,0,0,0,-0.209100564960551,0,0.125771051698641,0,-6.93889390390723e-18,0,0,0.12789480139291,0,0
X688.HK.EQUITY,0,0.102874476776238,0,0,0,0.057077926244557,0,0.110168030884781,0,0,0,0,0,0,0,0,0.145779165553896,0,0,0,0,0,0,0,0.296578991682392,0.0338799611686997,0,0.27700019568841,0,0,0.203174012454836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0577641142597679,0.030345260901342,0,0,0,0.127704857059329,0,0,0,0,0,0,0,0,0,0,0.0211591001906864,-1.73472347597681e-18,0,0.0976356341231601,0,0,0,0,0.067718463877029,0,0,0,0,0,0,0,0,0,0,0,0.452030266950907,0.00171723617965136,0.0565678898040674,0,0,0,0,0,0,0,0.0875468905306133,1.73472347597681e-18,0,0
X2388.HK.EQUITY,0,0,0,0,0.607752383771657,0,0,0.0139560705135092,0,0,0,0,0,0,0,0.164927597802525,-0.00844059176378224,0.12085644347414,0,-0.081316684777827,0,0,0.329874308732739,0,0,0,0,0,0,0,0,-0.0152967553277283,0.0108980237499201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0411858245584268,0,0,0.0190661645430378,0,0,0.156367173104984,0,0.187843802344274,0.29697947320263,0,-0.0521710212476672,0,0,0,0,0.156933274219607,0,-0.0426153183608929,0,0.0326781184634924,0.069382380662189,0,0,0,0,0,0.0232614724949632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065076716467836,0
X601818.CH.EQUITY,0,0,0,0.169709027750793,0,0.14280757184713,0,0,0,-0.0345966329730189,0,0.0650106335380914,0,0,0,0,0,-0.0593515556718768,0,0,0,0.121040825299865,0,0,0,0.119156227039949,0,0,0.0111881245152542,0,0,0,-0.000581318806939665,0,-0.140851969401817,0,0,0,0,0,0.0502948226501331,0,0,0,0,0,0,0,0,0
