,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.368633073500212,0,0.297492870913186,0.00315452734868189,0,0.172795068026602,0,0.128376360220631,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107703813181307,0,0,0,0,0,0,0,0,0,0,0,0.104500022781891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212722097837795,0,0
X601939.CH.EQUITY,0.369708079229186,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0757488081283926,0.307431692376809,0,0,0,0,0.102142329240142,0.070911761006889,0,0,0,0,0,0,0,-0.106725346036852,-0.012266311923578,0,0,0,0,0,0,0,0,0.013090501533717,0,0,0,0,0,0,0,0,0,0.0298869216271527,0,0,0.0326414790134478,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421463547847581,0.0478645784440609,0,0,0.332306092002275,0,0,0,0,0,0.107123031680232,0.0107618654876942,0,0,0,0,0.0353255805216289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264734237734952,0,0,0,0,0,0,0,0,0,0.0198456283201648,0,0,0,0,0.165380464673156,0.170920679827935,0,0,0,0,0,0,0,0,0,0,0.0668508300767776,0,0,0.0240623673066592,0,0,0,0,0,0,0,0,0,0.180971454945282,0,0,0.0979584244627761,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547869503149217,0,0,0,0,0,0,0,0,0,0,0,0.612189309476913,0.183415616957151,0,0,0,0,0,0,0,0,0,0.043305759376259,0,0,0,0,0,0,0,0,0,0,0,0,0.44507445897714,-0.0550481823114926
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.232647368101658,0,4.33680868994202e-19,0,0.566673657539143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150829441743813,0.130382305882011,0,0,0,0,0,0,0,0.0121253300640351,0.0564903557709079,0,0.00353973274351554,0,0,0.0302388965513232,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0.0280561811543275,0,0,0,0,0.039957102278871,0.0707717455562027,0,0.0709240877542901,0,0,0,0,0,0,0,0.347531439362465,0,0,0,0.222825339715636,0,0.193682012134399,0,0,0,0,0.0911836141552288,0,0,0.140262164063987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10812168700968,0,0,0,0,0,0,0,0,0,0,0,0,0.31102180870393,0,0,0.244557837874559,0,0,0,0,-0.0191658303540488,-0.361304216743741,0.454510965312973,0,-0.118238965199077,0,0,0,-0.177645296822297,0.534616206880537,0,0,0,0
X601328.CH.EQUITY,0.188148163113476,0,0,0.233028550484142,0,-0.0292281986025428,0,0,0,0,0,0,0.198644657870202,0,0,0,0.00559192646891802,0,0,0.0280751059147356,0,0,0,0,0,0,0,0,0,0,0,0,0.154874419466894,0,0.0827327166778648,0,0,0,-6.93889390390723e-18,0,0,0.104207877020076,0,0,0,0,0,0.00767242163463067,0,0.106708542067291,0.0200648776774503
X601166.CH.EQUITY,0,0,0,0,0,0,0.141667632519975,0,0,0,0,0,0.0551214750456369,0,-0.0576768692076328,0,0,0,0.121928045402612,0,0.0849922982149873,0,0,0,0,0,0,0.00352524047676956,0.30582150118303,0,0,0,0,0,0,0,0,0.0446432782387655,0,0,0,0,0,0,0.139540739133825,0,0.151519060236971,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.235684149774299,0,0,0,0,0.092535065642057,0,0,0,0.237134428625326,0,0,0,0,0,0.0402779887671509,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.008412323639018,0,0.271640579404951,0,0,0,0,0.0252135323945525,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118638013462365,0,0.0428625656036092,0,0,0,0,0.0944756022432247,0,0.535456304864621,0,0,0,0,0,0,0,0,0.244350955140655,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124514355241797,0.322424976006035,0,0,0.0081642196675893,0,0,0,0,0.00379345715909428,0,0.249509656353006,0,0,0.111692508301136,0,0.071372749727947,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0514365399530058,0,0,0,0.116221413705106,-0.0194727094944958,0,0,0,0,0,0,0,0,0,0.0362453643814542,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0.299185048717208,0.566954490375906,0,0,0,0,0,0,0,0,0,0,0,-0.00762456659776976
X388.HK.EQUITY,0,0,0.23705245923655,0,0,0,0,0.438343491810941,0,0,0.00501804604970627,0,0,0,0,0,0,0,0.0389528818560477,0,0,0,0,0,0.0125802386747457,6.93889390390723e-18,0.0613270069032491,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.015845920047291,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.166012914608222,0,0,0,0,0,0,0,0.0402141216812234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.243834300830739,0.286819023816979,0,0.127733823839307,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222431851827378,0.12737172392099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107209529372561,0,0,0,0,0,0.121488630632289,0,0.149627059459139,0.0564569179274262,0,0.0580661989525414,0,1.73472347597681e-18,0,0.108982651507873,0,0,0,0,0
X600016.CH.EQUITY,0,0.179744012458373,0,0,0.208991615442777,0,0,0,0,0,0.23028406557777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549856461188824,0,0,0,0,0,0,0,0,0,0,0,0.334100314523549,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.242764601290317,0,0.125501873617943,0,0.175457027284362,0,0,0,0,0,0,0,0,0,0,0,0,-0.104142870633656,0,0,0.741854879706857,0,0,0,0.091577357026654,0,0,0,0,-0.167970564897472,0,0,0,0,0,0,-0.0502503332615632,0,0,0,0.0560307173140102,-0.196169642181654,0,0,0.155646679671778,0.134998502477608
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804888132342943,0.0884641427652626,0,0,0,-0.0626735777094582,0,0,0,0,0,0.382539787849429,0,0,0,0,0,0,0,0.065849680265035,0,0,0,0,0,0,0,0.187772674556813,0,0.199548202400132,0,0.103048513431733,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0436543201853069,0.0336138743719375,0,0,0,0,0.0642169886359453,0,0,0,0,0,0.113301414033733,0,0,0,0,0,0,0,0.204608547439581,0,0,0.431661166110905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.185789009720087,0,0.224238912584409,0,0.01872183186678,0.0169178910306974,0.0298906791838097,0.0521391158141015,0,0,0,0,0,0,0,0,0,0.00280904365000277,0,0,0,0,0,0,0,0,0,0,0,0.109996496424303,0,0,0,0,0,0,0,0,0,0,0.00601035272878047,0,0,0,0.354341060247389,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.0888282008430055,0,0,0,0,0,0,0.0535929947575941,0,0.23027819384275,0.0455961589830503,0,0,0,0,0.098043013620921,0.183328419489425,0,0,0.055985225893774,0.0169031779790228,0.0901524188119589,0,0.000543483033268854,0.0532377996832703,0,0,0,0,0,0,0,0,0,0,0.0868149947754486,0,0,0,0,0,0,0,0.00777968570950222,0
X2388.HK.EQUITY,0,0,0,0,0,0.122878931850567,0,0.0453544016375269,0,-0.0439781711343821,0,0,0,0,0,0,0.0737952232648334,0.0211090510067151,0,0,0.37795601853728,0,0,0,-0.0366064877456034,0,-0.0275815925413893,0,0,0,0,0,0,0.137883741842521,0,0,0,0,0.377184527322018,0,0,0,0,0,0,0,0,0,0,0,-0.0134281744663201
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0310744392461903,0,0,0,0,0,0,0,0.010875678496692,0,0,0,0,0,0,0.0788385809703629,0,0,0,0,0,0,0,0,0,-0.0776893236986911,0.409865852737669,0,0,0,0,0.245320549175917,0.193700600884724,0,0,0,0,0,0.300419810153958,0,0,0.126173839242345
