,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0799670273768337,0,0.660186287962376,0,1.73472347597681e-18,0,0,-0.0264572978500029,0,0,0,0,0,0,0,0,0.118454849059079,0,0,0,0.0313001785005198,0.0117888187090143,0,0,0,0,0,0.0503784884414299,-0.017250399658945,0,0,0,0,0,0,0.00164006468044312,0,0,0,0,0,0,0.00346915570368176,0,0,0,0,0,0.0286924619741431
X601318.CH.EQUITY,0,0,0,0,0,0,0.0235547211194572,0,0.014355048477843,0,0,0,0,0.256869753909441,0,0,0,0,0,0.529386886853374,0,0,0,0,-0.062374710973281,0,0,0,0,0,0,0.0558768715981988,0,0,0,0,0,0.112398807827918,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.351333595964218,0,6.93889390390723e-18,0,0,0,0.140647770195228,0,0,0.0781051312250397,-0.106100810641713,0.100772061601448,0.196023674482105,0,0,0,0,0,0,0,0,0,0,0.0522668749602826,0,0,0,0,0,0,0,0,0,0,0.177147137463995,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.148510461125239,0,0,0.240565115599956,0,0,0,0,0.347095939178371,0,0,0,0.166311548687524,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00889264489612704,0,0,0,0.063763804991491,0,0,0,0,0,0,0,0.0752279432785497,0,0,0.1544048470146,0,0,0,0
X601288.CH.EQUITY,0.161277203091992,0,0.00238605664263158,0,0,0,0,-0.0483213341680529,0,0.0156585927281601,0,0,0,0.0211190802080545,0,0,0.621395346531476,0,0,0,0,0,0,0,0,0,0,0,0.02395438571405,0,0,0,0,0,0,0,0.0689049814308978,0,0,0,0,0,0,0,0,0,0.0411573597096329,0,0,-0.049414256837814,0
X600036.CH.EQUITY,0,0.247150588042726,0,0,0,0,0,0.0488699795856213,0,0,0,0,0,0.266660668678163,0,0,0,0,0.121978212611666,0,0,0,0,0,0,0.253508835826549,0.000782197138209388,0.056494260571018,0,0.081663529533699,0,0,0,0,0,0,0,0.00910078100931154,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.269061694788642,0,0,0,0,0,0,0,0,0,-0.105535376567093,0,0,0,0,0.0116836435071493,0,0,0,0.0215860866037773,0,0,0,-0.0644978680641001,0,0,0,-0.153718526215204,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0228680428575159,0,0.0234492112597942,-0.0478016462141053,0.938842940011704,0,0.0752754230135515
X1299.HK.EQUITY,0,0,-0.152125510029657,0,-0.0745944701355114,0,0,0,0,0.252951262135825,0,0,0,0,0,0,0,0,0,0,-0.150268085160745,0,0,0,0.181853026165272,0,0.376574121454017,0,0,0,0,0,0,0,0,0,0.0873444359957983,0.0866242993451938,0,0,0,0.0112458180724941,0.063206411453107,0,0.1344194371193,0,0,0.0872657705518341,0,-1.38777878078145e-17,-0.0295618807924149
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.270496918777652,0,0,0,0,0,-0.121804320582806,0,0,0,0,0.180269677537346,0,0,0,0.0314740911643904,0,0,0.373483889398833,0.0450623339986259,-0.0784748086500369,0,0,0,-0.0894874574722827,0,0.107008892890542,0,0,0,0,0.195298916417429,0.0193688804268287,0.187416856290484,0,0,0,0,0.140658332933886,0
X388.HK.EQUITY,0,0,0,0.136792389828876,0,0,0,0.05839607110881,0,0,0,0,0,0.0600384981249175,0,0,0,0,0,0,0.065362060739888,0.121852993118624,0,0,0.0785680225713696,0,0,0,0,0,0.178986189343592,0,0,0,0,0,0.0702197782777198,0.102220388175859,0.185404669861973,0,-0.302931634033364,0,0,0,0.0342486535454871,0,0.25497552031458,0,0,0,0
