,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.204632032911125,0,0.0312080338711832,0,0,0.400760845918532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254502372734128,0,0.0349220581320049,0,0,0,0,0,0,0.0807148116982922,0,0.0501388805458991,0,0,0,0,0,0,0.01160882153629,0,0,0,-0.0925005130168019,0,0
X601318.CH.EQUITY,0,0,0.261010566882839,0,0,0,0,0,0.0845947816515773,0,0.0932961049089915,0,0,0,0.19258980818419,0,0,0,0,0,0,0.0586266566508465,0,0,0,0,0,0.168320605731807,0,0,0,0,0,0.0537741830861022,0.0146080502919402,0,0,0,0,0.00669644758618693,0,0,0,0,0.0608052341885609,0,0.036654422008801,0,0,0,0
X601939.CH.EQUITY,0.32762037757405,0.0955484209963255,0,0,4.33680868994202e-19,0,0.059925734047672,0.282866866812696,0.186050605711807,0,0,0,0,0,0,0.105443710039423,0.105979244453023,0,0,0,0,0,0,0,0,0,0,0.192881705598227,0,0,-0.0643635089424778,0,0,0,0,0.0921249498496142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0818075633309982
X600036.CH.EQUITY,0,0,0,0,0,0.156366592844036,0,0,0.0620364176505679,-0.104976444887578,0,-0.104629151078399,0.151510465210974,0,0,0.162150454509435,0,0,0,0.163645587328574,0,0,0,0,0,0.405380702645282,0,0.0336467024503758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0748310621296201,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.10080110593273,0,0,0,0,0.4575798022676,0,-0.0597066853380412,0,0.0694405547332098,0,0,0,0,0,0,0,0,0,0,0.141713379301452,0,0,0,0.0606222449707023,0.12630080811778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228179173698325,0,0,0.0124050175038692,0
X1299.HK.EQUITY,0,0,-0.034405632432918,0,0,0,0,0,0,0.152680838175802,0,-0.0566427423527813,-0.0739998918205382,0,0,-0.0396587886416298,0,0,0,0,0,0,0.170448947367679,0,0,0,0,0,0,0,0,0,0,0,0,0.0887309588217001,0,0.057863961212202,0,0.196371131525879,0,0,0.0268707026262162,0.246854769493891,0,0,0,0,0.207152671826545,0,0
X601628.CH.EQUITY,0.0786188237687503,0,0,-0.00346316367861434,0,0,0,0,0,0,0,0,-0.00277180813648273,0,0,-0.189523318206432,0,0,0.264827870777846,0,0,0,0,-0.10832147992387,0,0,0,0,0,0,0,0,0,0,0,0,0.569174238751261,0.0520319949500541,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0578478317463286
X601988.CH.EQUITY,0,0,0.070913926295513,0,0.451701006367324,0,0,0,-0.089415463819436,0,0,0,0,0,0,0,0.277570917495626,0,0,0,0,0,0,0.0477530453921082,0,0,0.0767142750649535,0,0,0,0,0,0,0,0.00274044669760919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0701750394671719,0,0,0,0,0,0,0,0.157212892843039,0,0,0,0,0,0,0,0,0,0,0,0.113818372824868,0,0.0624046891994473,0,0,0,0,0,0,0,0,0,0,0.152573297706429,0,0.0448496086643527,0,0,0.368725886594129,0,0,0.0423820168121872,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.311226621107275,0,0.256647521503956,0,0,-0.0379828397646021,0,0,0,0,0,-0.0107703630240094,0,0,0.166622969654779,0.261273923425426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567124227878394,0,0,0.166215237439853,0,0,0,0,0,0,0.111905115592379,0,0,0.0372354820482876,0,0
X601166.CH.EQUITY,0,0,0,0.228390834510535,0,0,0,0,0,-0.0199395061375384,0,0.070067061158885,0.423166287409282,0,-0.058754461656672,0.0458155868035935,0,0,-0.144343539701817,0,-0.106869169493588,0,-0.0550333628478518,0,0,0,0,0.200984562609338,0,0,0.00105814078574749,0.036173387467714,0,0,0,0.121580972760998,0.0851539287296213,0,0,0,0,0,0,0,0,0,0.016253242366689,0,0,0,0
