,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.151850960171804,0,0,0,-0.0896933663976177,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.192577262795653,0,-0.0284717365656829,0,0,0,-0.394780357646078,0,0,0,0,0.823028804473869,0,-0.198046670433436,0,0.306125437481382,0,0,0,-0.0397598715158894,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.214262135491746,0,0.165099642306456,0.0183648757882815,0,0,0,0,0,0.00643907653806056,0,0,0,0,0.0712748134419196,0,0,0,0.133018153554598,0,0,0,0.0019859700519044,0.0585880657124059,0,0.0382682924644463,0,0,0,0,0.25818045072025,0,0,0,0,0.0860179461537372,0,0,0.0488750524981009,0,0,-0.0595629295763402,0,0
X601939.CH.EQUITY,0.422391477124718,-0.0851905074676662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287394068044315,0,0,0,0,0,0,0,0,0,0,0.00940894076337932,0.0756690891455993,0,0,0,-0.23964805284395,-0.138074398023996,0,0,0,0,0.539969361723409,0,-0.0249582051264119,0,0.119805153873713,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0138653910379757,-0.333602959555855,0.209847008703441,0,0.412820619886842,0,0,0,0.143365014664484,0.169101530474774,-0.090716280584497,0,0,0,0,-0.0628254554355971,0,0,0,0,0,0,0,0,0,0,-0.695065765064978,0,0,0,0,0,0,0,0,0,0.234322529594654,0,0,0,0,0.0535967752116648,0.135979865464147,-0.101272792911741
X5.HK.EQUITY,-0.0678226017916655,0,0,0,0,0.00970816209245204,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.422588247921774,0,0,0.49486688096257,0,0,0.0449237293465133,0.0686121298183047,0,0,0,0,0,-0.130426885267316,0,0,-0.162308476038079,0,0,0,0,0,0,0,0,-0.147345319453327,0.204436980892971,0,0,0,0,0,0,-0.124837105776846,0
X601988.CH.EQUITY,-0.294963046104822,0,0,-0.018366576122697,0.454214997355001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755504494049742,0,0,0.712077833607556,0,0,0,0,-0.57722017858576,0,0,0,0,0,0,0,0,0,0,0.185884244366008,0,0,0,0,0.104381434662124,0,0,0,0
X600036.CH.EQUITY,0,0.323176885440799,-0.0537761386516771,0,0,0,0,-0.00542794025061996,-0.0823839726945741,-4.33680868994202e-19,0,0.610688636170363,0,0,0,0,0,0,0,0,-0.0929144583860401,0.264779019083861,0,0,0,0,0,0.0750008293362113,0,0,0,0.173444114508207,0,-0.0861986285192645,0,0,0,0,0,0,0,0.113111694692841,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0260398401409426,0,0,0.13950625439554,0.0219162915534289,0,0,0.114072201641812,0,0,-0.0548425930752361,0,0.0481393163336398,0.244458600000074,0,0,0,0,0,0,0,0,0,0,0.122977212420387,0,0,0,0,0.178582513045387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.124420314530519,0.00848370803010366,0.0423055994501519,0,0,0,0,0,0,0.10758334226882,0,0,0.274277963760305,0,0,0,0,0,0,0.0540126023242388,-1.0842021724855e-19,0,0,0.0478437704277577,0,0,0,0,0,0,-0.0503469450554258,0,0,0,0.180040680288089,0.101834289040395,0,0,0,0,0,0,0,0,0.00102279993809372,0,0,0,0
X601328.CH.EQUITY,0,0.0360771938721282,0.079896349522028,0.0613844703090396,0,0,0.574451503407909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283793694071357,0,1.0842021724855e-19,0,0.212802355597161,0.148529127164616,0,0,0,0,0,0,0,0,0,0,0,-0.0886412558310146,0,-0.0613368348656031,0,0,0,0.0212238791254336,-0.286010631173947,-0.00364556974846759,0,0,0
X601166.CH.EQUITY,0,0,0,0.239825400778636,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.53773084985819,0,0,0,0,-0.0668673348996963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17187594833193,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0412374950151316,0,0,0,0,0,0.507105054987353,0,0,0.053420140303057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268034965137128,0,0,0.140340561564382,0,0,0.0283376872657814,0,0,0,-0.14759487289263,0,2.16840434497101e-19,0,0,0,-0.329795117823225,0,0,0,0,0,0,0,0
