,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.312318376963994,0,0.349244317490639,0,0,0,0,0,0,0.076678582779457,0,0,0.0224847376993243,0,0,0,0,0,0,0,0,-0.0636293056337066,0,0,0,0,0,0,0,0.105407327277331,0,0,0,0,0,0.014985755570663,0,0,0,0,0,0,0,0,0,0,0,0.0608046610205635,0,-0.114497329191942
X601939.CH.EQUITY,0.396385656392712,0,0,0.221791231555215,0,0,-0.108070958105839,0,0,0.00567308261266472,0.00447602335776941,0,0.200312301401169,0,-0.0625326884898013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00144957990240339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204154756905784,0,0,0.0238112408414964
X601318.CH.EQUITY,0.0856221222104746,0,0,0,0.143602156497193,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0300042356629489,0,0,0,0,0,0,0,0,0,0.182749925678026,0,0,0,0,0.244405416607641,0,0,0,0,0,0,0.0885160936854134,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292150258766613,0.158946219581829,0,0,0.125005470687087,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.163525367349309,0,0,0,0,0,0,0,0,0,0,0.0382598874828812,0,1.73472347597681e-18,0.0243291793334633,0,0,0,0.109925864334338,0,0.000720774296459173,0.0761712249859892,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00337922398325176,0,0.516418027645694,0,0,0,0,0,0.279461537634937,0,0,0,0,0,0.069622083031336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164525330385142,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0150977725453818,0,0,0,-2.71050543121376e-20,0,0,0,0,0.351606686846488,0,0.0240579785051101,0,0,0,0,0,0,0,0,0.00661943189975113,0.112363380022723,0,0,0,0,0,0.0324532114570526,0,0,0,0.0498373387403914,0,0,0,0,0,0,0.0531860529671654,0.0682242563387438,0,0,0,0,0,0,0.285736362127535,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.110701483553012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242737738382417,0,0,0,0.153990527812436,0,0,0.147899749966216,0,0,0,0,0,0,0,0,0,0,0,0.149873902639703,0,0.0294514821835356,0,0
X5.HK.EQUITY,0,-0.184575422969895,0,-0.0865554583127563,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.16658995567238,-1.73472347597681e-18,-0.757538684848276,0,0.492396857021612,0,0,0,0,0,0,0,0,0,0,0,0,0.433967819480309,0,0,0,0,0,0,0,0,0,0,-0.0829528841126674
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.132089430330133,0,0,0,0,0.175486589412796,0,0,0,0,0.035085221236379,0,0,0,0,0,0.181386885875082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209914828544211,0,0,0.029948453622065,0,0.0621858805543494,0,0,-0.0593921858009915
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968757829261235,0.20918060176537,0,0,0,0.0215550724484998,0.504777858947876,0,0,0,0,0,0.161010601545734,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0
