,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.024243350033286,0.43163365925963,0.103094389945089,0.0814198688713752,0,0.0309093012854575,0,0,0,0,0,0.0480962652087845,-0.00582770629243793,0,0,0,0.0565117112338168,0.0382374597940285,0,0,0,0,0,0.106535593438542,0,0,0,0,0,0.0133477459501695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172292945238613
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0
X601939.CH.EQUITY,0.46865138038156,0,0,0.180587495270136,0,0.111494203452901,0,0,0,0.0166275534667713,0.136106119551573,0,0,0,0,0,0,0,0,0,0,0.00112432723698328,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505746168302442,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445710114907755,0,0,0,0,0,0,0,0,0.214474684048994,0,0,0,0,0,0,0,0.0893613062532069,0,0,0,0,0,0,0.0800973673971171,0.0313918424560587,0,0.0324247613745125,0,0.0823990629753168,0,0,0,0,0,0,0,0,-0.0307336156461645,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464172302738616,0,0,0,0,0,0,0,0,0,0,0.146067087341412,-0.373561952438502,0,0,0,0,0,0,0,0,0,0,0,0.121446038084745,0,0,0,0.438537250815694,0.0301929443460665,0,-0.601394730227071,0,0,0,0,0,0,0,0,-0.282977525143119,0,0,0,-0.315690069327073
X601988.CH.EQUITY,0,0,0.325770922276708,0,0,0,0,0,0.0191535661588101,0,0,0,0.107564371609185,0,0,0,0,0.041004667235907,0,0,0,0,0.574220561088814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300431317481551,0,-0.0398249610282499
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0606325349445079,0,0,0,0,0.269929126843222,0,0,0,0.0358209188795152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.304224391858837,0,0
X601628.CH.EQUITY,0,0,0,0,0.0185686276938416,0,0,0,0,0,0.131934986673165,0,0,0,0,0.0210894530070186,0.00725557769190462,0,0,0,0,0,0,0,0,0,0.0704848617059235,0,0,0,0,0,0,0,0.281663730382314,0,0,0,0,0,0.0879302096996678,0.197885554439687,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155352615280456,0,0,0,0,0,0,0,0,0,0.105845048973711,0,0,0,0,0,0,0,0.022530348713542,0.091429646320026,0,0,0,0,0,0.112296314229116,0,0,0,0.060728745946539,0,0,0.0571037044031114,0,-0.0244508857160642,0,0,0,0.168349548364672,0.244345227137451,0,0,0,0,0,0,0,0.0196681543936178,0
