,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.370162513804236,0,0,0.0995103185638521,0,0.319699497822222,0,-5.55111512312578e-17,0.0923676018080695,1.73472347597681e-18,0,0,0,0,0.0891876230065337,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0162603253331183,0,0,0,0,0,0,0,0,0,0,0,0.00696945144140194,0,0,0,0
X601939.CH.EQUITY,0.423638201453351,0,0,0.0418049055340461,0,-1.73472347597681e-18,0,-0.115321123847436,0,0.0455238622331266,0,0,0.431135085993721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504242887299793,0,0,0,0,0,0,0,0.0482615527629615,0,0,0,0,0,0,0,0,0,0,0.0271206054844736,0,0,0.0390136956131144,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0,0
X601288.CH.EQUITY,0.414988736669074,0,0,0,0.399361167492687,0,0,0,0,0,0.0651492065713423,0,0,0,0,0.0696667003102301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340356508751304,0,0,0,0,0,-0.0144914223352063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.280732256538562,0,0,0,0,0,0.00353673679203321,0,0,0,0.00644011620584668,0,0,0,0.13753932174756,0,0.135422230921574,0,0,0,0,0,0,0,0,0,0,0.0682747165774616,0,0.00943880323898811,0,0,0,0.0419745191988416,0,0,0,0,0,0,0,0.172239093148927,0,0.13944237690231,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.316501126430641,0,0.107602528063414,0,0,0,0,0.418057135593035,0,0.146013605336594,0,0,0.490045231052962,-0.556735825129177,0.132656049031959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117878625804108,0,0,0,0,0,0,0,-0.00222151573015198,-0.14393165052979
X600036.CH.EQUITY,0,0,0.0286161970884589,0,0,0.0498615264469764,0,0,0,0,0,0.327444915344159,0,0,0,0,0,0,0,0,0,0,0.0249804758592352,0,0,0,0,0.0919991419142122,0.00154400285886917,0,0,0,0,0.133287053993959,0,0,0,0,0,0,0.0719549359809768,0,0,0,0,0,0,0,0,0.27147264515909,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180249351283427,0,0.0174251459557232,0,0,-1.38777878078145e-17,0,0,0,0.330885021403822,0.00698503490812543,0,0,0,0.0970781103612415,0,0.0641564602453012,0,0,0,0.186846886704363,0,0,0,0,0,0,0,0,0,0.168013917333927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0584987113190277,0,0,0,0,0,0,0,0,0,0,0.0781048637786212,0,0,0,0,0,0.211748817359462,0,0,0,0,0,0.176533735513814,0,0,0,0,0,0,0.0337135931930007,0,0,0,0.0557575783420634,0,0,0,0,0.176021428612968,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.276493372899959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719181159294805,0,0,0,0,0,0,0,0,0.04059017316013,0,-0.356471886981194,0,0,0,0,0.224951599352713,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.265368624750058,0,0,0,0,0,0,0,0,0.269543514005647,0,0,0,0,0,0,0.281354105697191,0,0,0,0,0,0,0,0,0,0.00858137967077204,0,0,0,0,0.100487712356856,0,0,0.0686848845235308,0,0,0,0.0540088127323872,0,0,0,0,0.0182646332945104,0,0,0,0.0247274813976785
X601166.CH.EQUITY,0,0.0912904290943932,0,0.0161841393881416,0,0,0.16221088633563,0,0,0,0,0,0.0374798149427579,0,0,0,0,0.0250699256503948,0,0,0,0,0,0,0,0,0,0,0,0.315605203563691,0,0,0,0,0,0,0,0,0.0690555118301357,0,0,0,0,0,0,0.232101738729668,0,0,0,0.0834806029666996,0
X600000.CH.EQUITY,0,0,0,0.0185401724796548,0,0,0,0,0,0,0.323586024944915,0,0,0,0,0,0,0,0,0.224254904291052,0,0,0,0.151298156022119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1391719609475,0,0,0,0.111981988775673,0,6.93889390390723e-18,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0403155788831703,0,0,0,0,0.00195300982631153,0,0,0,0,0,0,0,0,0,0,0,0,-0.0975719536407036,0,0,0,0.0783278899374561,0,0.532463472205927,0,0,0,0,0,0,0.147888249311068,0.143792444750324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0188103251510723,0,0,0,0,0,0,0,0.225696834618236,0.165026799682988,0,0,0,0,0,0,0,0.0189474671917048,0,0.0401620480402044,0.238320100495749,1.73472347597681e-18,0,0,0.225605467570294,0,0,0
X388.HK.EQUITY,0,0,0.226712025366664,0,0,0,0,0.457323086608451,0,0,0,0,0,0,0,0,0.00224153112523736,0.0366353361114645,0,1.38777878078145e-17,0,0,0,0,0.0103347144081976,0,0,0.0553582168993453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130358936446819,0,0,0,0,0,0,0,0,0
