,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.285904912915891,0.137628351075958,0,0.309257261882132,0,-0.138901152889846,0,0,0,0,0,0,0,0,0,0.0246671178535698,0,0,0,0,0,0,0,0,0,0.144389586683124,-0.113067271684121,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0603187731105778,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.149355063184584,0,0,0.277571087730124,0,0,0,0,0,0.0364686709985319,0,0,0,0,0,0,0,0,0,0,0.084570996120861,0,0,0,0,0,0,-0.158778116666851,0.321621837545361,0,0,0.11626328058442,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476962626689052,0,0,0,0.104187611019561,0.0376073771183898,0,0.0742997627565118,0,0,0,0,0,0.168409853803783,0,0,0,0,0,0.0149303309610102,0.131568860554026,0.0209469346428256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316361179054634,0,0,0,3.46944695195361e-18,0,0,-0.16322622302631,0,0,-0.0266215906666216,0
X601288.CH.EQUITY,0.427999855949568,0.0132467680907141,0.102836992518905,0,0.0523812691994132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397475191580401,0,0,0,0,0,0,0,0,0,0,0,0,0.0551918950746624,0,-0.0475173741033179,0,0.0647921439120532,0.103726830478763,0.0563369671133405,0,0,0.202508131966119,0,0,0,0,0,0.108418241978107,0
X5.HK.EQUITY,0,-0.223299189692856,0,0,0,0,0,0,-0.375664009963378,0,0.207599870818964,0,0,0,0,0,0,0.026125412401563,0,0.0237828996076131,0,0.658780835736392,0,0,0,0,-0.0178384909063928,0,0,0,0,0,0,0,0,0,0,0,0.0508139512815113,0,0.0804161239335439,0,0,0,0,0,0,0,0,-0.359119241137262
X601988.CH.EQUITY,0,0,0.0118855942018212,0.218655200185002,0,0,-0.0400157760939782,0.140569367111042,0,0.141129838982538,0.274956679052585,0,0,0,0,-0.150554259626716,0,0,0,0,0,0,0.312680648563415,0,0,0.0180038460118985,0,-0.132126246700997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165434552189056,0,0,0
X600036.CH.EQUITY,-0.109468142526516,0.273796886201922,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.200477502150106,0.0175182626873411,0,0,0,0.0941488468036242,0,0,0.190311339230191,0,0,0,-0.0401007940149269,0,0,0,-0.0661454672119063,0,0.349331298645331,0,0,0,0,0,0,0,0.042607189009432,0.00827760711053139,0,0,0,0,0,0.0988225147812557,0.0599839555505598,0,0
X601628.CH.EQUITY,0,0.00667173853014287,0,0.61142794272029,0,0,0,0,0,0,0,0,0.130229682448928,0,0,0,0,-0.0515788400546078,0,0,0,0,0,0.0535719869742498,0,0.0414251885759494,0,0,0,0,0,-0.0905835083319936,0,0.107382904241186,0,0,0,0,0,0,0.0339562058707904,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0391624457817725,0,0,0,0,0,0,-0.0557948767177936,0,0,0,0.0447027042639611,0.169709933923243,0,0.0580291728073362,0,0,0.238022173399007,0,0,0,0,0.358284097450859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534265153766468,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.151284466832778,0,0,0,0,0,0,0,0,0.32390462189418,0,0,0,0,0,0,0,0,0,0,0.0775891515074023,0,0,0,0,0,0.495446452018442,0,0.166495112548762,0,-0.036154880515714,0,0,0,0.192075483912842,0,0,-0.279463724829854,0,0,0,0,-0.0655475960404599,0,0
