,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.563650408366244,0.0480804382650989,0.0303052395260503,0,0.0664960418268176,0,0,-3.46944695195361e-18,0,0,0,0.0467477499394533,0,0,0,0.0178678368517373,0.0620550152160044,0,0,0,0,0,0.0686032201911628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0
X601939.CH.EQUITY,0.468136111293466,0,0,0.183435209948262,0,0.111244257123106,0,0,0,0.0171134302464548,0.134313924041551,0,0,0,0,0,0,0,0,0,0,0.000821367249666796,0,0,0,0,0.00120222190678064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445513172649179,0,0,0,0,0,0,0,0,8.470329472543e-22
X601288.CH.EQUITY,0.436882322497539,0,0,0,0,0,0,0,0,0.176285880087159,0,0,0,0,0,0,0,0.127645509164653,0,0,0,0,0,0,0.0559428266814185,0.0424663791783379,0,0,0.0865973813306519,0.117980432097909,0,0,0,0,0,0,0,0,-0.0459694693904976,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.191435985928149,0,0,0,0,0,0,0,0,0,0,0.192317426761143,-0.164989945542089,0,0,0,0,0,0,0,0.389911412573368,0,0,0,0.0857254530052804,-0.340486345872057,0,0,0,0,0,0.381476198361471,0,0,0,0,0,0,-0.0413915063059946,0,-0.353160336716044,0,0,0,-0.290577304299477
X601988.CH.EQUITY,3.46944695195361e-18,0,0.302581564584295,0,0,0,0,0,0.0292114691582357,0,0,0,0.0729541880467173,0.0931534832568917,0,0,0,0.037313381445476,0,0,0,0,0,0.412471953326207,0,0,0,0,0,0,0,0,0,0.101965769261191,0,0,0,0,0,0.0511509670463056,0,0,0,0,0,0,0,0.00301747620697922,0,-0.0380941882536275
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0115012093365709,0,0,0,0,0,0,0.107958192582352,0,-0.0644645295220643,0,0,0.249583609303706,0,0,0,0.0922990324341599,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.339364661104772,0,0,0
X601628.CH.EQUITY,0,0.0134725828915585,0,0.00352162793684559,0,0,0,0,0,0,-3.46944695195361e-18,0.0291996045713633,0.194498375952048,0,0,0.0228344376943246,0.0161937126026755,0,0,-0.0455152973487551,0,0,0,0,0,0,0.243950499403963,0,0,0,0,0,0,0.255144724175428,0,0,0,0,0,0,0,0.129758569451882,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141857635478421,0,0,0,0,0.00962232124224891,0.000937349416748967,0,0,0,0,0.112399462571933,0,0,0,0,0,0,0.0326004838804639,0.101827352138002,0.0188481346501094,0,0.0219019380754865,0,0,0.0784639556443587,0,0,0,0,0.112536920479633,0,0,0,0,0,-0.0217937923907249,0,0.16489421938195,0.224816922067439,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.228004558861951,0,0,0.140707328335384,0.0791506067567383,0,0.0736987268038672,0,0,0,0,0.0120704050129937,0,0.0486258953423022,0,0,0,0,0,-0.0377552940585609,0,3.46944695195361e-18,0.19361680929862,0,0,0,0,-0.0245983391805069,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.145698908833868,0,0,0,0,-0.00578464984513753
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.293534586775119,0,0,0,0,0,0,0.106376418919789,0,0.0422676199437716,0,0,0,0,0,0.383562398097945,0,0,0,0.0103060259099718,-0.145635267343343,0,0.0135438606475119,0.62390624275983,0,0,0,0,0.0698968133996463,0,0.119180468047821,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0471697550558462,0,0,0,0,0.186669458985336,0.102132822176042,0,0.147096511500082,0.031461828988062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172183308052991,0,0,0,0,0,0,0,0,0,0,0.0145287742581898,0,0.0986649300786178,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00542795587644318,0,0,0,-0.0210240841030701,0.29361588804864,0,0.400171129507921,0,-0.487111504276649,0,0,0,0,0,0,0.113802414244456,0,0,0,0.0380243189240357,0,0,0,0.207132913474806,0,0.13014267134401,0.126738787413983,0,0,0,0,0.139577616547284,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.154114299697673,0,0,0,0,0,0,0,0,0,0,0.121684098801985,-0.196787313715987,0,0,0,0,0,0,0.0785817157779864,0.0358321591571011,0.125800001949933,-0.00482815929692826,0.231347074218127,0,0,0,0.122608057470358,0,0.24612756351482,0,0,0,0,0,0,0.107135406917754,0.229329585701581,0,-0.0122437176869639,0,4.33680868994202e-19
X000002.CH.EQUITY,0,0,0,0,-0.0108061932789136,0,0,0,0,0,0,0,0,0,0,0,-0.0417576826978551,0,-0.00284404786663669,-0.0590999963804919,0,0,0.0564197726590508,0,0,0.118758905643816,0,0.117014619600398,0,0,0,0,0,0,0,0.0643350653209254,0.737206051567761,0,0.0820484238138749,0,0,0,0,0,0,0,0,0,0,-0.0654908938795382
X2388.HK.EQUITY,0,0,0,0,0.164801471436848,0,0,0.0591049738257416,0,0,0,0,0,0,0,0,0,0,0.023396638044572,0,0,0.0793420417466693,0,0,0,0.0386665561731083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060218105862762,0,0,0
