,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.343179528079951,0,0.329096941374767,0,-2.77555756156289e-17,0,0,0,0,0.0394718841825985,0,0,0,0,0,0,0,0,0,0,0.0190277724165693,0,-0.0557171960661536,0,0,0,0,0,0,0.027282968000243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290535737910278,0,0.109358597461904,0,-0.126813869463709
X601939.CH.EQUITY,0.497691852696806,0,0,0.127021462655544,0,0,-0.121170316167016,0,0,0,0.007610822962944,0,0.349790918798469,0,-0.0265869218750524,0,0,0,0,0,0,-0.124559338410546,0,0,-0.00261064407869467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127059248335237,0,0,0.0134693456071255
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0
X601288.CH.EQUITY,0.50091926920199,0,0,0,0.198609319436274,0,0,0,0,0,0,0,0.0745520595776156,0,0,0,0,0,0,0.0127567291026627,0.116983505063704,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0502342144635858,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.505456007521693,0,0,0,0,0,0.216126032656388,0,0,0,0,0,0.327538344600507,0,0.0760383975666134,0,0,0.0173949669381071,0,0,0,0,0,0.0215503942175528,0,0,0,0,0,0,0,0,0,-0.567362182259519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0
X1299.HK.EQUITY,0.076488108540195,0,0,0,0,0,0,0,0.135199890349275,0,0,0,0.101685674640344,0,0,0,0,0,0,0,0,0,0.0102383175955664,0,0,0,0,0.226862586867109,0,0,0,0,0,0,0,0.176029595429797,0,0,0,0,0,0,0.0714895898557472,0,0,0,0.107193993960179,0,0,0,0
X5.HK.EQUITY,0,-0.0543462293462013,0,-0.124687635369923,0,0,0,0,0,0,0,0,0,0,-0.00835969860195428,0,0,0,0,0,0,0,-0.593871248632855,1.03799788866954,0,0,0,0,0.491187613264282,0,0,0,0,0,0,0,0,0,0.421928016869037,0,0,0,0,-0.103966895240482,0,0,0,0,0,0,-0.0731185392303806
X601628.CH.EQUITY,-1.38777878078145e-17,0,0,0,0,0,-0.00379716903518207,0,0,0,0,0,0,0,0,0,0,0.0991887608454656,0,0,0.0288967964798616,0.0801111094584653,0,0,0.066289432949595,0,0,0.270937752889407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151326650915015,0,0,4.33680868994202e-19,0,0.170660868529698,0.014063587495405,0,-0.0510789857386491
X601658.CH.Equity,0,0,0,0.0690427822766916,0.0713187397660134,0,0,0,0,0,0,0,0.254137306512715,-0.0390166283158689,0,0,0,0,0,0,0.0156406109294411,0,0,0,0,0,0.21072824036534,0.121759915894873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361966553516096,0,0,0
