,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0210478105807351,0,0,0.178677194485447,0,0,0,0,0,0,0,0,-0.0106246372160057,0,0,0,0,0,0,0,0.0418593686106889,0,0,0.113386358809334,0,0,0,0,0,0,0,-0.165145800865353,0,0.0639699021420149,0,0,0.224529528189945,0,0.0389046500048911,0,0,0.0877204741921041,0,-0.120830063375407,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0
X601939.CH.EQUITY,0.241297277521514,0,0,0,0.0172031793469555,0,0,0,0,0,0,0,0,0.179839950894801,0,0,0,0,0,0.184882379972871,0.0698721617250982,0,0,0,0,0,0,0,0,0,0,0,0,0.0676603196967986,0,0,0,0,0.0645692320690258,0,0,0.124402000940977,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350262423365445,0.00153817985676606,0.0947240388076889,0,0,0,0,0,0.131122322120846,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.130057038835046,-0.0511513867628806,0,0,0,0.117155201620247,0,0,0.232237767831805,0,0,0,0,0,0.127850298707536,0,0
X5.HK.EQUITY,0,-0.200694320906913,0,0.412239681651781,0,0,0,-0.101863585419357,0,0,0,0,0,0,0,0.00556706834343343,0,0.0619258600426009,0,0.117387243102061,0,0.484541535616879,0,-0.236939806836545,0,0,0,0,0,0,0,0,0,0,-0.0330833488991798,0,0,0,0.0369659919582912,0,0,0,0.131732612368041,0,0,0,0,-0.221624053579127,0,-0.162935992366226
X601988.CH.EQUITY,0,0,0.0558216578921413,0,0,0,0,0,0.174458614700339,0.149050744152223,0.109011355714359,0,0,0,0,0,0,0,0,0,0,0,0.580293955582875,-0.0847414569861153,0,0,0,0,0,0,0,-0.031011394650212,-0.00784194116126549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557620006993021
X600036.CH.EQUITY,-0.100094617197108,0.334873451210585,0,0,0,0,0,0,0,0,0,0,0,0.262275252380614,0,0,0,0,0.0762872653800671,0,0.0369294381441252,0.237917357604003,0,0,0,0,-0.0427012847922695,0,0,-0.00932851268230953,0,0,0.230543171619023,0,0,0,0.0253965289464008,0,0,0.0312208674372606,0.0631013886766003,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.150241649827615,0,0,0,0,0,0,0,-0.0356571436890929,0,0,0,-0.0799207156665447,0.205754184318046,0,0,0.125367414722886,0.234310790918498,0,0.188181436610566,0,-0.0701363947800043,0.171042746745472,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.170758898678229,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.275678341974188,0,0,0,0,0.139095114916619,0,0,0,0,0,0,0,0,0,0,-0.0236330846200265,0.11914179318498,0,0,0,0,0,0.029629867929802,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0448890971537547,0,0,0.103091343911993,0,0,0,0,0,0,0,0,0,0,0.244932705153979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475833296075358,0.225566993584342,0,0,0,0,0,0.17110608803356,0,-0.106911288040314,-0.0319125672388554,0,0,0,0,0,-0.071745300170502,0
